,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X002008.SZ,X600066.SH,X601877.SH,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600867.SH,X600699.SH,X600498.SH,X600089.SH,X002085.SZ,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X600566.SH,X000050.SZ,X600118.SH,X600584.SH,X000559.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.112745599455537,0,0,0.0715749912955288,0.216131738360428,0,0.0352035061957872,0,0,-0.0961990878650456,0,0,0,0,0,0,0,0.0520593758799914,0,-0.0543697836249689,0,0,0,0,0,0,0,0.0894361650041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137486981635764,0,0,-0.00557310217296268,0,0,8.67361737988404e-19,0.0186874160741142,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.125619390572259,0,0,0,0,0,0,0,0,0.0901633015189416,0,0,0,0,0.0692094537147198,0.142737792193156,0.070341143155404,0.0292356794959463,0,0,0.0676262378700415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743510349462091,0,0,0.0440337314732377,0,0.0108624271442633,-0.0113430173136276,0,0,0,0,0,0
X600104.SH,0,-0.000301550397781743,0,0,0,0.0444636431494585,0,0,0,0,0,0,0,0.311225135678605,0.0851585010470278,-0.185398971977654,0,0,0,0,0,0,0,0,-0.00736463120988642,0,0,0,0,0,0,-0.118634397414191,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273623761757217,0,0.0404792459880306,0,0,0,0,-0.0497582104009968,0.0566473745399221,0,0,0,0,0,0
X000858.SZ,0,-0.0173372011178095,0,0,0,0,0,0.10692440139038,0,0,0,0.298744748771223,0,0,0,0,0,0,0,0,0,0.0200191965867426,0,0.0482062293610815,0,0.219504949438643,0,0,0,0,0,0,0,0,0,0.0515625153891691,0,0.0055037341237313,0,0,0,0,0,0,0,0.116925964349945,0,0,0,0,0,-0.0206027713967406,0,0,0,0,0,0,0
X000651.SZ,0,-0.11206557684244,0.0919460216751328,0.125194306359535,0,0,0,0,0,0,0,0,0.0835220329041869,0,0,-0.0486163653184856,0,0,0.00842836533984679,0.0623264390150974,0,0,0,0,0,0.00835081752160496,0,0,0.0452369998776817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116782581886215,0.000323909356464411,-0.0463071740736668,0,0,0,0,0
X000725.SZ,0,0.0223722074939681,0,0,0,0,0,-0.00168474000684694,0.132333182767344,0,0,0,0,0,0.162535496289718,0,0,0,0,0,0,-0.154153283945803,0,0,0,0,0.229649303525079,0,0,0,0,0,0.225737434615515,0,0,0,-0.0631957550208067,0,0,0,0,0,0.326709776000766,0,0,0,0,0,0,0,0,-0.0319316441441304,0.0506097231336706,0,0,0,0,0,0
X600276.SH,0.058175143291079,0,0,0,0,0.0450642135863153,0,0,0,0.220186095561103,0,0,0,0,0,0,-0.0273305048259442,0,-0.191872873210688,0,0,0,0,0,0,0.0650725027681231,0,0.107184805136144,0,0,0,0.0690998859383467,0,-0.135584131298856,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129795193827964,0,0,0,0,0,0.0165493931196213,0,0,0,0,0,0
X002304.SZ,0.169263693726848,-0.0151558538139314,0,0.285030235181841,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0556738098602738,0,0,0,0,0,0,0,0,0,0,0,-0.0362097608644747,0,0,0,0,0,0,0,0,0,0.0919218873593714,0,0,0,0,0,0,0,-0.0526325693928493,0,-0.0651085803435572,0,0,0,0,-0.0582333218123859,0.0466264026878683,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.289610480685737,-0.171740895893223,-0.165983186843183,0,0,0,0,0.155350602281012,-0.0271593958555488,0,0.101136770756902,-0.161256919254915,0,0,0.0896075145181269,0,0,0,0,0,0,0,0,0,0,0,-0.0525169349689716,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.083160722786387,0.161253512264027,0.154728904733125,0,0.0340953577052604,0,0,0,0,-0.0311462013390688,0.0453469397911644,0,0,0,0,0,0
X600703.SH,0,0.0128030323014025,0,0,0,0.0465528430718954,0.216301453570907,-0.150899405702833,0,0,0.219236667445928,0,0.00105917678809192,0,0,-0.0454676681773497,-0.0517076431502041,0,0,0,0,0,0,-0.390786301430649,0,0,0,0,0,0,0,0,0,0.176496343088675,0.0463636079361619,0,0,0,0,0,0,0,0,0,-0.0109896185217255,0,0,0,0,0,0,0,-0.00718681579454182,0,0,0,0,0,0
