,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002506.SZ,X002241.SZ,X600118.SH,X002236.SZ,X002475.SZ,X000559.SZ,X000157.SZ,X600372.SH,X600177.SH,X000338.SZ,X002074.SZ,X000568.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002294.SZ,X002049.SZ,X002465.SZ,X600867.SH,X600498.SH,X601877.SH,X600582.SH,X002007.SZ,X002180.SZ,X002456.SZ,X000869.SZ,X300001.SZ,X000623.SZ,X000050.SZ,X000981.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.208104842933302,0,0,0.270651585890269,0,0,0,0,0,-0.0156368921496168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812962755525071,0,0,0,0,0,0,0,0.0505192887896996,-0.0491706198477592,0,0,0,0,0,-0.0005145391580575,0,0,0,0,0,0,0
X600104.SH,0,0,0.131303169278252,0.0808972495736806,0,0,0,0,0.00688886184638246,0,0,0,0,0,0.24810350856316,0,0,0,0,0,0,0,0,0,0,0.0324664439581406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116175331563304,0,0,0.022455143927735,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.166260198137613,0,0,0,0,0,0,0,0,0,0,0,0.290363714811997,-3.46944695195361e-18,0,0,0,0.00629392718357164,0,0,0,0,0,0,0,0,0.0143530164963093,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.272188361422941,0.155468866469215,0,0,6.93889390390723e-18,0,0,0,0.028026375382278,0,0,-0.0186705775910498,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.125915572390727,0,0,0.0478138953067038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700998584256755,0,0,0.126597208849977,0,0.178939163037138,0,0,0.0314868378395071,0,0,0,0,0,0.0332013726083001,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.033133561937796,0,0,0,0,0,0.0485694680074108,0,0,0,0,0.0194395763293953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149384982222519,0,0.0634530667183349,0,0.0581034696882613,0,0,0.0886043300950461,0,0,0,0.0881328024620421,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0162544722198647,0,0,0,0,0,0,0.00779572371952739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191404742257952,0,0,0,0.151126329596323,0,0,0,0,0,0,0,0,0,0,0,0.0833179315479937,0,0,0.0921376597572988,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0545002449000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968773323517303,0,0.0381586121411721,0,0,0,0,0,0,0,0,0,0.0677867833016875,0.0568147162628839,0,0,0,0,0,0,0,0,0,0,0,-0.0136826813809939,0,0,0,0,0,0,0
X000725.SZ,0,0,0.00512366441540463,0,0,0,0,0,0,0,0,0,0,0.127941401365191,0,0,0,0,0,0,0.0137719975996264,0,0.104168748975661,0.056303332778053,0,0.157944354361888,0,0.0151547342842168,0,0,0,0.00359859697773822,0.161426577481761,0,0,0,0,0.0676936297753505,-6.93889390390723e-18,0,0,0,0.0529230153435006,0,0,0.136946781836943,0,0,0,0,0.00430662739185044,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0479217685213237,0,0,0,0,0,0,0,0,0,0,0.0841891918911463,0,0,0.189805666606054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926194819417187,0.17129572866196,0.0189633261013882,0,0,0.0656735216283319,0,0,0,0,0,0.00758419813617871,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0227257045178679,0,0,0.0447574319257581,0,0,0,0,0.0620112574612872,0,0,4.33680868994202e-19,0.00238111434663935,0,0,0,0,0.0631945598083797,0,0,0.221882338897745,0.0864492952954967,0,0,0,0,0,0,0,0,0,0.0445254619907608,0,0,0,0.103066924082571,0.090417379473369,0.0464772787641413,0,0.0691590385756452,0,0,0,0,0,-0.00698620185307386,0,0,0,0,0,0,0
