,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X000100.SZ,X600066.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600089.SH,X002292.SZ,X300124.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X600177.SH,X300003.SZ,X600839.SH,X000977.SZ,X002129.SZ,X002294.SZ,X000547.SZ,X002074.SZ,X002506.SZ,X600867.SH,X002008.SZ,X000800.SZ,X000550.SZ,X600582.SH,X600498.SH,X002085.SZ,X000623.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-1.73472347597681e-18,0,0,0,0.211971827066186,0.233389797777839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364626898955734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723223097636564,0.119417313826169,0.0307090345986923,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.33125308767395,0.287186773908638,0,0.124635794928083,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00886685477893787,0.0313307836611689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144054047809792,0,0,0,0,0.0326411262270262,0,0,0,0.0625047556979489,0.127053983407363,0,0.0597546872509885,0.141597372293444,0,0,0,0,0,0,0.110346447077117,0,0,0,0,0.071409758361233,0,0,0,0,0,0,-0.110182220569823,0,0,0,0.0135681225239577,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139125797423415,0,0,0.129194622016163,0,0,0,0.0205538054595404,0,0,0,0,0,0,0.00245786678124872,0,0,0,0,0.0690820095642901,0.00441165577237836,0,0,0,0.181700885282416,0,0.0511459030479778,0,0.0124003797436972,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0936043813720994,0.127217836144404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351564063669654,0,0,0.0449831790557971,0,0,0,0,0,0,0.0476437705996261,0,0.015954422585067,0,0.0184585194855701,0.287838554175517,0,0,-0.0194268882643982,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0559286249389806,0,0,0,0.143278385169815,0,0,0,0,0,0,0.00284299010750122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815217043259675,0,0,0,0,0,0,0.193551786329181,0,0,0,0,0,0,-0.0249797331949486,0.0313778401753951,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0242451601172002,0,0,0,0,0,0,0.031881801547002,0.115962917149496,0.241305386079154,0,0.270061889939038,0,0,0,0,0,0,0,0.101946026556949,0,0.0458470743462523,0,0,0,0,0,0,0.00207951636839082,0,0,0,0,0,0,0,0,0,0,-0.00112103365952371,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941677280057375,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.172046404940693,0.0981761196588283,0,0,0.149171381084157,0,0,0,0,0,0.0294062747321888,0,0.0634308395146317,0.199601404675268,0,0,0.0199326184514602,4.33680868994202e-19,0,0,0,0,0.0784682977513775,0,0,0,0,0.016597772530624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.204272850382615,0,0,0,0,0.0356088637801642,0,0,0,0,0,0,0,0,0,0,0,0.00642866518640919,0,0,0.0200255513650958,0.20603720785997,0,0,0.0232877260479706,0,0.0835199578210157,0,0,0,0,0,0,0,0,0,0,0.0348640364220336,0,0,0.217219079879703,0,0,0,0,0,0,0,0.00276608616174615,0,0,0,0,0,0,0
X600690.SH,0,0.431274479296499,0,0,0,0,0,0,0,0,0,0,0.230681452051593,0,0.104609175198234,0,0,0,0,0,0,0.0619494292236313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235801360280443,0,0,0,0,0,0,-0.0247994793609201,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454655302297901,0,0,0,0,0,0,0,-0.0471074081793592,0,0,0,0,0,0,0.22409934311924,0,0,0.174557749623465,0,0,0,0,0.0559838560438001,-0.00615507642254447,0.212008294941635,0,0,0,0,0,-0.0297976881236221,-0.0232546994796677,0,0,0,0,0,0
