,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X002129.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X000661.SZ,X600522.SH,X002074.SZ,X002180.SZ,X300142.SZ,X601877.SH,X600741.SH,X000733.SZ,X600460.SH,X000100.SZ,X600884.SH,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X002176.SZ,X002236.SZ,X600563.SH,X600584.SH,X000800.SZ,X600779.SH,X002007.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0148925660123562,0.253202564353124,0,-8.67361737988404e-19,0,0.0379040428463982,0,0,0,0,0,0,0,0,0.076121815997298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464763823821615,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0215543202649781,0,-0.00937029630303644,0,0,0,0,0.00479595399383847,-0.0164489799649868,0,0,0,0,0,0
X000858.SZ,0,0,0,0.486864224438253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151506245066071,0.101012706958297,0.073659804898529,0,0,0.0114318805767165,0,0.0322006607104936,0,0,0.103941212423055,0,0,0,0,0.0189766292376886,0,0,0,0,0,0
X600809.SH,0,0.180718002338147,0,0.263577623503874,0.0459779018912134,0.0491769480382024,0,0,0,0,0,0,0.0342262726455922,0,0,0,0,0,0,0,0.143291159582048,0,0,0,0,0.0670490751755436,0,0,0,0.0921853626132904,0,0,0,0,0,0.0744515725408775,0,0,0.0658340381471798,0,0,0,0,0,0,0,0,0,0,0,0.257695564550793,0,0,0,0,0,-0.0133075017025016,0,0
X000568.SZ,0,0.123656645854693,0.105824428497936,0,0,0.0238265536074225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326303179151229,0,0,0,0.0179113472287497,0,0,0.0070111258014632,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.38897491516405,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141833012801557,0,0,0,0,-0.0245007724985895,0,0
X002415.SZ,0,0,-3.46944695195361e-18,0,0,0.515372922242045,0,0,0,0,0,0,0,0.0506937536399197,-0.161076718192652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532354315148929,0,0,-0.0525185405880048,0.755274332257606,0,0,0,0,0,0,0,0.0879477465840522,0.107605417460176,0,0,0,0,0,0
X002304.SZ,0,0,0.143579447199016,0.052776145467639,0,0,0.0282623674616084,0.00596475578268791,0.0599659972369658,0,0,0,0,0,0,0,0.137538194275141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165896870692446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227771981819251,0,0
X600690.SH,0,0,0,0,0,0.118829528297943,0,0,0,0,0,0,0,0.168978834265758,-0.0102738489558221,0,0,0,0,0,0,0,0,0,-0.0430459984309746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560115452717407,0,0,0.00129254597285879,0,0,0,0,0,0,0,0,0,-0.0385773620245526,0,0,0,0,-0.0820039815660464,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131271676427896,0,0,0,0,0,0.189468478215684,0,0,0,0.00955223222421295,0,0.085634506449366,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.165014620794329,0,0.068366551776329,0,0.119620123907761,0,0,0,0,0,0,0,-0.0466634584606173,0,0,0,0,0.022415225715812,0,0
X600276.SH,0,0,0,0,0,0,0.238912121714098,0.0261396790338945,0,0,0,0,0,0,0.136762787767584,0,0,0,0,0,0,0,0,0,0,0,0.0376801103238221,0,0,0,0,0.139553751078615,0,0,0,0,0,0,0.102076703917128,0,0,0,0,0,0.0871637361840831,0.00251475099959718,0,0.319573672541016,0,0,0,0.0336746653382679,0.109363409322241,0,0,0,-0.00885679673012722,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,3.3881317890172e-21,0,0.0502478448772788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568710292592085,0,0,0,0,0.295847184098532,0,0.0158584396570707,0,0,0.0880733624896327,0,0,0,0,0,0,0,0.135490432530446,0,0,0,0,0,0.0664214096541301,0,0,0,0.0345402800503764,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100395340499291,-0.0585808207942829,0,0,0,0,0,0,0,0.147377028444406,0.0483667052506837,0,0,0,0,0,0,0,-0.0263252130094825,0,0,0,0,0,0,0,0,0,0,0,0,0.0456973944241855,0,0,0.0794335812574604,0,0,0,0,0,0.215735042927584,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012712042797242,0,0.155964494104102,0,0.0119860436217487,0,0,-0.226634133894763,0,0,0,0,0,0.334503062572126,0.0195899219922557,0,0,0,0.149921242509547,0,0,0,0,0,0,0.156400918819835,0,0.0117929992677323,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.238260628489725,0,0,0,0,0,0,0.0308214810638682,0,0.0999812086053573,0,0,0,0,0,0,0,0,0,0.0212515334243269,0,0,0.0414290525225599,0,0,0,0,0,0,0,0,0,0,0,0.0852022924325695,0.198951986228541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.078043492839045,0,0,0,0,0,0,0,0.19872957618664,0,0,0,0,0,0,0,0,0,0,0,0.172983901962611,0,0.0147692314610248,0,0.0339505638280622,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0817262184541835,0,0,0,0,0.104260573686003,0,0,0,0,0,0,0.0153066522748189,0,0,0,0,0.0192797986862684,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504670421205762,0,0,0,0,0,0,0,0,0,0,0,0,0.177912249949159,0,0,0,0.472550566013136,0,0,0,0,0,0,0,0,0.252760702956252,-0.112956601719184,0,0,0,0.0470570239627447,0,0,0,0,0.094877091218929,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.144390653230226,0,0,0.00690020619478659,0,0,0,0,0,0,0,0,0,0,0.0128936658343103,0,0,0,0,0,0,0.147586037035991,0,0.0175955696008426,0,0,0,0,0,0.00156458535624932,0.0990039642557548,0,0,0,0,0,0,0,0,0.161336830702927,0,0.0837216979934378,0,0.0268513894592749,0,0,0,0,0,0,0
