,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X600584.SH,X601877.SH,X000157.SZ,X600741.SH,X000661.SZ,X600522.SH,X002180.SZ,X000066.SZ,X002074.SZ,X300142.SZ,X300003.SZ,X600702.SH,X000733.SZ,X600460.SH,X002463.SZ,X002007.SZ,X002156.SZ,X300146.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233546630890509,0,0,0,0.0117780432836458,0,0,0,0,-0.0522660089346511,0.0350081410449441,0,0,0,0,0,0.0352227021734243,0.0604716584941396,0.0157629694436964,0,0,-0.0125667813321752,0,0,0,0,0,0,-0.0205153942368455,-0.00911221721796297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157799282428025,0.0783685000555174,0,0,0,-0.0711650801962524,0,0,0,0,0,0
X000858.SZ,0,0,0.196178668358507,0,0,0.076243752145684,0,0,0,0,0,0,0,0,0,0,0.0752468402509274,0.0935663149845529,0,0,0,0,0,0,0,0,0,-0.000201488911304162,0,0,0,0,0,0.00266049511277106,0,0,0,0,0,0,0,0,0,0,0.0126931949640099,0,0,0,0.000607393236187487,0,0,0,-0.0513519944694356,0,0,0,0,0,0
X000568.SZ,0,0.582495572607476,0,0,0,0,0,0.051619000040745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146372103400008,0,0,0.0565656389001983,0,-0.0316138336990893,0,0.0148063905048185,0,0,0,0,0,0,0,0,0,0.0923698086090342,0,0,0.187155503080724,0,-0.0245550305261399,-8.67361737988404e-19,0,0,0,0,0,0,-0.0340722993040219,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0553068428562847,0.00521790341380191,-0.109189171797274,0,0,0,0,0,0,0.263601435346735,-0.0254607659603049,0,0,0.199465060895114,-0.0546195297782011,0,0,0,0,0,0.250293844929544,0,0,0,0,0,0,0,0,0.0977243445196959,0,0,0,0,-0.0895522421954955,0,-0.178951780917541,0,0,0,0,0,-0.00739504467337629,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0148285233537338,0,0,0.0175579552063378,0,0,0,0,0.173603335849469,0,0.078989923035425,0,0,0,0,0,0.0942968303432174,0,0,-0.0825603575009177,0,0.113274964830146,0.0339504031345204,0,0,0,0.210491067396534,0,0,0,0,0,0,0,0,-0.155534240859066,0,0,0,0,0,0,-0.244249042607025,0,0,0,0.0678543476189536,0,0.0655988856296029,0,0,0,0,0,0,0
X600809.SH,0,0,0,-0.0879552417013189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155552607872359,0,0.0273049679225417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253423031284342,0,0,0,0,0,0,0.0141348357290363,0,0,0,-0.342845387416836,0.353262279425942,-0.0138524114029937,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0377380544721039,0,0,0.114144160286135,0.0512257392827457,0,-0.132244944035995,0,0,0,0.413643017524088,0,0.0407044219318368,-0.36150835328267,0,0,0,0,-0.0198217279154588,0,0,0,0,0.0276808845910738,0,-0.0393681424759735,0,0,0,0,0,0,0.0525532183550275,0,-0.16538506133525,0,0,0,0,0,0,0,0,-0.0412622717789333,0,0,0,0.0400534332422341,0,0,0,0,0,0,0
X002304.SZ,0,0.154440931422827,0,0,0,0.116628782856576,0.049598830577839,0,0.107425749253693,0,-0.0482569221592745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306223485604573,0,0,-0.0751305217416927,0,0.0172237565274969,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0665364942247157,0,0,0,0,0,0,0,0.0104827390246631,0,-0.00917840464370682,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.212740661825765,0,0.115227824728212,0,0,0,0,0,0,0.174798099676948,0,-0.494562584325375,0,0,0,0,0,0.0183731151678215,0.0829594138758291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130464984608447,0,0,0.0115938700676,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107275738991704,0,0.0636280720123895,0,0.0791681499959635,0,0,0,0,0.0614871600635703,0.573748059996648,0.121893058468763,0,0,0,0,-0.0552970199123835,0,0,0,0,0,0,0,0,0,0.260561417369023,0,-0.158681235060312,0,0,0,0,0,0,0,0,0,0
