,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X300124.SZ,X600031.SH,X300014.SZ,X002371.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600741.SH,X600089.SH,X000100.SZ,X300142.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X600702.SH,X600522.SH,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002008.SZ,X002414.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.536916553088771,0,0,0.0156633201404095,0,0,0.119080069206629,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0769572312058112,0,0,0,0,0,0,0,0.00671616560872678,0,0,0,0.0775996397735025,0,0,0,0,0,0,0,0,0,0,-0.0353459532754977,0,0,0,0,-0.00542685393074152,-0.0109194524111011,0,0,0,0,0,0
X000858.SZ,0.156032585894019,0,0,0,0.106110365247183,0.0516059940158567,0,0.0853869375759635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223611651859891,0,0,0,0,0,0,0,0,0,0,0,0,0.0550013199246474,-0.018520228413996,0,0,0,0,0.155647795268955,0,0,0,0,0,0.0272795675790829,0,0,0,0.00932742879111138,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.120959496498952,0,0,0,0,0,0,0,0,0,0.0246209848701963,0,0,0,0,0,0,0,-0.0115378908706827,0,0,0,0,0,-0.165371976541173,0,-0.0067263963922384,0,0.0820840591764829,0,0,0,0,0,0,0,0,0,0,0,0.0804041664647848,0,0.131877014332043,0,0,0,0.0136428610485443,0,0,0,0,-0.014938180250122,0,0
X600809.SH,0,0,0,0,0.136216161063791,0,0,0.0297647951631759,0,0,0,0,0,0,0,0,0,0,0,0,0.102049805715417,-0.267923107639551,0,0,0,-0.142836095208625,0,0,0,0,0,-0.15368100303752,0,0,-0.0107439062453781,0,-0.00396558328894973,0,0,0,0,0.265342195776596,0,0,0,0.103667829416065,0,0,0,0,0.065064895674467,0.00699682274906493,0,0,0,0,-5.42101086242752e-20,0,0
X000568.SZ,0.55076557780308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666387526131917,0,0,0,0,0,0,0,0,0.157999571781871,0,0,0,0,0,-0.0219687986851446,0,0.0251781888026354,0,0,0,0,0,0,0,0,0,0.0728692205131622,0.0500976239773792,0,0,0,0.0150586645776813,0.0329007125074443,0,0,0,0.0332097008703221,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336311085957125,0,0,0.288956950949493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299361908115428,0,0.0774968916770542,-0.129577376048224,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636034625331664,0.027394694230086,0,0,0,0,0,0
X600276.SH,0.13279652883795,0,0.0831587264133379,0,0,0,0,0,0.197520833878818,0,0,0.194598322771116,0,0,-0.134922573405355,-0.0215397983984516,0,0,0,0.190263810275236,0,0,0.0664491886790157,0,0,0,0,0,-0.0541891613616681,0,0,0.0418450342831385,0,0.0258861845342077,-0.0171514962998253,0,0.0314242938976791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043768578495326,0,0,0,-0.0636546756241679,0,0
X002304.SZ,0,0.0619904944836914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212017524918114,0,0,0,0,0,0,0,0.170150587714114,0,0,0,0,0,0,0,0,0,0,0,0.00048530691257286,0,0,0,0,0,0.157825335013434,0,0,0,0.126042759028281,0,0.0826437025854303,0,0,0,-0.0302918627597713,0.0408431163695345,0,0,0,0.00495172779995426,0,0
X600690.SH,0,0.0130245468550069,0,0,0,0,0.203691895962981,0,0,0,0,0,0,0.0750993332327736,0,0,0,0,0,0,0,0.0800712038963733,0,0.0985964579707468,0,0,0,0,0,0,0,0,0,-0.0540509332447284,0.0243484275463629,0,0.128600470297164,0,0,0,0,0,0,0,0,0.203895589671809,0,0,0,0,0,0,0,0,0,0,-0.0106776386706708,0,0
X000651.SZ,0,0,0,0,0.0278474099050876,0,0,0,0,0,0,0,0.136984769288009,0.142421588948525,0,0,0,0,0,0.138112605368496,0,0,0,0.0116641179185884,-0.0962850601115456,0,0,0,0,0,0.125760256772851,0,0,0,0,0,-0.0541154694276638,0,-0.0274098408923778,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111153882169119,0,0,0,0.0162021777637525,0,0
X600104.SH,0,0,0,0,0,0.0554560603466552,0,0,0.0248254108786825,0,0,0,0,0,0,0,0,0,0,0,0,0.000553247212609805,0,0,0,0,0.0743133687499114,0,0,0,0.203841041439307,1.0842021724855e-19,0,0,0,0,0,0.0640373842768212,0,0,0,0,0,0,0,0,0.0127601882600938,0,0,0,0,0,0.00650989229935098,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0485485523188917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403418065101558,0.0416869892376942,0,0,0,0.0557904763302657,0,0,0,0.393298763089368,0,0,0,0,0,0,0,-0.0241405940913002,0,0,0,0,0,0,0.0050349843133246,0,0,0,0,0,0,0.0135214387502905,0,0,0,0.0256947463991082,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751077856441731,0,0.129027928131485,0,0,0,0,0.107559786732941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676520382878002,0,0,0.171751303014195,0,0,0,0,0.225265086707455,0,0,0,0,0,0,0,0.0268566921184543,-0.039659055009227,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.102212975544061,0.0409409459943283,0.128620587033358,0,0,0.0393526261020335,0,0,0,0,0,0,0,0,0.202615635658785,0,0,0,0,0,0.0721567439166461,0,0,0,0,0,0,0,0,-0.0513074461655402,0.108055926469643,0,0,0,0,0,0.201885929713376,0,0,0,0,0,0,0,0.0049315352516596,-0.0119939323980651,0,0,0,0.0388768113300707,0,0
X300014.SZ,0,0,0,0,0,0.0443567032082088,0,0,0,0,0,0,0,0,0,0,0,0,0.0778841108511602,0,0,0,0,0,0.183599331960078,0,0,0,0,0,0,0,0.206498357767655,-0.0177596866355571,0.404009459086871,0,0,0,0.046886786138322,0,-0.118941434796585,0.220462848947003,0,0,0,0.153796381811635,0,-0.230911753341146,0,0,0,0,-0.00213979350433888,0,0,0,0.00258773639627483,0,0
X002371.SZ,0,0,0,0,0,0.0120040702402034,0,0,0,0,0,0,0,-0.0119350489529131,0,0,0,0,0,0,0.129961369744965,0,0,0.155334515008121,0,0,0,0.499263144666628,0,0,0,0,0,0,0,0,0,0,0,0.105405407069668,0,0,0.189267170154547,0,0,-0.0933167687304093,0.0296059815132482,0,0,0,0.175691905692589,-0.109830725987846,0,0,0,0,-0.17282162435099,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256583029633864,0.464125728130859,0,0.0550703977574371,0,0,0,0,0,0,0.0447228121405883,0,0,0,-0.104439357426893,0,-0.124165085889419,0,0.0536639141283445,0,0,0,0,0,0,0,0,-0.064756596346151,0,0,-0.0305260966966578,0,0,0,0,-0.137845642531291,0,0
