,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000661.SZ,X000596.SZ,X600809.SH,X601877.SH,X600183.SH,X002007.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X600703.SH,X000157.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X002241.SZ,X600498.SH,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X600867.SH,X300014.SZ,X300146.SZ,X002008.SZ,X600066.SH,X300136.SZ,X002049.SZ,X600487.SH,X000050.SZ,X002371.SZ,X000977.SZ,X600776.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.348329354220416,0.0869060176051852,0,0,0.0928456840155275,0,0,0,0,0,0.0225862943909413,0,0.0130675814373971,0,0,0,0,0,0,0,0,0,0,0.0231563861365659,0,0,0,0,0,0,0,0,0,0,-0.00335558868523468,0,0,0,0,0,0,0,0,0,0,0,0,0.00840523491881619,0,0,-0.00540508828342634,0,0,0,0,-0.0261041157115002,0,0
X000858.SZ,0.0396647980090484,0,0,0,0,0,0,0,0,0.35842075908091,0,0.159729070139964,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138936551090576,0,0,0,0,0,0,0,0,-0.092282297202864,0,0,0.0199435094383367,0,0,0,0,0,0,0,0,0,0.13184234579283,0,0,0,0,-0.0128920234569172,0,0,0,0,-0.0123866294812258,0,0
X000651.SZ,0,0.0378233628118959,0,0,0,0,0.194834258372421,0,0.0557958717238639,0,0,0.131506415315018,0,0,0.107478850476226,0.0789554544283714,0,0.0872675966271845,0,0,0.0815275947830518,0,0,0,0,0,0.0329830933363606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0148261586909455,0,0,0,0.0203213980221526,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.200143362405191,0,0,0,0.15222862591502,0,0,0,0.0181157150015759,0.111317073731768,0,0,0,0,0,0.10553740599437,0,0,0,0.034910655700675,-0.0839725962201677,0,0,0,0,0,0.0986424833039859,0,0.170764872661672,0,0,0,0.166643730237802,0,0,0,0,0,-0.0646764964908733,1.0842021724855e-19,0,-0.0258476416044701,0,0,0,0.0493910318233737,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107258973771746,0.206728849402067,0,0,0,0,-0.0916072921265677,0,0.0180747884137282,0,0,-0.0458679672348191,0,0,0,0,0,0.227423181714273,0,0,0,0,0,0,0,0.122166825937614,0.0240260912260871,0,0,0,0,0,0,0,0.0674171031922523,0.0325988230871504,0,-0.143117547368942,0,-0.0176222400547417,0,0,0,0,0,0
X002415.SZ,0,0.135318705616211,0,0,0,0,0,0,0,0,0,0.12723839158163,0,0,0,0,0,0,0,0.0170221279820011,0.112860506396929,0,0.539100026999879,0,0,0,0,0,0,0,0,0.266538747602357,0,0,0,0,0.0252977675421145,0.00897963197055822,0.00533165919602719,0,0,-0.0853144769419228,0,0,0,0,0,0,-0.0776803162069374,0,0,0.000350859973853022,0,0,0,0,0,0,0
X002304.SZ,0,0.047482571069946,0,0.0567757452345148,0,0,0,0,0,0.161564699139889,0,0,0,0,0.158048958368223,0,0.133774669551041,0.132849589950904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145713169396654,0,0.034211827432862,0,0,0,-0.0384460066801417,0,0,0,0,0,-0.0200822664107034,0,0.159395315153655,-0.01306707121301,0.0422860982221006,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.110022415937097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101302481314938,0,0.0515026037064308,0,0,0,0,0,0,0,0,0.0713214574598302,0,0,0,-0.0169863952133659,0,0,0,0,0.0614167941974845,0.0108233563535032,0,0.315346216545347,0,0,0,0,0,-0.00109445774328135,0.0756007693158077,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0628215659280897,0,0,0,0.0305039630797831,0,0.255579635370047,0,0,0,0,0,0,0,0.0285994308115127,0,0,0.0521527577221918,0,0,0,0,-0.131495179034967,0,0,0,0.0306207878596811,0,0.0884278530034333,0,0,0,0,0,0,0,0,0.066632620782222,0.115452650619569,0,0,0,0,0.246561270395076,0,0,0.0416203121895297,0.082240075339337,0,0,0,0,0,0
X000568.SZ,0,0.748584177754839,0,0,0,0,0.0300899815418743,0,0,0,0,0,0,0,-8.67361737988404e-19,0.046027954965923,0.0730028975412666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512447885032667,0,0,0,0,0,0,0,0,0,0,0
