,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X002008.SZ,X002241.SZ,X600487.SH,X000100.SZ,X600066.SH,X300136.SZ,X601877.SH,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X000981.SZ,X600089.SH,X002129.SZ,X600498.SH,X000596.SZ,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X300142.SZ,X600566.SH,X002179.SZ,X000661.SZ,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.513152125487609,0,0,0.0213085390396218,0,0,0,0,0,0,0,0,0,0,0,0,0.0700552401845545,0,0,0.0688036920071994,-0.0287068920654525,0,0.0734063097024091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133385885089548,0.0167405172705932,0,0,0,0,0,-0.121943053310137,0,-0.0411442770651984,0.068578685916553,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.149573024954864,0,0,0,0,0,0.100834716585715,0,0.037279446208537,0.133244286732257,0,0,0,0,0,2.16840434497101e-19,0,0,0.0463091173202027,0,0.0154613113038794,0,0,0,0,0,0,0,0,0.121317356510469,0,0,0,0,0,0,0,0,0,0,0.0460310568038755,0,0,0,0,-0.0997059417145492,0,-0.0397209956054473,0.0579951203856061,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.013965941583923,0,0,0.0413141961548759,0.121435815407209,0,0,0,0,0.349790221504775,0,0.137702341308373,0.0738979222828772,0,0,0,0,0.0886113944066085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112401955238528,0,0.0125985541169469,0,-0.020714184392773,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.143998191438629,0,0,0,0.233035526753704,0,0,0,0,0,0,0,0.011822130090492,0,0.0108314896404154,0,0,0,0,0.331881795314586,0,0,0.0666607995364265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109931278712905,0,0,0,0,0,0,0
X000651.SZ,0,0.2161641970574,0,0.168566740994106,0,0,0,0,0.0679297259096096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323689582880122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049820562356723,0,0,0,0,0,0,0,0.000523911902702378,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.380737619855636,0,0,0,0,0,0,0.160187018288612,0,0,0,0,0,0,0,0,0,0.17448657664632,0.177041996022958,0,0,0,0,0,0,0,0,0,0,0,0,0.205862128148659,0,0,0,0,0,0,0,0,0,0.188523380649517,0,-0.0899743104795694,0.126213643317439,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0793625487377435,0,0,0,0.0873143406333189,0.0660118811224067,0,0,0,0,0,0,0,-0.0781328899256754,0,0,0.0293355409928501,0,0,0,0,0.00862114846670727,0.188605418470374,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0276386727523014,0,0,0,0,0.113797185765723,0,0,0,-0.0885783489374874,0,0,-0.0320832293733111,0.0677137839772758,0,0,0,0,0,0
X002304.SZ,0.27922123674001,0,0,0,0,0,0,0,0,0,0.0619621252039407,0.346455834690086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617762162707657,0,0,0,0,0,0,0,0.0305150879289032,0,0,0,0,0,0,0,0,0,0,0,0,0.000613973051271796,0,0,0,-0.0388707437930615,0.0311916831855719,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.26038790061981,0,0,0,0,0,0,-0.0528476809662037,0,0.210923186775745,0,0,0,0,0,0,0,-0.0175670921201022,0,0,0,0,0.0154041825546049,0,0.308293410876846,0,0,0.105695193979858,0,0,0,0,0,0.317908407783839,0,0,0,0,0,0,0,0,0,0.201947787711536,0.00148512431999871,0,-0.00396281551323638,0.0136348637722658,0,0,0,0,0,0
X600690.SH,0,0.0141321993586971,0,0,0.0791484299164874,0,0.0439020374691649,0.0967382246707363,0,0,0.0314384487978562,0,0.0367441908112534,0.0271820905736544,0.0678284335571398,-0.182568288734714,0,0,0,0.0952255438040162,0.117689731123699,-1.38777878078145e-17,0.183873117947862,0,0,0,0,0,0,0.208522447512367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191284978549096,0,0,-0.00379972934820379,0,0,0,0,0,0
