,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600703.SH,X002463.SZ,X600372.SH,X600066.SH,X002236.SZ,X000977.SZ,X000921.SZ,X002241.SZ,X002028.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600584.SH,X600183.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X600177.SH,X002007.SZ,X600060.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0290582076932938,0,0,0,0.241199050972866,0,0.00597134391434313,-0.0324594058726842,0,0,0,0,0,0.0127195334649573,0,0.010334234674539,0.0512215227854036,0,0,0,0,0,0,0,0,0,0.0262019761976472,0,0,0,0,0,0,0,0,0,0.0517366932737358,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245360152611409,-0.0034414304753496,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.428063759410489,0,0,0,0,0,0,0,0,0,0,0.0564490806701249,0.236968668492274,0,0,0.00311419236409783,-0.039091063105288,0,0,0,0.0509697408024728,0,0,0,0,0,0,-0.0037698047722772,0,0,0,0,0,0.0185659753762008,0,0.0535816337449367,0,0,0,0,0,0,0,0,0,-0.0136343026010059,-0.0146049768097296,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.388422624422496,0,0,0,0,0,0.0587004932193307,0,-0.0490968555605917,0,0,0.0579097496004392,0,0,0,0,-0.128990284370518,0,0,0,-0.0514250596040501,0,0.165284097566228,0,0,0,-0.0155804927842022,0,0,0,0,0,0,0,0,-0.0179795327808635,0,0,0,0.0237317067238236,0,0,0,0.0933240137142153,0,-0.0836558854840151,-3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0600740336285993,0,0.0709292256377211,0,0,0,0,0,0,0,0,0,0.112487000772127,0,0,0,0,0,-0.0232518722575431,0,0,0,0,0.145893400989899,0,0,0,0,0,0.0679843982814526,0,0,0.0328760793585551,0.0187016232822199,0,0,0.124436204767365,0,0,0,0,0,0,0,0,-0.00534954113018821,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356465183038295,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.18384924325973,0,0,0,0,0,0,0,0.256027621402079,0.29780109707849,0,0,0,0.0195562977535719,-0.219182212108121,2.16840434497101e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.174203830434483,0,0,0,0,0,0,0,-0.0161259599702568,0,0,0.0764803036964688,0,0,0,0,0.00786881200712729,0,0,-0.135655860403919,0,-0.0339841692665625,0,0,0.19668029709799,0,0,0,0,0.0387314011440169,0,0,0.0884612614580898,0,0,0,0,0,0.0139132969728159,0,0,0.0889819890421984,0,0,-0.0208622152505676,0,-0.0859853211909194,0,0,0,0,0
X000568.SZ,0,0.762033711224475,0.368593536309663,0,0,0,0,0,-0.0404512388638452,0,0,0,0,0,0,0.0536167307855304,0,0,0,0,0.0409902881815532,0.0911085607511048,0,0,0.0691408881640735,0,-0.169099879115392,0.0503421208651218,0,0,0,0,0,-0.0593014609323499,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247941987950637,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.130472125672747,0.321860537008005,0.119914595965835,0,0,0,0.0242017356223342,0,0,0,0.0459916680700049,-0.124698305184184,0,0,0,0,0.0726699420533828,0,0,0,0.276389137481556,0,0,0,0,0,0,0.16334975873554,0,0,0,0,0,0,0,0,-0.192778432613476,0,0,0,0,0,0,0,0,0,0,0,-0.000539469034835135,0.0808295665093616,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0139332125465444,0,0,0,0,-0.0513167663310508,0,0,0,0,0,-0.074375758511078,0.0415752298978813,0,0.356698591353282,0,0.11009468468829,-0.0186678113447788,0,0,0,0,0,0.239792484191382,0,0,0,0,0,0,0.0649647551403475,0,0,0,0,0.235660007411723,0,0,0,0,0,0,0,0.0256781198050966,-0.277848927468399,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.271641052388531,0,-0.096786341658839,0,0,0,0,0,0,0,0,0,0,0.225398449927891,0,0.147558680677016,0.133282713969461,0,0,0,0,0.0712679700475805,4.33680868994202e-19,-0.0823825184690525,0,0.158264537030764,0,0,0,0,0.0266605372123096,0,-0.0397949447305062,0,0,-0.261058190637233,0,0,0,0.177687282647639,0,0,0,0,0.124963033214434,-0.0917641579493788,-0.0119816299249932,0,0,0,0,0,0
