,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600089.SH,X002241.SZ,X600741.SH,X000100.SZ,X600118.SH,X600703.SH,X601877.SH,X000568.SZ,X600271.SH,X000581.SZ,X000623.SZ,X600066.SH,X002236.SZ,X000550.SZ,X000800.SZ,X000869.SZ,X000559.SZ,X300124.SZ,X002475.SZ,X002294.SZ,X600177.SH,X600839.SH,X002129.SZ,X000050.SZ,X000400.SZ,X002456.SZ,X002465.SZ,X600809.SH,X000977.SZ,X002007.SZ,X600252.SH,X300003.SZ,X002292.SZ,X600435.SH,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.00795176116046374,0,0,0,0,0.238824591976,0.116508686315031,0,0,0,0,0,0,0,0,0.409974665161621,0,0,0,0.0284674848532127,0,-0.176039888523363,0,0.0266011464928085,0,0,0,0,0.0321580505163868,0,0,0,0,0.0222605113575135,0,0,-0.0982657909121238,0,0,0,0,0,0,0,0,0,0.0145410438161243,0.099240519952818,0,-0.0421924227749322,-0.00704285307718552,-0.00952003848889748,0,0,0,0,0
X600519.SH,0,0,0.0348536166165783,0.035830209286684,0,0.272126648298878,0,0,0,0,0.32088195515277,0,0,0.0048764768711837,0,0,0,0,0,0,0.0944349156017967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770577492108095,0,-0.0966180663380738,0,0,0,0,0,0,-0.111732737095928,0,0,0,0,0,0,-0.014412812459507,-0.123191994133806,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.149214373329847,0,0,0,0,0,0,0,0,0,0,0.312017940930833,0.113161248234964,0,0,0.0781166801214988,0.149302248242429,0,0.127966852785314,0,0,0,0,0,0,0,0,0,0.0835285000259663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257620489985217,-0.00850194682419451,-0.0323738237884217,0,0,0,0,0
X000651.SZ,0.00973678357070707,0,0.111545839809571,0,0,0,0,0,0,0,0.121766975214146,0,0,0,0,0,0.227975361100963,0,0,0,0,0.222616801037817,0,0,0,0.131303464163117,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283720645997675,0,0,0,0,0,0,-0.0556330567671334,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0128001100167094,0,0,0,0.0683362136371607,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0232793146796273,0,0,0,0,0,-0.0450513342773018,0.199877444225553,0.177650272875201,0,0,0.13833165370344,0,0,0,0,0,0,0,0.195339201295569,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311204016021329,0,-0.0131928746438708,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.250024625357544,0,0.018640643143584,0,0,0,0,0.0383897708621075,0,0,0,0,0.286655709286952,0,0,0,0,0,0,-0.131570874407728,0,-0.208483925351514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435232932761865,0,0,0,0.0611601287122349,0,0,0,0,0.00445009995547202,0.00398480938087594,0.0578253181864031,0,0,0,0,0
X000858.SZ,0,0.0861076352867687,0,0.0874572591903282,0,0.0175130343761077,0,0,0,0,0,0,0,0,0,0,0,0.136377298734134,0.0615902276577112,0,0,0,0.0850819588686034,0,0,0,0,0,0,0,0.00832141858185118,0,0,0,0,0,0,0,0,0,0,0,0.033369592434195,0,0,0,0,0,-0.061650393391522,0,0,4.33680868994202e-19,-0.0088261946840351,0,0,0,0.0221663882620836,0,0
X000625.SZ,0.28137975478593,0,0,0,0,0,0,0,0,0.132067918705389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265804866787181,0,0.126259227691393,0,0.109614523746484,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541217165400133,0,0,0.00601326974375073,0,0,0,-0.0325480501420062,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.00451809167020152,0.157820702493915,0,0,0,0.851041156370266,0,0,0,0,0,0,0,0,0,0.077501700324964,0.0273824130935806,0.111524037234622,0,0,0,0,0,0,0,0.0113636773328869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970770076217768,0,0,0,0,0,0
X000063.SZ,0.184608276404259,0,0,0,0,0.029944788582632,0,0,0.0174749906976863,0,0,0,0,0,0,0,0,0,0,0,0.168173588674026,0,0,0,0,0,0,0,0,0,0,0.0541350315621977,0,0,0,0.158481684778711,0.0225684796077377,0,0,0,0,0,0.00252960483152069,0,0.0406722418187576,0,0.0494144869733313,0,0,0,0,0,0.000539047939680298,0,-0.0213165039442949,0,0,0,0
X600690.SH,0,0.209668339494014,0,0.332302778951453,0,0,0,0,0,0,0,0,0.196038036801318,0,0,0,0,0,0.0348844658114867,0.117318254475825,0,0,0,-0.100535021638956,0,0,0,0,0,0,0,0,0,-0.0633702906535101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018628924843592,0,0,0,0,0,0
