,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X002241.SZ,X600703.SH,X300014.SZ,X000596.SZ,X000625.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X600584.SH,X300142.SZ,X601877.SH,X002236.SZ,X002129.SZ,X002179.SZ,X600183.SH,X000157.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X601799.SH,X002414.SZ,X002008.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002508.SZ,X002456.SZ,X600118.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217792794209292,0,-0.0504041693015972,0,0,0.029188343942824,0,0,0,0.341251145705177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11290666247494,0,0,0,0,0,0,-0.0944038595360492,0,0,0,0.0503918041727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351554229076235,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.14837017658056,0.0209880659554101,0.27097112295641,0,0,0.0602780806991789,0,0,0,0,0,-0.0852192191765421,0,0,0,0.0834239762767353,0.117150321813507,0,0,0,-0.0279766529604751,0,0,0,0,0.00629170822606895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213952997068497,0,0,0,0,0.00123508943934769,0,0
X600276.SH,0.0653181121862691,0,0,0,0,0,0,0,0,0,0.165717917107098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405018955332444,0,0.0759311489948046,0,0.107932145923611,0,0,-0.130304697356206,0,0,0,0,0,0.0474935840819727,0,0,0.0719789322002464,0,0,0,-0.0156886312167802,0,0,0,0,0,0,0,0,0,-0.0142325352880937,0,0
X002415.SZ,0,0,0,0,0,0.165778412255895,0,0,0,0,0.0719249671589704,0.121381959262661,0,0,0,-0.0600049655728133,0,0,0,0,0,0,0,0,0,0.0124536985104419,0,0,0,0,0.242091899056711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105618622633376,0,-0.0129079554746368,-0.0260428725291803,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.116909726611193,0,0,-0.0663108981100873,0,0,0,0,0,0,0,0.000855173243740834,0,0,0,0,0,0.0560606048889868,0,0,0,0.11787228086742,0,0,0,0,0,0,0,0.0496082269606208,0,0,0,0,0,0,0,0.0801824859501484,0,0,0,-0.0163047145172998,0,0,0,-0.0181914275171827,0,0
X002475.SZ,0,0,0,0,0.06672588407213,0,0,-0.0888906560991567,0,0,0,0,0,0,0,0,0,0,0.324455162289606,0,0,0.0154142574236355,-0.00506688743400992,0,0.0373292540869498,0,0,0,0,0.0950327222290848,0.0689329473315731,0,0,0,0,0,0,0,0.083033636182395,0,0.195509858641142,0,0.190040171784043,0,0,0,0,0.056729363651614,0,0,0,0.0314614715498355,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0603832443700298,0,0,0,0,0.219233493409626,0,0,0,0.0881494618493602,0,-0.0850243725156033,0.0733657256722242,0.237375932019174,0,0.143901491214522,0.0358308628701369,0,0,0,0,-0.0295836079999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0276975003971954,0,0,0,0,-0.0581442838971591,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.50506509678388,0,0,0,0,0,0,0,0,0,0.0784809448633081,0,0.0398791425627131,0.186450694987752,-0.195818980800926,0,0,0,0,0,0,0,0,0.0106943145949598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690383298511827,0,0,0,0,0,-0.0234666949830181,0.127368867414398,0,0,0,0.0106962885134231,0,0
X002304.SZ,0,0,0,0,0,0,0,0.225651784468969,0,0,0.042087206500979,0,0,0,0,0,0,0,0.0923549702581063,0,0.194490431339323,0.0696792833904243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343523826769468,0,0,0.0260338674281143,0,0,0,-0.0418062849267292,0,0.0160975977265035,0,0,0,0,-0.0027943950189725,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0375653408931999,0,0,0,0.297175584758909,0.391830830011564,0,0,0,0,0.0256314728262537,0,0,0.0926064141897286,0,0,0,0,0,0,0,0.0764513970370836,0,0,0,0,0,-0.00794799327252474,0,0,0,0,0,0,0,0,0,0,-0.0815198813007992,0,0,0.0996495152994268,-0.0151106938719134,0,0,0,0.030873123483536,0,0
X600809.SH,0.250662680016605,0,0,0.0771454412413553,0,0,0,0.224971520214166,0,0,0,0,0,0,0,-0.0175559960842534,0,0,0,0,0,0,-0.0581550549432369,0,0,0,0.0201576736782101,0,0,0,0,0,0.0766411262190346,-0.0667110687106041,0,0,0,0,0.184951456986461,0,0,-0.0849804761317448,0,0,0,0,0,0,0,0,0,-0.0011929904072632,0.0479748646135036,0,0,0,0.0182043449254626,0,0
