,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000625.SZ,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X600089.SH,X002236.SZ,X000559.SZ,X600741.SH,X000338.SZ,X600372.SH,X002241.SZ,X002475.SZ,X000066.SZ,X000568.SZ,X002292.SZ,X600177.SH,X000016.SZ,X600839.SH,X300124.SZ,X600312.SH,X002294.SZ,X002465.SZ,X300003.SZ,X600525.SH,X000800.SZ,X600867.SH,X000869.SZ,X002074.SZ,X600582.SH,X002129.SZ,X000977.SZ,X000581.SZ,X000550.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127796458392188,0,0,0,0,0.244668762928134,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.11898011155594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396036172980579,0,0,0.129402774272259,0,0,0,0.00354982256322526,0.0494909330472432,0,-0.0169934109503761,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.236684656023504,0,0.0892943890304938,0,0,0,0,0.222648647255049,0,0,0,0,0,0,0,0,0,0.103321784464533,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0384828826033636,0,0,0,0,0,0,0,0.116425328393351,0,0,-0.0463304433199263,0,0.0648775486367347,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.12213759760859,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0828088543180217,0,0,0,0.0361034166219004,0,0,0.13176180768457,0,0,0.25189830316461,0.00881402300422036,0,0,0,0.0853532258046829,0,0,0,0,0,0.0992438744532819,0,0,0.000946982197414628,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.215812438639183,0,0,0,0,0,0,0.0651232589630388,0,0,0.326408116466093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435117912188339,0,0,0.0911937593680696,0.0342287411265631,0,0.00315477055769684,0,-0.0159442237032619,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00786187884496933,0.177739280094157,0.307447875018235,0,0,0,0,0,0,0,-0.0361502748592487,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.302360986328294,0,0,0,0.1011984142821,0,0,0,0,-0.150376248864641,0.0271303239255902,1.38777878078145e-17,0,0.0514272547520289,-0.02737241125536,0,0,0,0,0,0,0,0,-0.0266289216858634,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0417484667276651,0,0.113418529261965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316415122015303,0,0,0,0.234645803498692,0,0,0,0,0,0,0.0132802109482988,0,0,0,0,0,0.000431100339838356,0,0.0123649685032233,0,0,0,-0.00580452787147365,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0283290211481583,0,0,0,0,0,0,0,0,0,0,0,0,0.0734232246085474,0.153942149520199,0,0,0.374805058824292,0,0,-0.0473889741437139,0,0,0,0,0,0,0,0,0,0,0,0,0.0285947726209835,0,0,0,0,0,-0.0721600560925747,0,0,0.14385297056643,0,0,0.0123301448964753,0,0.0142109478637208,0,0,0,0,0
X002304.SZ,0,0.33419322089607,0,0,0.192588571152152,0,0,0,0,0,0,0,0,-0.0208114391752844,0,0,0,0,0,0,0,0.128994546070261,0,0,0,0,0,0.0226039471622648,0,0,0,0,0.1405799780758,0,0,0,0,0,0,0.0108732333675537,0,0.0387819175022171,0,0,0,0,0,0,0,0,0.0357513828869335,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.00575766159619892,0,0,0,0,0,-1.73472347597681e-18,0.0351944582159554,0.351785984112214,0,0.294707797113823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404884469612896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179281174683691,-0.0182850783573885,0,0,0,0,0,0
X600690.SH,0,0,0,0.0323103048476344,0,0,0,0,0,0,0.284062323009739,0.0421171356781141,0,0,0,0,0,0,0,0,0,0.119889973031411,0,0,0,0,0,0.095049062558843,0,0,0,0,0.103418082305586,0,0,0,0,0,0.0852583729333904,0,0,0.0276918247811179,0,0,0,0,0,0,0,0,0.0221766995688254,0,0,0,0,0,0
