,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000063.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600372.SH,X000977.SZ,X600584.SH,X002028.SZ,X600522.SH,X002236.SZ,X000921.SZ,X600741.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X600487.SH,X002223.SZ,X000800.SZ,X002129.SZ,X002180.SZ,X600418.SH,X002156.SZ,X600060.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0466705742720369,0,0,0,0.24294753755151,0,0,0.213975353269221,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,-0.052916161668532,0,0,0,0,-0.0729845607829717,0,0,0,-0.0139266424251393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504779469275531,0.0593306511525372,0,-0.0109899525844994,0,-0.0293807068568232,-0.00373556754885804,0,0,0,0.00273018157847122,0,0
X000858.SZ,0.190243111925035,0,0,0,0,0,0,0,0.455651258967777,0,0,0,0.0426195942689629,0,0,0,0,0,0.0369777875084249,0,0,0,0,0,0,-0.0126526234261772,0,0,0,0,0,0,0,0,0,0,0.0882172105656709,0,0,0,0.0269344492071327,0,0,0,0,0,0,0.0721730997212022,0,0.00123553366802791,0,-0.0440156874789732,-0.0387390030554686,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0328090490124518,0,0.0956705061388694,0,0,0,0,0,0,-0.150534577822867,0,0,0,0,0,0,0,0.0681581414124801,0,0,0,0,0,0,0,0,0.021803216459879,0,0,0,0.0715995889961106,0,0,0.0491979792994032,0.0640050068434682,0,0,0,0,0,0.0958843011379382,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.149745327466397,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0939410794783023,0,0,0,0,0,-0.0123396537076554,0,0,0,0,0,0,0,0.0320219175578266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122546075410986,0.221015720393596,0,0,0.0198529293037045,0,0,0,0,0,0,-0.143310716215394,0,0,0,0,0,0.0315929792149822,0.0256730629636893,0,0,0,0.146306877355912,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265317846536272,0,0,0,0,0,0.097609689875675,0,0.00593834758070796,0,0.223779426067994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110980018164473,0.107106714292736,0,0,0,0.0353335801651732,0.0183017497133715,-0.0531254860317532,0,0,-0.0230402129736865,0,0
X600809.SH,0.0553990692762061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142431811255138,0,-0.0503901530158424,0,0.301823422002295,0.00863445948520095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672206092644938,0,0.0120064232043548,0,0,0,1.73472347597681e-18,0.00233755343657235,0,0,0,0.0460472199741437,0,0
X600276.SH,0,0,0,-0.0758810928667685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204137450428561,0,0,0,0,0,0,0,0,-0.0464977457839055,0,0,0,0.253044457502966,0,0,0,0.0995918332761972,0,0,0,0,0,0,0,0.0898590697171285,0,0,0,0,0,-0.0173198113819626,0,-0.248696589052948,0,0,0,0,0
X000651.SZ,0,0,0,0.165621027916288,0,0,0,0,0.103284038087439,0,0,0,0,-0.136079629988698,0.0767654504490194,0,0,0,0,0,0,0.0722598199841861,0,0,0.266886736381387,0.0876449311220933,-0.0147618489296609,0,0,0,0,0,0,0,0,0.0772070990664638,0,0,0,0,0,0,0,0,-0.075389702471366,0,0,0,0.0611383770130742,-0.0539405277906779,0,0,-0.0158204959172972,0.0777317246162506,0,0,-0.0333269899188169,0,0
X000568.SZ,0,0.750824927173424,0,0,0,0,0,0,0,0,0.0116790398780405,0,0,0.0433490024899911,0,0,0,0,0,0.271316071693054,0,0,0,0,0,0,0,0,0.06122917039402,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845192546722731,0,0,0,-0.0797877707312444,0,0,0,0.142373654846286,0,-0.00720098084505071,-0.0422286060881643,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0162632651780815,0,0,0,0,0,0,0,0,0,0,0,0,-0.261160200010536,0,0,0,0,0,0,0,-0.0203697669034648,0.116684580037832,0.0448922470308443,0,0,0,0,-0.0516730993509579,0,0,0,0,0,0,0,-0.00634851438813352,0.0222636017565902,0,0,0,0.0128369166162494,-0.0368232467667799,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0.0923392688196757,0,0,0,0,-0.0698684545920425,0,0,0,0,0,0,0,0,0,0,0,0,0.238408662063819,0,0,0,0,0,0,0,8.67361737988404e-19,0.404383452404571,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937867532038198,0,0,0,0,-0.0514211171804033,0,0,0.211922216789557,0,0,0,-0.125892891093258,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867006550653263,0,0,0,0,0,0,0,0.0114920511327451,0,0,0,0,0,0,0,0,-0.0199234394173121,0,0,0,0,0,0,0,-0.0430182893930938,0,0,0,0,0,0.0021061782432399,0,0.0236815000196816,0,0,0.0938781229540633,0,-0.0451289673131842,0.0355499033738143,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0288597153786337,0,0,-0.0416951147249652,0,0,0,0.0831050996029912,0,0,0,0,0,0,0,0.4648407847951,0,0,0,0,0.0110742741821365,0,0,0,0.211501977943482,0,0,0,0,0,0,-0.112975262475362,0,0,0,0,0,0,-0.0296258401737578,0.0070663411080547,0,-0.0585326202521786,0,0.124598650777477,0,0,0,0,0,0,0.0060789741024201,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827982381147663,0.223675986381708,-0.341917406040195,0.220894421195968,0,0,0,0,0,0,0,0,0,0,0,0,0.0650102145556827,0,0.777911933240362,0,0,0,0,-0.0397617990195527,0.152611953625437,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.171670125417498,0,0,0,0.20779862524228,0,-0.0457599116083109,0,0,0,0,0,0.115952046539068,0,0,0,0,0,0.0522145486343822,0,0.260006758857381,0,0,0,-0.0554168048496937,0,0.013631786390889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156569884001123,0.0210026507739643,0,0,0,0,0,0.112331428211074,0.047225080553927,0,0,0,0.148905640504006,0,0
X600031.SH,0,0,0,0,0.0119394831934261,0,0,0,0,0,0,0,0.0560026371813991,0.0893303796303902,0,0,0.194538167206345,0,0,0,0,0,0,0,0,0.583835067647863,0,0,0,-0.107972290480195,-0.0157083786287756,0,0,0,0,0,0,-0.0729133795999341,0,0,0,0,0,0,0.063053955621992,0,0,0,0,0.00385885569036292,0,-0.0413504584708068,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.116446301311595,0,-0.0217615551926538,0,0,0,0,0,0,0.0123371757302025,0,0,0,0,0,0.0879976584006855,0,0,0.082680722536243,0,0,0,0.0326003866681469,0,0,0,0.0526223363227338,0,0,0,0,0,0,0,-0.0273656127248834,0.212625138519509,0,0.111789957198018,0,-0.0237486242125147,0,0,0,0,0,-0.0157250859040145,0.0143201983797841,-0.312000805634926,0,0,0,0,0
X000063.SZ,0,0,0,0.0529292203210485,0,0,0,0,0,0,0,0,0,0,0,0,0.0169771798198467,0,0,0,0.0490282354713415,0.0665395783381257,0,0.0262124795706264,0,0,0.0769806452353928,0,0,0.0996807131796041,0,0,0,0,0.223645654791294,0,0,0.0196132221766863,0,0,0,0,0,0,0.0111138521172126,0,-0.0273644845192123,0,0,0,0.0390969230439491,0.0395639480100064,0.00463402781417298,-0.0947781166904567,0,0,0,0,0
X002304.SZ,0,0.459930228928988,0.113940688207265,0,0.0856261103868768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358610844513431,0,0,0,0,0,0,-0.00785966896207447,0.0140113157900732,0,0,0,-0.147434018404635,0,0,0.289804310056512,0,0,0,0,0,0,0,0,0,0,0.0232648889164019,0,0,0,0,0,-0.146612357685171,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.287994882356958,0,0,0.36988163681747,0,0,0,0,0.0143278649291442,0,0,0,0,0,0,0.146111285449349,0,0,0,0,0,0,0,0,0,0,0.07783665123006,0,0,0,0.0630985979913573,0,0,0,0,0,0,0,0,0,0,0,0.0531058558815284,0,0,0,0,0.0466908715692158,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588629564538792,0,0,0.158518297128438,-0.0025133450507567,0,0,0.137585513115879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846762655380668,0,0,0.39368494418797,0,0,0,0,0.248944165506374,0,0,0,-0.0518983951773617,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0234326450910793,0,0,0,0,0.373528291061182,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460019974062651,0,0.0121068277378963,0,0,0,0,0.151692252059939,0,0,0,0,0,0,0,0,0,0,0.0761477592996905,0,0.0173373989256657,0,-0.464864838901412,0,0.0380980240388845,0,0,0,-0.0504704902923855,0,0
