,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000568.SZ,X000063.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002008.SZ,X002236.SZ,X601877.SH,X002456.SZ,X300124.SZ,X600487.SH,X600809.SH,X600867.SH,X000596.SZ,X000100.SZ,X000661.SZ,X000977.SZ,X000625.SZ,X600498.SH,X600066.SH,X600566.SH,X002179.SZ,X002294.SZ,X300142.SZ,X000157.SZ,X300136.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X300146.SZ,X002049.SZ,X600522.SH,X000050.SZ,X002241.SZ,X000869.SZ,X600779.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.386739343379951,0,0,0,0,0,0,0,0.0345112548561054,0,0,0,0.0424198133338643,0,0,0,0,0,0,0,0,0,0,0,0.0573560443917696,0,0,0,0,0,0,0,0,0,0.0668760309050983,0,0,0,0,0,0,0,0.0598911181908111,0,0,0,0,0.00425776546855108,-0.000313946035993774,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0241290528512731,0,0,0.016177155071425,0.437695205117821,0,0,0,0.0108444691264745,0,0,0,0,0,0,0,0,0,0,0,0,-0.00438422838914136,0,0,0,0,0,0,0,-0.0654123912746044,0.0785818981016483,0,0,0,-0.0336415714648151,0,0,0,0,0,0.163603472238657,0.00672880637767724,0.0189463661089631,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0643170254162611,0.0172007077285936,0,0,0,0,0,-0.0599701391672593,0,0,0.0159694536436577,0,0,0.213742860304729,0,0,0,0,0,0,0,0,0,0,0,0.127718351675722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120973716379278,0.25728934860661,0,0.00100643725080381,0.0178279693583719,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535668964715735,0,0,0.110338642980275,0,0.368186158693552,0,0,0,0,0.00297249580620983,0,0.225318606974822,0,0,0,0,0,0,0.0928881256852661,0,0,0,0,0,0,0,0.0623148213091183,0.0202504000089538,0.0248443867279401,0,0,0,0,0,0
X000858.SZ,0.103785592115193,0,0,0,0,0,0.31025980036558,0,0.177296198495872,0,0,0,0.0219276553795667,-0.0286237490591564,0,0,0,0,0,0.119173790804451,0,0,0,0,0,0,0.0515714844558446,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111453308319039,0.00799326323814158,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0290289158754693,0,0,0,0,0,0.0301642584474669,0.0695025338760411,0,0,0.112777188412853,0.0322258466795852,0,0,0.106752508732197,0,0,0,0.0563331988849646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107399147136107,0,0.0158140922182449,0.0191433173834454,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0159561422599278,0,0,0,0,0,0,0,0.143640266909443,-0.0396861452308521,0,0,0,0,0,0,0,0,0,0,0.276379616058304,0,0,0,0,0,0,0,0,0,0,0.330278809167506,0,0,0,0,0,0,-0.0866569049494013,0,0,0,0,0,0.0956163744609761,0,0,0.0289455989461053,0.0463932864673993,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727864757771202,0,0,0,0,0,0,0,0,0,0.0670350512779794,0,0.035985595567798,0,0,0,0,0,0,0,0,0,0,0,0.216311830990495,-0.155021080627206,0.105157126532163,0.250550724461684,0,0,0,0,0.0597141550099662,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.182768772358836,0,0,0,0.208833275366504,0,0,0,-0.0237365305388158,0,0,0,0,0,0.0114224797455239,0,0,0,0,0,0.142884351552927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280721677571239,0,0.236702205944369,0,0.0170498242514367,0.0430863322125305,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0139144763683294,0.0143747959483166,0.0323866175591263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414249342713694,0,0.607175274435207,0,0,0,0,0,0,0,0,0,0,0.0842211228397722,0,0,0,0,0,0,0,0.163999970396637,0,0.0461080986273792,0,0,0,0,0,0,0,0,0.00950749038611111,-2.16840434497101e-19,0,0,0,0,0,0
