,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X601877.SH,X600066.SH,X002008.SZ,X000100.SZ,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600487.SH,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X300136.SZ,X000157.SZ,X600089.SH,X000981.SZ,X600177.SH,X000050.SZ,X600566.SH,X000596.SZ,X002085.SZ,X600707.SH,X600498.SH,X002180.SZ,X000661.SZ,X002179.SZ,X300142.SZ,X600699.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.139856884004,0,0,0.62417924256792,0,0,0,0,0,0.0250644027521015,0,0,-0.0607629397558875,0,0,-0.0218028659925727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141934621859623,0,0,0,0,0,0,0.0824967274267521,0,0,0,-0.00877575382311757,0.0176679362218277,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.196946567819887,-0.19383324000421,0.344371563656131,0,0.0737329805157091,0,0,0.217607058094394,0,0,0,-0.0328105846943142,0.0969642690163883,0,0,0,0,0,0,0,0.00145008098431848,0,0,0,0,0,-0.0294812978255213,0,0,0,0,0,0,0,0,0,0,0,0.0848140476603351,0,0.00233877982191734,0,0,0,-0.0162147324414341,0.00960338696709724,0.183472425606547,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0418604211020456,0,0,0.21364443018968,0,0,0.197056187789169,0,0,0,0,0.280191600902038,0,0,0,0,0,0.145278040198099,0,0,0,0,0,0.0683594092913391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021712910455008,0.00970491122410353,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.512545993692217,0,0,0,0.0613644478885392,0.0558936122031965,0,0,0,0,0,0.0950836206916387,0.0925882938395606,0,0,-0.0717455895171227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135383917350544,0,0,0,0.0113383520938886,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0.237164712997841,0,0,0.43313105539147,0,0,0,0,0,0,0,0,0.339238613957728,0.0405651406396205,-0.0219092841743368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127594306467035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689597970042362,0,0,0,0,0,0,0
X600276.SH,0,0,0.0219095812484615,0,0,0,0.0373163161679102,0,0,0,0.240957289133193,0,0,0,0,0,0,0,-0.0236630026085234,-0.080119392940514,0,0,0,0.0641532170690269,0,0.309444357401646,0,0.0544773930391428,0,0.0576775581077736,0,0,0,0,0,0,0,0,0,0,0.0454378936650629,0,0,0,0,0.0418935451340837,0,0,-0.0227524483427776,0,0,-0.0184122747753468,0.0286935135331211,0.0820122975857549,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.492509696298799,0.152796548616883,0,-0.040725761923417,0,-0.0149249079382805,0,0,0,0,0,0,0,0,0,0.0790128328626247,0,0,0.0983299989595557,0,0,0,0,0,0,0.0105321393417641,0,0,0,0,0.155434498581083,0,0,0,0,0.1732444855083,0,0,0,0,0,0,0,-0.0682917820778068,0.0852138677867855,0,0,0,0,0,0
X002304.SZ,0.344263938380632,0,0,0,0.0749304124902647,0,0,0,0,0,0.0253082405071097,0.153722955784732,0.148549424183386,0,0,0,0,0,0,0,0,0,-0.114570847003628,0,0,0.233746780340519,0,0,0,0,0,-0.0200210353380762,0,0,0,0,0,0,0,0,0.0619719669819453,0,0,0,0,0,0,0,0,0,0,-0.0126837054514271,0.016944998770983,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.308746130017297,0,0,0,0,0,0,-0.0230942390393017,0,0,0,0,0,0.0753203451741821,0,0.107019948969259,0,0,0,0,0,0.161434158423293,0.104800325586904,0,0.06628981194774,0.332184862912557,0,0,0,0,0,0,0,0.11880331067516,0,0.16733525701737,0,0.311800929723874,0,0.0497737557972147,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.449372961495283,0.0927625115169888,0.00927216816193387,0,0,0,0,0,0,0,0,0,0.0637861504224274,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0281907433371223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133010148877836,0.00950680432565604,0.137769568945236,0,0,0,0,0.00828112035054577,0,0,0,0,0,0
