,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X600118.SH,X000100.SZ,X600703.SH,X601877.SH,X000623.SZ,X000581.SZ,X000568.SZ,X000559.SZ,X600271.SH,X002236.SZ,X600066.SH,X000800.SZ,X000550.SZ,X600177.SH,X002475.SZ,X300124.SZ,X002294.SZ,X000050.SZ,X600839.SH,X000869.SZ,X002465.SZ,X002456.SZ,X002129.SZ,X000400.SZ,X300003.SZ,X002007.SZ,X000977.SZ,X002292.SZ,X600252.SH,X600809.SH,X600435.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.180747748728676,0,0,0.0903895178389331,0,0,0,0,0,0,0.472738891977306,0,0,0,0,0,0,0,0,0,0,-0.10672902591495,0,0.212181844462442,0,0,0,0,-0.118172013778362,0,0,0.0524393732832096,0.0353509896297361,0,0,0,0,0,0.137702379354378,0,0,0,0.0545301802025277,0,0,0,-0.0189414809695887,0.0359550251415128,0,0,0,-0.0214451935333113,0,0
X600519.SH,0,0,0.0197347218811997,0,0,0,0.430454107043167,0.157075613554771,0,0,0.238353921740813,0,0,0,0,0,0,0,0,0,0.269193059212158,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212784127375871,-0.0302378488308695,0,0,0,0,0,0,0,0,0,-0.106405454199201,0,0,0,0,0.0260148691430479,-0.0179229044824716,-0.024934825574949,0,0,-0.0350525899880621,0,0
X000725.SZ,0,0,0,0,0,0.113649298317033,0,0,0,0,0,0,0,0,0,0,0,0,0.108498148082008,0.326163943959254,0,0,0.106857966136769,0,0.0123137695619395,0,0.173837778567607,0,0,0,0,0.137282133948793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342260089744197,0,0,0,0,0,0,0
X000651.SZ,0,0,0.127129360296672,0,0,0,0,0,0,0,0.180021537551898,0,0.0743720374472139,0,0,0,0,0.31983620064808,0,0,0,0.130762647108074,0,0,0,0,0,0,0,0,0,0.186809880934018,0,0,0,0,0,0,0,0,0.0485349422988125,0,0,0.0428486052973834,0,0,0,0,0,0,0,-0.0197848548234997,0,0,0,0,0,0,0
X002415.SZ,0,0,-1.2897114205533e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00489577977662939,0,0,0,0,0,0,0,0.035700365256573,0,0,0,0,0.0624137463710795,0,0.217354049122365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00732875216736424,-0.0152863343431622,-0.274506435897856,0,0,0,0,0
X000625.SZ,0.399789302591322,0,0,0,0.0252264936348245,0,0,0,0,0.0938471103700494,0,0,0,0,0,0,0.0155250867309633,0,0.0134815718366323,0,0,0,0.0761035598054361,0,0,0,6.93889390390723e-18,0.068610531807719,0,0.0550755037896362,0,0,0,0,0,0,0,0,0.105405179481641,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0280001099408686,0,0,0,0,0,0
X000858.SZ,0,0.0134207074545826,0,0,0,0,0,0.0676149837726435,0.012415222812487,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0135065677876154,0,0,0,0,0.0248705141955579,0,0,0,0,0,0,0,0,0.00997489898164133,0,0.022475431916982,0,0.0113819357673898,0,0,0,0,0,0,0,0,0,0.0321447226062359,0,0,0,-0.0352702717340407,0.0259607219077281,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0273706281992852,0,0,0,0,0,0,0,0,0,0.178927702708345,0,0,-0.0193886953506433,0,0,0,0,-0.0673635878357081,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352579049025449,0,0.202608615721146,0,0.0141868221644612,0.0194660448375449,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0362731305514877,0.113811746190918,0,0,0.569623879188131,0,0,0,0,0,0.0234681581001268,0,0,0.0485256102697461,0.0774185470658911,0,0,0,0,0.304119999486684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388452046039772,0,0,0,0,0,0,0
X000063.SZ,0.190934602811394,0,-3.46944695195361e-18,0,0,0,0,0,0.0197782082879721,0,0,0,0,0,0,0,0,0,0,0,0.102799443999137,0,0,0,0,0,0,0,0,0,0,0.11492069463961,0,0,0,0,0.00470249861144633,0,0,0,0,0,0,0.0655921717997189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.287760504963434,0,0.280725712684148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0.231230664184291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558421685867052,0,0.0629925626576393,0,0,0.0250567800857549,0,0,0,0,0,0,0,0,0,0,0,0,0.0114790027895718,0.0742390497767791,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.244368343797165,0,-0.050586821738526,0,0,0,0,0,0,0,0,0,0,0.0292574983000723,0,-0.0576636097335662,0,0,0.0459589041656755,0,0,0,0,0,0,0,0,0.0242367503914292,0,0,0,0,0,0,0,0,0.199038512800744,0,0,0,0,0,0,0,0,0.0149538175101057,0,0,0,-0.0846938060694145,0,0
X000338.SZ,0,0,0,0.0406397117388927,0,0,0,0,0,0,0.0857030884750008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326919518780112,0,0,0,0,0,0,0,0,0,0,0,0,-0.106429804663209,0,0.187948844320965,0,0,0,0,0,0,-0.0251960638440116,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.129968738821079,0,0,0,0,0,0,0.0471000061479823,0.0809495331269106,0,0,0.0522801708140694,0,0,0,0,0,0,0.147988586925732,0,0,0,0,0,0,0.0264970731105804,0,0,0.0631556804517499,0,0,0,0,0,0,0.0327016693407037,0.0442856366277925,0,0,0,0,0,0,-0.0175811549160965,-1.32238615656961e-06,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0.194052844510602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219406879465422,0,0,0,0,-0.0489662327080509,0,0,0,0,0,0,0,0,0,-0.0211471385851579,0.230253750185755,0,0.0526850178218511,0,0,-0.168358070703148,0,0,0,0,0.226495924546988,0,0,-0.0315427256958884,0.0490306450656688,0,0,0,0,0,0
X600741.SH,0.0820109214404158,0,0,0,0.0207792281098639,0,0,0,0.0460048179019428,0,0,0,0,0,0,0,0.101668177460317,0,0,0,0,0,0.0659917550075264,0,0,0.11997833226075,0,0,0,0,0,0.0729099574011844,0,0,0,0,0.056808536753709,0,0,0,0,0,0,0,0.106413981503514,0,0.0448555872119085,0,-0.0176846906096683,0,0,-0.0289431997610807,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183174777540701,0,0,0,0,0,0,0,0,0,0,0,0.164944285650688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127493435158716,0,0,0.0825173210184603,-0.0405714345894855,0,0,0,-0.0261374214853716,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0461885084370572,0,0,0,0,0,0,0,0,0,0,0.00447438437482463,0,0,0,0,0,0,0,0.0441535692623852,0,0,0,0.0674510610388482,0,0,0,-0.0690115344545744,0,0,0,0,0,0.12379551140673,0,0,0,0.0859170762070854,0,0,0,0.254614899515491,0,0,-0.0615465503634073,0,0,0,-0.00207859660235807,-0.00107482891329784,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24690040965239,0,0.0459154320386121,0,0,0,0,0,0,0,0,0,0.188431350486922,0.0155375532614982,0,0,0,0,0,0,0,0,0,0,0.0335702139261292,0,0.108387386713419,0,0,0,5.42101086242752e-20,0.24442319753128,0,0.0169844736841486,0.197673669108198,0,0,0.00172396750792728,0,0,0,0,0,0,0
X000100.SZ,0,0,0.208158322708807,0,0,0,0,0,0.0427286747204254,0,0,0,0.129551789207612,0,0,0,0,0,0,0,0,0,0.00416462050580628,0,0,0.153103533837828,0,0,0.0958431822751422,0,0,0,0,0.100740656423076,0,0,0,0,0.0916954928654954,0,0,0,0,0,0,0.08898079374148,0,0,0,0,0,0.0245279401572601,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.00122138367114811,0,0,0,0,0,0.0633205682678422,0,0,0,0,0,0,0,0,0,0.0447365728137674,0,0,0,0,0.0820250708069706,0,0.00495618584879767,0.0163819883177045,0.129084685365196,0,0.0539835768691259,0,0,0,0.0151696352526895,0,0,0.0908096903487632,0.0455644027712804,0,0,0,0,0,0,-0.00910306768821079,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.0323898995679202,0,-0.0390511393108483,0,-0.194556066414677,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100864034318456,0,0,-0.130232815272529,0,0.0524467506735951,0.0552296640172207,0,0,0,0,0,0,0,0.180723806910384,0,0,0,0.151577124958037,0,0,0,0,0,0,-0.0230908549735559,0.0170328938306215,0,0,0,0,0,0
X000623.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253066909194975,0,0,0,0,0,0,0,-0.12114786590776,0.196220975909907,0,0,0.0415999154303895,0,0.749685364375981,0.0316959063741699,0,0,0,0,0,0,0,0,0,0,0.159974338306514,0,0,8.67361737988404e-19,0,0,0,0,0.0492201594891379,-0.0884150903102725,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0.0681161844725335,0,0,0,0.0605039150824387,0.0344132160779926,0,0,0,0,0,0,0.0866500942739876,0,0,0,0,0,-0.0694785043140896,0,0,0.00812654232479295,0,0,0,0,0,0,0,0,0.195016645228075,0,-0.0836384461738079,0,0,0,0,0.0748697641449329,0,0,0,0.0504161890351114,0.250979424725712,0.0911015416298157,0,0,0,-0.0187610174570574,-0.0163403917195976,0,0,0,0,0,0
X000568.SZ,0,0,0.12083411110756,0,0,0,0.41772214095006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152893207583157,0,0,-0.0547210261011208,0,0.12605008183459,0,0.094507715077236,-0.0194167111297733,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.125197210733689,0,-0.0102775956510671,0,0,0.000916172838768525,0,0,0,0,0,0
