,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X002180.SZ,X601877.SH,X300142.SZ,X002074.SZ,X000733.SZ,X600884.SH,X600741.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600563.SH,X600418.SH,X601799.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.285178896946826,0,0,0,0,0,0,0,0,0,-0.0379601272909425,0,0,0,0,-0.0214152845969596,0,0,0,0,0,0,0,0,0.0187001973815051,0.0153286776402046,0,0,0,0,0.0723074433238663,0,0,0.0612399679187564,0,0,0,0,0,0,0,0,0.0214214563567775,0,0,-0.0281056427705316,0,0,0,0.00847383177132865,0,0,0,-0.0048157716514535,0,0
X000858.SZ,0,0,0.226806555873234,0.0194156828763834,0,0,0,0,0,0,0,0.104767377872107,0,0,0,0,0,0,0,0,0,0.0318405428148475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211104999119614,0,0,0,0,0.0385083472833423,0,-0.0387144872865474,0,0.0271876785161206,-0.000217898209335284,0,-0.0182763365325604,0,-1.35525271560688e-20,0,0,0,0,0,0
X600809.SH,0,0,0,0.286850191699838,0,0,0,0,0,0,0,0,0,-0.0510092804490045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160583161312625,0,0,0,0,0.167132974726686,0,0,-0.0405253810293068,0,0,-0.169203108841755,0,0,0.00364581453576104,0,0,0,0,0,-0.00870961280076778,0,0
X000568.SZ,0,0.12198481532734,0.0683839240442123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.028142486828296,0,0,0,0,0,0,0,0,0,0,0.417494966793882,0,0,0.0279186604902648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015949379121841,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836490072260951,0,0,0,0,0,0,0,0,0.00721482523480441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728087562453572,0,0.059434999680142,0.0412800202336708,0.403768347388476,0,0,-0.0895532168042049,0,0,0,0,0,0,-0.0653216980092899,0,0,0,0.0231465379448519,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662461094508439,0,0.0037616908072922,0.617497207918486,0,0,0,0,0,0,0,0,0,-0.176945287462421,0,0,0,0,0,0,0,0,0.0595673548623068,0.181502258551892,0,0,0.0470758296039668,0,0,0,0,0.0411642373553994,0,-0.0663483737379662,-0.0721689802492723,0,0,0,-0.0210640358342103,0,0
X002304.SZ,0,0,0,0.0738343876540566,0,0.05074873018435,0,0,0.0589757075176829,0,0,0,0,0,0,0,0,0,0,0,0.0243910040519636,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.127034990979387,0,0,0,0,0.210115741998019,0,0,0,0,0.0740294201824204,0.00357540020029822,0,0,0,-0.039805202917416,0,0,0,-0.00124103118749887,0,0,0,-0.00622444627417055,0,0
X600276.SH,0,0,0,0,0.124067484199464,0,0,0,0,0,0.0268896896680478,0,0,0,0,0,0,0,0,0,0,0,0,0.220748304225195,0,0,0,0.109833829321509,0,0,0,0.144330872161793,0,0,0,-0.0925870344137436,0,0.0907071597742548,0,0,0,0,0,0.0448063257076525,0,0,0,0,0,0,0,0,0.0567341974345905,0,0,0,0.0035718818740542,0,0
X600690.SH,0,0,0,0,0,0.0993175340347021,0,0,0,0,-0.0330635958891572,0,0,0,0,0,0,0,0.0891800621948329,0,0,0,0.0718344598754764,0,0,0,0,0.033054053869572,0,-0.0321662297515829,-0.0421560513310441,0,0,0,0,0.118844050509894,0,0.040069979051739,0,0,0.0425852309621586,0,0.153836738829341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273591048640711,0,0
X600104.SH,0,0,0,0,0.0156980131462258,0,0,0,0,0,0.0584413006008104,0,0,0,0.0595894316043897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220328068689056,0,0,0.0071875930521344,0,0,0,0,0,0.0772225506495206,0,0,0,0.113266558525848,0.0890803629532676,0,0,0,0,0,0,0.0113779183831678,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273895502234955,-0.00335113372030893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123626322206409,0.16253500173693,0.109358820788138,0.0346474953718613,0.190761285343112,0,0.0534118486544885,0,0,0,0,0,0,0,0,0,0.126637211174802,0.123678249615744,0,0,0,0.0208757818662819,0,-0.0774196729569789,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.220650854333607,0,0,0,0,0.0992786282736438,0,0,0.0138960567487687,0.0397186869592637,0,0.314027312404168,0,0,-0.085343457895849,0,0,-0.0668661841197474,3.46944695195361e-18,0.205521702871717,0,0,0,0,0.612535872512844,0,0,0,0,0,0,0,0,0,0,0.0686563887637333,-0.018648293489834,0,0,-0.0208139755193028,-0.12591742843438,0,0,0,0.0329656996471059,0,0
X000651.SZ,0,0,0,0,0.00283257817081266,0,0,0,0.156889010053439,0,0,0,0,0,0,0,0.0972813514215682,-0.0186408186246402,0,0,0,0.142703635550864,0,0.0907909293127587,0,0,0.0153865952801305,0,0,0,0,0,0,0,-0.0139857645437675,0.0586851214164347,0,0,0,0,0,0,0,0,-0.126933303071719,0,0,0.084127628718534,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.06915425789038,0,0,0,0,0,0,0.131607695651751,0,0,0,-0.0875866250831702,0.0846226133199913,0,0,0,0,-0.251884072161783,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.438075122659122,0.385928448623565,0,0,-0.0651290118486717,0,0,0,0,0,0.0939696903009218,0,-0.110207315159794,0,0,0,0,0,0,0,0,0,0.108616783660566,0,0
X002129.SZ,0,0,0,0,0.0926188056773179,0,0,0,0,0,0,0.0605849670628006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876667744926826,0,0.140630530558804,0,0,0,0,0,0.163809208347541,0,0,0,0.0753732275595861,0,0,0,0,0.0672366426419481,0,0,0,0,0,0,0,0.0810854346579955,0,0,0,0,0.0909452476225475,0,0
X300124.SZ,0,0,-0.074732418473748,0,0,0.0860673558181945,0,-0.103204570570575,0,0,0.133408460483875,0,0,0.0321372355027666,0,0,0,0,0,0,0,0.106593129377015,0,0,0,0,0.206814690444852,-0.0188323350847223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726327254944654,0,0,0.0740028863809606,-0.00163814438419587,0,0,0,0,0.0779816041716205,0,-0.05208978623983,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0192266693177865,0,0.0950128966574824,0,0,0,0,0,0.0166971661814685,0,0.0692020434682244,0,0,0,0,0,0.0127433361263115,0,0,0,0.0546666989254066,0,0,0,0,-0.0127248750155361,-0.043221316360462,0,0,0,0,0,0.00553405839614678,0.0701664744986218,0,0.470529335496127,0,0,0,0,0,0,-0.00858535247987957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.286432783285159,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0.0825282466442542,-0.0509740853324648,0,-0.105450922281237,0,-0.0117246804513482,-0.102648135220629,0,0,0,-0.0939884058879897,0.0254514618440105,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.140070514057205,0,0.043342696218214,0.241292843390095,0,0,0.0239967376684213,-1.73472347597681e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.103825744927241,0,0,0,0,0,-0.0952304998575385,0.071666118746347,0,0,0,0,0,0,0,0,0,0.181159145412628,0,0,0.0222270162094886,0,0,-0.118623376448977,0,0,0,0,0,0,0.173749678378473,0,0.165048622904872,0,0,0,0,-0.00103745601957893,-0.0353872294886718,0,0,0,0,0,0.00822628173575772,0,0,0,0,0.0444593379190747,0,0
