,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X000921.SZ,X002236.SZ,X000977.SZ,X600741.SH,X600584.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600060.SH,X002156.SZ,X600177.SH,X601799.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0216383195705196,0,0,0.28673305785369,0,0,0,0,0,0.0273225359353604,0,0,0.0285487960913156,0,0,0.0159955939826688,0,0.0206480565475182,0,0,0,0,0,0,0,0,0,0,0,0,0.0376644206536062,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.00761113875990245,0,0,0,-0.0185571072805161,0,-0.00226022465194653,-0.0232377770594638,0,0,-0.000244975703691839,0,0
X000858.SZ,0,0,0,0,0,0,0.462522663124952,0,0.0202120875095365,0,0,0,0,0,0,0.199020968184273,0,0,0.0286715413718551,0,0.0090868459043301,0,0,0,0,0.041888753436974,0,0,0,-0.0309312055543309,0,0,0,0,0,0,0,0,0.00776369290643957,0,0.0306732080709012,0,0,0,0,0,0,0,0,-0.0311020478408205,0,0,-0.0127469313916518,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0276904715066055,0,0.0769027845632179,0,0,0,0,0,0,0.130573977714833,0,0,0,0,0.0427035013118508,0,0,0,0,-0.0116512164231987,0,0,0,0,0,0,0.173673208611705,0,0,0.079052839346186,-0.0413108518751519,0.0643354310405272,0,0,0,0,0,0.0973087079279694,0,0,0,0,0,0,0,0.0421852573785948,-0.0164150666570708,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0307925278597242,0,0,0,0.0722326628799093,0,0,0.00793342077819592,0,0,0,0,0.299335642257668,-0.0686214578887155,0.00358676101917128,0,0,0,-0.148034152653359,0,0,0,0,0,0,0,0,0,0,-0.0531922882883546,0,0,0,0,0,0,0,0,0.0721596443010872,0,0,0,0,0,0,0,0.00282752815305936,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.267335114155952,0,0,0,0,0.00972266257504135,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0139847310881581,0,-0.0760653445945792,0,0,0,0,-0.0446659343297965,0.321770592126612,0,0,0,0,0,0,0,0,0,0,0,0,-0.029775348360849,0,0,0,0,0,0,0,0,-0.0980284598944693,0,0,0.139128761194617,0,0
X600276.SH,0,0,0,0,-0.068308344660374,0,0,0,0,0,0.0927397895407524,0,0,0,0,0,0,0,0,0,0.222693097993053,0,0.30776189532835,0,0,0,0,-0.0203510263562351,0,0.0671917895390848,0.0433992774830832,0,0,0,0,0,0.0952408958375507,0,0,0,0,0.0508907433937512,0,0,0,0,0,0,0.301880918435501,0,0,0.00227028472184624,-0.0404318435532749,0,0,0,0,0,0
X000568.SZ,0,0.889865410781974,0,0,0,0,0,0,-0.136090697110492,0,0.141058967115498,0,0,0,0,0,0.0746582358632012,0,0.273575462443217,0,0.0479682195738809,0,0,0,0,-0.185150111122882,0,0,0,0,0,0,0,-0.0610674907047937,0,0,0,0,4.33680868994202e-19,0,0,-0.0213679092070825,0,0,-0.0807940858225394,0,0,0,0,0,0,-0.00197378020429343,-0.00614830229387464,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.18550291819967,0,0.113625946621923,0,0,0,0,0,0,0.0819219580999867,0,0,0,-0.136276062535147,0,0,0,0.0542637112281464,0,0.319325454652844,0.0620872634476954,0.0151092917334704,0,0,-0.0481304274599222,0,0,0.164617161710709,0,0,0,0,0,0,0,-0.0174739637818217,0,-0.11127130095188,0,0,0,0,0,0,0,0,0,0,-0.0199162235276131,0.0318412946093432,0,0,-0.0271050582414514,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0666531567240484,0,0,0,0,0,0,0,0,0,0.154264123502717,0,0,0,0,0.19401799894386,0,0,0.109313047292127,0,0,0,0.0437084311313858,0.082252292314281,0,0,0,0.0633989611133066,0,0,0,0.0981933258827244,0,0,0,0,0,0,0,0,0,0.129209135991037,0.00764999514527137,0,0,0,-0.0159311708025366,0,0
X003816.SZ,0,0,0,-0.132083256309982,0,-0.0564531977331478,-0.141102591873391,0,0,0,0,0,0,0,0,-0.319833326776108,0,0,0,0.0519401651411907,0,0,0,0,0.0167509026100108,0,0,0,0,0,0,0.0366695158632391,0,0,0,-0.03719504180277,0,0,0,0,0,0,0,0,0,0,-0.046161946566345,0,0,0,0,0,-0.0617688423486351,0,0,0,0,0,0
