,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X000581.SZ,X002236.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000400.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000559.SZ,X000869.SZ,X002456.SZ,X002292.SZ,X600312.SH,X000977.SZ,X002465.SZ,X000050.SZ,X002007.SZ,X300003.SZ,X600435.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.226012045430599,0,0,0,0.146007993969223,0,0,0,0,0,0.609617564014628,0,0,0,0,0,0,-0.0218229856269525,0,0,0,0,0,0,0.00648213739744562,0,0,0,0,0,0,0.000183079302839226,-0.0370500846815635,0,0,0,0,0.146652284665714,0,0,0,0,0,0,0,0,0,0.00220783309295751,-0.121015677282425,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.192228257524366,0,0,0,0,0.174002162012213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478140954072725,0.0421791969837975,0,0,0,-0.0285229600835219,0,0,0,0,0,-0.0709057030206595,0,0,0,0,0,0,0,0,0,-0.00289104351707563,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.20341836591178,0,0,0,0,0,0,0,0,0,0,0.203307964342631,0,0,0,0,0,0,0.18093454930636,0,0,0,0,0,0,0.0470432764710695,0,0,0,0.0490593770576972,0,0,0.01995331227373,0.0644937283749531,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02575123487532,-0.02472954121923,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.168660848944176,0,0.0645089463169313,0,0,0,0.0493114622561955,0,0,0,0,0,0,0,0.0173299383015518,0,0,0,0.0691477980637368,0,0,0.255005948785853,0,0,0,0,0,0,0,0,0,0.143108246409919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00142481107106946,0,0,0,0,0,0,0
X000725.SZ,0,0,0.215374824192397,0,0,0,0,0,0,0,0,0,0,0,0.272242367134428,0,0,0,0,0,0,0.120279160586753,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0544968198453465,0.171162491320288,0,0,0,0,0,0,0,0,0,0,0,0,0.0539397424150635,0,0,0,0,0,0,0,0.0148359359469481,0,0,0,0,0,0
X000625.SZ,0.386775318992884,0,0,0,0,0,0,0.0782566461502555,0.171179807068349,0,0,0,0,0,0,0.0842452078181516,0,0.00368644344873499,0,0,0,0,0,0,0,0,0,0,0,0,0.0746199366136471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520470743467887,0,0.044186640011367,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.104838038671766,0,0,-1.0842021724855e-19,0.219347795685836,0,0,0,0,0,0,0,0.157610084170502,0,0,0,0,0.059008870292749,0,0,0,0,0,0.0642990749826166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014200800043904,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.314952853180091,0,0,0,0.0860140894365903,0,0,0,0,0,0,0,0,0.0499662930890854,0,0,0,0,0,0.0972013816305733,0,0,0,-0.00102787291426978,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.167579127195894,0,0,0,0,0,0,0,0,0,0,0,0,-0.00415815899659046,0,0,0,0,0,0
X000063.SZ,0.138080784250906,0,0,0,0,0,0,0,0,0.0379029538621294,0,0,0.149854541077977,0,0.0433471970077018,0,0,0,0.0680983635031006,0,0,0,0,0,0,0.00926675970477049,0,0,0,0.0269303745514396,0,0.188988891719672,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128893777973382,-0.0178745268444867,0,0,0,0,0,0
X600031.SH,1.73472347597681e-18,0.0525123979036807,0,0,0,0,0,0.0575749079912881,0,0,0,0,0,0,0.951600181226036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438636225415686,0,0,0,0,0,0,0,-0.106403113348177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010640296896803,0.00044629166247409,0,0,0,0,0,0
X600276.SH,0,0,0,0.0409776257076235,0,0,0,0.0869218140198994,0,0,0,0,0,0,0,0,0.140749202881375,0,0,0.15505829748447,0,0,0.0482278970721303,0,0,0,0,0,0,0,-0.00829801963317836,0,0,0,0,0,0,0,0.0702439673982403,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137207735524001,0.0148082089428889,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.544973037287166,0,0,0,0,0,0.0631917401982916,0,0,0.076208649199835,0,0,0,0.0448186431587902,0,0,0,0.0839106604107515,0,0,0,0,0,0,0,0.0908259668840574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0264959009610836,0,0,0.226372980357088,0,0,0.574986108483355,0,0,0,0,0,0,0,0.0315084241448304,0,0,0,0,0,0,0,0.0736245476573398,0,0,0,0,0,0,0,0,0,0.0775955040065524,0,-0.146604398606118,0,0.0482423697872093,0,0,0,0,0,0,-0.0452333718610142,0.000350476754912247,0,0,0,0,0,0
X600372.SH,0,0,0.0662113842196688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216971374249891,0.17061826244352,0,0,0,0,0,0,0,0,0.0181975769046328,0,0.0465686041730596,0,0,0,0,0,-0.0354494233212358,0,0,0,0,0.114233197086982,0,0,0,0.256436666930347,0,0,-0.0182145090266824,0.0250699825943096,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.414858439150454,0,0,0.264065651375598,0,0,0,0,0,0,0,0,0,0,-0.0708376943553809,0,0,0,0.136040433937583,0,0,0.00711348090721007,0.0404319514897697,0,0,0,0,0.0394245333200373,0,0.0288319650828195,0,0.0634653484302039,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.059597207957409,-0.0215932265572385,0.0802467887646525,-0.043357386307014,0,0,0,0
X600741.SH,0.273740631743477,0,0.119168783899676,0,0,0,0,0,0,0,0,0,0,0,0.0625450714691305,0,0,0.220694264535389,0,0,0,-0.0329304667220142,-0.00608215615810821,0,0,0,0,0,0,0,0.103324053631815,0,0,0,0,0,0,0,0,0,0,0,0,0.0166005844411215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,-0.0552749516586109,0.175912697241756,0,0,0,0,-0.0585223830902074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158308902109145,0,0,0,-0.00932424103716607,0,0,0,0,0,0.0468804142685964,0,0,0,0,-0.046274499284505,0,6.93889390390723e-18,0.328013153023678,0,0,0.041577791663201,0,0,0,0,0.149286992422457,0,-0.0342246030726261,-0.0175532447101503,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.054838828997228,0,0.206503740536747,0.161638765195009,0,0,0,0,0,0,0,0,0,0.147695185825166,0.00668617986731426,0,0,0,0,0,0,0.133127362490951,0,0,0,0,0,0,0,0.00554623598291336,0.0394263035101842,0,0,0,0,0,0,0,0,0,-0.00784234258713313,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.138532337631584,0.027543446414,0,0,0,0,0,0,0.0183534682953536,0,0,0.0144938453548464,0.204734501645273,0,0,0,0,0,0,0.051059607223571,0,0,0.141910555131815,0,0,0,0,0.0382718051765572,0,0,0,0,0,0,0,0.0617938616425955,0,0,0.049825713250677,0,-0.0329757031230961,-0.00600787673162727,0,0,0,0,0,0
X600066.SH,0.329840130368567,0,0,0,0,0,0,0,0,0,0,0,0.0707304253670379,0,0,0,0,0,0,0,0,0,0,0.00664589228567908,0,0,0,0,0,0,0,0.0902940454240906,0,0,0,0,0,0,0,0,0,0,0,0,0.0241424846916413,0,0,0,0,0,0,0,-0.0200954370398523,0,0,0,0,0,0
X000100.SZ,0.0809116878355395,0,0,0,0,0,0,0,1.73472347597681e-18,0.0590594255487648,0,0.120601604879876,0.167976063519604,0,0,0,0,0,0,0,0,0,0.00490028849642241,0.0771348920593451,0,0,0,0,0,0.0414322538608459,0.122212119334491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465090663498253,0,0,0.00647289776726412,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,-0.0908865645532747,0,0,0,0,0.0980689475942519,0.380578268332697,0.418283068861331,0,0,0.158057780346374,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0748260663305866,0,0,0.307350428358302,0,0,0,0,0,0,0.164252518268019,0,0,0.0311925004140855,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.093130912183083,0,0,0,0,0,0,0,0,0,0.0299335114564126,0,0,0,0.186142438374364,0,0.0817162928907957,0.0939293203662862,0,0,0.172996778112589,0,0,0,0,0,0,0,0,0,0,0.0340726109813508,0,0,0.0671761461164112,0.171804859362857,0,0,-0.0708539953577009,-0.030346452084611,0,0,0,0,0,0
X000550.SZ,0.194794525276674,0,0,0,0,0.0787714999677905,0,0,0,0,0,0.0807110949448926,0,0,0,0,0,0,0.153233720497776,0,0,0,0,0,0,0.0804958335493641,0,0.127643275341614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425473376435971,0,0,0,0,0,0,-0.021141995285224,0,0,0,0,0,0,0
