,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600089.SH,X002475.SZ,X600741.SH,X000338.SZ,X002292.SZ,X002241.SZ,X300124.SZ,X000568.SZ,X600839.SH,X002465.SZ,X600177.SH,X002294.SZ,X000977.SZ,X600867.SH,X002074.SZ,X000869.SZ,X600582.SH,X002129.SZ,X000800.SZ,X300003.SZ,X600498.SH,X000581.SZ,X600525.SH,X000550.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.089789251778847,0,0,0,0,0.118819350938671,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.23381935636056,0,0,0,0.0978800519628306,0,0,0,0.051327104127352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11199766075825,0,0,0,0,0.0335126184682981,0,0,-0.0113321858016561,0,0,0,0
X600104.SH,0,0,0,0,-0.0404309263687281,0,0,0.274564930860773,0,0.198737974267113,0,0,0,0,0,0,-0.0742998634516863,0.139694134453874,0,0,0,0,0.11244630356505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206638918548056,0,0,0,-0.176397450071266,0,0.0580704038028762,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.340820766314881,0,0,0,0,0,0,-0.142676100036228,0,0,0,0.0164303399576041,0,0,0,0,0,0,0,0,0.0893459515405811,0.00777473484962308,0.146897828776078,0,0,1.73472347597681e-18,0,0,0,0,0,0.197235593731797,0,0,0,0,0,0,0,0,0,0,0,0,-0.00421888682730024,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.152777161237526,0,0,0.0570541593619092,0,0,0.0406085314580233,0,0.220345895581576,0,0,0,0.147793989200736,0,0,0,0,0.0657264108410654,-0.0323052059072191,0,0,0,0.0131635120101307,0,0,0,0,0,0,-1.73472347597681e-18,0.184988612345687,0,0,0,0,-0.0480668391972391,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0924668649335675,0,0,0,0,0,0,0,0.0430654037557398,0,0,0,0,0,0,0,0,0.0190874088780669,0.030678596448178,0,0,0,0,0.322786071254506,0.229630005810747,0,0,0,0,0,0.0213934273427599,0,0,0,0,0,0.0241324661504964,0,0,0.0292351649226114,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0944819481207767,0,0.0953177089922345,0.284745877739398,0,0,0,0,0,0,-0.0728644262332551,0,0,0,0.0911723046344975,0,-0.0539101338421331,0,0,0,0,0,0,0,0.176004802036887,0,0,0,0,0,0,-0.0308033505369004,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0094791817106045,-0.0753619522568139,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.234039926500634,0.125582594313741,0,0,0,0,0,0,0,0,0,0,0,0.270857382728779,0,0,0,0,0,0.172230821434838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319237854895858,0,0,0,0,0,0.0481435417643721,0.0362995299880214,0,0.0287266401757681,0,0,0,0,0,0,0
X002304.SZ,0,0.157781758488777,0,0,0,0,0,0,0,0,0.273835141099474,0,0,0,0,0,0,0,0,0,0,0,0,0.110437470367372,0,0,0,0.217552798373605,0,0,0,0,0,-0.0137009127217746,0.0117184620921978,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.239172758332712,0,0.0209676132108136,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236506184987369,0.231446002987915,0,0.0185414020835499,0,0,0,0.391318991518599,0,0,0,0.0853277056922517,0,0,0,0,0.0432642114029949,0,0,0,0,0,0,0,0,0,0,0,0.011176437830167,0,0,0.0591512183957207,0,0,-0.00978581364191276,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0689087665093091,0,0,0,0,0,0.0398929775496641,0,0,0.0812633834627123,0.0564740971600037,0,0,0.00552756970352213,0,0.0193840129499155,0,0,0,0.208651943219117,0.268527615562973,0,0,0,0,0,0,0.0361808033005196,0,0,0,0,0,0,0,0.0227394951362709,0,0,0,0,0,0,0,0.0145658455190456,0,0,0,0,0,0,0
