,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X002475.SZ,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X600177.SH,X002085.SZ,X002008.SZ,X300003.SZ,X600271.SH,X600522.SH,X000157.SZ,X600089.SH,X600118.SH,X002007.SZ,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600809.SH,X600566.SH,X000050.SZ,X300115.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0882507728847795,0,0,0.152451212843943,0,0,0,0,0,0,-0.0298274842590655,0.0110369981293631,0,0,0,0,0,0,0,0,0,0.0926388550120322,0,0,0,0,0.192065859426795,0,0,0,0,0.136165880855465,0,0,0,0.210538898947914,0,0,0,0,0,0,0.00155197271424181,-0.0129958991885704,0,0,0,0,0,0
X600104.SH,0,0,0,0.169055065434826,0,0,0,0,0.236934957547157,0,0.0829219148601648,0.082201848900839,0,0,0.376961958986841,0,-0.00219909047101842,0,0,0,0,0,0,0,-0.172429643159185,-0.0629604169332012,0,-0.121690303816393,-0.00612842465746114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858580645694326,-0.00161661044653099,0,0,0,0,0.0101591108442947,-0.0209534493034087,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-1.73472347597681e-18,0.0967668796490409,0,0,-0.121104834430229,0.144262326432859,0,0,0.0488720970352886,0,0,0,0.255085233254955,0,0,0,0,0,0,0.225034417566541,0,0.0168062130809603,0,0,0,0,0,0.166767909432121,0,0,0,0,0,0.0270541154792638,0,-0.36193820213331,0,0,0,0,0.0437783863090318,0,-0.0739728955325158,0,0,0,0.0205223246584065,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.10011942749,0,0,0.0638228399123293,0,0.150129990080394,0,0.0129658027514316,0,0.0110213519566888,0,0,0,0,0,0.08102223241434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101126929091224,0,0.168455990161631,0.00437137865715126,0,0,0,0,0,0.0210277351346747,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0789686230591305,0,0.00996182971620389,0,0,0,0,0,0,0.605020348599114,0,0,0,0.0736790655623184,0,0,0,0,0,0.0781988653392319,0,0,0,0,0,0,0,0,0,0,0.00228404730586279,0,0,0,0,0,0,0,0,0,0,0.0290687799973197,0,0,0,0,-0.00654049635502262,-0.00477067959492326,0,0,0,0,0,0
X000725.SZ,0,0,0.237341440430793,0,0,0,0,0,-0.112983119148581,0,0,0,0,0,0,0,0,0,0,0,-0.143651674712378,0,0,0,0,0,0,0,0,0,0.552564139442131,0,0,0.282097471475312,0,0,0,0,0,0,0,0.052615014105711,0,0,-0.102019786738236,0.0942822398761535,0,0,0,0.0112954993138037,0.00988772211904175,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0597848550552444,0,0.0765881477858179,0,0,0,0,0,0,0,0,-0.0051661317458177,0,0,0,0,0,0,0.123556547477421,0,0,0,0,0,0,0,0,0,-0.0585737224565511,0,0,0,0,0.0320468574264032,0,-0.046823812131651,-0.0901013194242528,0,0,0,-0.0489280123206702,0,0,0,0.00696326727800177,0.000519023902456507,0,0,0,0,0,0
X002304.SZ,0,0.116295138318284,0,0,0,0,0,0,0.198083144390395,0,0,-0.0128809114010059,0,0,0.28618129819458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436056661519206,0,0,0,-0.056637359551623,0,0,0,0,0,0,0,0,0.298788390394481,0,0,-0.0866160577851447,0,0,0,0.00462103191395491,0.0665883139762139,0,0,0,-0.187217712071941,0,0
X600690.SH,0,0.522505554472958,0,0.0512318129150527,0,0,0,0.0586251175579498,0,0,0,0.0216413980983934,0,0,0,0,0.0831077583003092,0,0,0,0,0.0752185879023697,0,0,0,0.00222302361928761,0,0,0,-0.0132521503176115,0,0,0,0,0,0,0,0,0.0425758455166399,0,-0.0773152390637555,0,0,0,0,0.0684780090966146,0,0,0,-0.00293878252674856,-0.00215490684618161,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.125592871109869,0,-0.035157518348219,0,0,0,0,0,0,0.0423390542997712,0,0,0,0,0,0,-0.108529282135029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537436302608331,0,0,0.0633067484930213,0,0,0.184769166585099,0,0,0.148520840533141,0,0,0,0,0.00972971334053345,-0.0279887130793961,0,0,0,0,0,0
