,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600703.SH,X002241.SZ,X600089.SH,X600741.SH,X600066.SH,X601877.SH,X002236.SZ,X600271.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000550.SZ,X000623.SZ,X000581.SZ,X000568.SZ,X002475.SZ,X300124.SZ,X300146.SZ,X000869.SZ,X000400.SZ,X000977.SZ,X000800.SZ,X000050.SZ,X600060.SH,X002294.SZ,X300003.SZ,X600839.SH,X002292.SZ,X002465.SZ,X002456.SZ,X600498.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.162910685636195,0,0,0,0,0.0421030863856744,0.0959962077733898,0,0,0,0,0,0,0,0,0,0,0.236161326403315,0.201567416297633,0,0,0,0,0.0326079195487366,0,0,0,0,0.0394890281278934,0,0,0,0,0,0,0,0,0,0,-0.00555420950597914,0,0,0,0,0,-0.0392257127434539,0.0132468618349314,0,0,-0.00445631517308275,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.216839383732437,0,0,0,0.00830777901472516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025438851510085,0,0,0.0188758161516241,0,0,0,0,0,0,0,0.236503617927391,-0.0102470633925436,0,0,0,0,0,0,0,0,0,0,0,0.13615580875186,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.228375169320287,0,0,0.224944558112226,0,0,0.00725165317910947,0,0,0,0,0,0,0.0415691302823379,0.0911987831200217,0.0634029707882863,0,0.11092703227841,0.0352634507909908,0,0,0,0,0,0.106525258723703,0,0,0,0,0,-0.0487828646580617,0,0,0,0,0,0,0.0843809902669778,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.201555713250527,0.0496722668299029,0,0,0,0.011500554298968,0,0,0.0569256446085816,0,0.169379833579237,0,0,0,0,0.0237190263409335,0,0,0,0,-0.0257883672156759,0.197980606705765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967771853890069,-0.00140086458019967,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.300312045409599,0,0.0412474589036695,0,0,0.12193355486713,0,0,0,0,0,0,0,0.0263948742025137,0,0,0.312499975195303,0,0,-0.206699236037571,0,0,0,0.0889427801869823,0,0,0,0,0.0238472798743902,0,0,0.141338557051467,0,0.167171466832322,0,0,0,0.0409961647075894,0,0.0180689078257436,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.124538933505664,0.174514764469117,0,0,0.097321108194209,0,0,0,0,-0.0660640773126739,0,0,0,0.0564933980243971,0,0.0846229224461304,-0.0510273816715646,0,0,0,0,0,0.248071040293762,0,0,0,0,-0.0842241222918759,0,0.151826815949607,0,0,0,0,0,0,0,0,0,0,-0.24069934574986,0,0,0,0.0677519647076242,-0.0369993605610051,0,0,0,0,0,0
X000625.SZ,0,0,0.0381288979276987,0.242255416977926,0,0.0724412240641677,0,0,0.198908831908013,0.0608577344913048,0,0,0,0,0,0,0,0,0,0.210190079171336,0,0,0,0,0,0,0,-0.0138038396096543,0,0,0,0,0,0,0,0,0,0,0,0,0.0614772796877794,0,0,0,0,0,0,0,0,0,0,0.0104394652534953,0,0,0,0,0,0,0
X000858.SZ,0,0,0.181316139281941,0,0,0.03625825884157,0,0,0.174634163258697,0.02685931245888,0.17666120641273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.056908615863247,0.0519604315296825,2.55302235532443e-05,0,0,0,0.0146425002902423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.188513449713193,0,0,0.205055845524039,0,0,0.162136013755855,0,0,0.0453795177773807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721854577228608,0,0,0,0.0185755506174457,0,0,0,0,0.00145413606482057,0,0.0197993300747682,0,0,0,0,0,0,0.210059594959619,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.204495893612684,0,0.225442688574018,0,0,0,0,0,0,0,0,0.0346864671477957,0,0,0,0,0,0,0,0,0,0,0.0329232187784608,0,0,0.103634779844882,0,0,0.0268063681159221,0,0,0.0640238665877211,0,0.0359018431694239,0,0,0,0,0,0.113638000208353,0,0.0661243243099995,0,0,0,0,0,0.00349127953515503,0.0441547896712143,0,0,-0.0420747095815641,0,0,0,0,0,0,0
X600031.SH,0.0105655506815962,0,0,0,0,0,0,0.0219489404619063,0,0,0,0,0,0,0.777405934597285,0,0,0,0.0187405049134139,0,0,0,0,0,0,0.068288619628018,0,0,0,-0.0887808206033155,0.0815139501569456,0,0,0,0.0335129097231662,0,0,0.0181911382600919,0,0.0588740804799801,0,-0.025409685117092,0,0,0,0,0,0,0,0,0,0,-0.00620809360270274,0,0,0,-8.67361737988404e-19,0,0
X000100.SZ,0.0532017225413791,0,0.0191815514396097,0,0,0,0,0,0.00615510959012701,0,0.0334442744550876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124879447040626,0,0.0398954986831585,0.0220443600402951,0,0.0240009386579197,0,0,0,0,0,0,0,0,0.0540115601123148,0.0330256045199484,0.26991137087842,0,0,0,0,0,0,0.124426812789607,0,0,-0.0399641559191798,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0198243577066796,0,0,0,0,0.0141444228673635,0,0,0,0,0,0,0.0884700855706117,0,0,0,0.246218612817457,-0.0664720792183309,0.0201466183151757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443877867012345,0,0,0,0,-0.0220271387537751,0,0,0,0,0,0,0,0,0,0,-0.0114529422801307,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0991421923559818,0.06871652680604,0,0.0642951535368245,0,0,0.323696020264928,0,0,0,0,0,0,0,0,0,0,0.0625540115228843,0,0,0,0,0.0317447734656771,0.00883601338355184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306699964332545,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0675148060041196,0,0,0,0,0,0,0,0.644966143412595,0,0,0.0110985466857258,0,0,0,0,0,0,0,0,0,0,0,0,0.0259444208961012,0,0,0,0.000896735694096296,0,0.105132512593103,0,0,0,0,0,-0.00511639852435005,0,0.0987194755619985,0.0516474856772298,0,0,0,0,0,0,0.0110856210519936,0,0,0,0.0127589404105624,0,0,0,0,0,0
X600372.SH,0,0,0.0755780698057112,0,0.0336122838285161,0,0,0,0,0,0.01136873470187,0,0,0,0,0,0,0,0,0,0.0362721725667003,0,0,0,0,0,0.237890856873967,0,0,0,0,0,0,0.123019394327623,0,0,0,0,0,0,-0.022552193846228,0,0,0,0,0,0,0,0.0148432015193586,0,0,0,0,0,0,0,0,0,0
X600703.SH,0.0834105931807477,0,0,0,0,0,0,0,0,0,0.163282159115254,0.0126566975885808,0,0,0,0,0,0,0,0,0,0,0,0,0.119351296554197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070997960273842,0,0,0.0162262133201313,0,0,0,0.143724200334107,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0257370885601401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284573363749992,0,0.168975289228702,0,0,0,0.0224459669982792,0,0,0.00320127944980875,0,0,0,0.00408585079455625,0,0,0,0,0,0.0519815244605295,0,0,0,0,0,0,-0.0306017370149466,0,0,0,-0.0407691960040816,0,-0.0977785195112767,0,0,0,0
X600089.SH,0.0706740808466946,0,0,0.0984373118459096,0,0,0,0.183394391236742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743407168828107,0.0557535011273571,0,0,0,0,0.0713752305589349,0,0,0,0,0,0.358006701403179,0,0,0.0225885523125468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0.317892143863684,0,0,0,0,0,0.155497847049584,0,0,0,0.0473393552813715,0,0,0,0,0,0.076432068315708,0,0,0,0,-0.0323573644573945,0,3.46944695195361e-18,0.0298417437747405,0,0,0,0,6.93889390390723e-18,0.0770252889329177,0,0,0,0.130559912510695,-0.0192029530691799,0,0,0,0,-0.00958433206131981,0,0,0,0,0,0,0,0,0,0,0.00669901641158169,0.0244957702428891,0,0,0,0,0,0
X600066.SH,0.0363782746133648,0,0,0.256590745706733,0.0521706014161959,0.148507303150088,0,0,0,0,0.195280998863503,0,0,0.0195041448830111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040502205811995,0,0,0,0,0,0,0,0,0,0,0.0294517640117422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
