,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000100.SZ,X000559.SZ,X600372.SH,X600066.SH,X000157.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X600867.SH,X000977.SZ,X600582.SH,X002276.SZ,X000800.SZ,X002506.SZ,X000869.SZ,X600498.SH,X002008.SZ,X002085.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.32168728686254,0,0,0,0,0.141187922550571,0.129472454539745,0,0,0,0,0,0,0,0,0,0,0.105069735946032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250489326418739,0.0565762334039279,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.168699889450983,0,0,0,0,0,0,0,0,0,0,0.0280072388703211,0,0.106655930691749,0,0,0.170830715230407,0,0.0253159178590136,0,0,0,0,0,0,0,0,0,0,0.0165877318672644,0,0,0,0,0,0,0,0,0,-0.0335502964404261,0,-0.0708112915690903,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0121472395944911,0,0,0,0,0,-0.17222122194058,0,0,0,0.0402698179874392,0,0,0,0,0,0.125823055830365,0.167296874391459,0,0,0,0.0968396767704681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833543254331021,0,0.0526286023991513,0,-0.123719540956781,0,0,0.0446663880264165,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0408959165385121,0,0.000869022783231956,0.0362100428300239,6.93889390390723e-18,0.0368239372135084,0.237321278791765,0.111926325968222,0,0,0,0.087965283648565,0,0,0,0,0,0,0.0425304160921314,0,0,0,0,0,0,0.0930680154759056,0.0740117375562366,0,0,0.0312180125598005,0,0,0,0,0,0,0.0219885669560704,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353583885125303,0,0,0,0,0.0332476066770349,0,0,0,0,0,0,0,0,0,0.183473856268251,0,0,0,0,0,0.0192311587999002,0,0.0228255702153131,0,0.0247499514369935,0,0,0,0,0.103682138392534,0,0,-0.0221636243216144,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.19779984066497,0.177442935488634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177589836243084,0,0,0.199989973598254,0,0,0.0610144370313537,0,0,0,0,-0.13209873719155,0,0,0,0,0,0,0,0.0219420155352247,0,0.0936014648353115,0,0,0,0,0,-0.0146910224607002,-0.0662576400876478,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131723936461975,0,0,0,0,0,0,0,0,0,0,0.398365088532492,0,0,0,0,0,0,0,0,0,0.0959974843301199,0,0,-0.00219815988917122,0,0,0,0,0,0,0
X002304.SZ,0,0.373851560582452,0,0,0,0,0,0,0.0279640577610172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919024442764428,0,0,0,0,0,2.77555756156289e-17,0,-0.0418803021523955,0,0,0.441733855321007,0,-0.04919299534149,0,0.0550470121147769,0,0,0,0,0,0,-0.00382301827878248,-0.0667601313752327,-0.0302057244718388,0.0991716112453797,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0969905965672053,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0974024852614057,0.186836423963218,0,0.196727818443979,0,0,0,0.102461189053457,0,0,0.0474400726023054,0,0,0,0,0,0,0.0195798462111848,0.00379613468861444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.14590264707637,0,0,0,0,0,0,0,0,0,0,0,0,0.0107116231689362,0,0.122377670933602,0,0,0,0,0,0.0454551632704387,0.112496644429362,0,0.182129313137527,0,0,0.116150030112222,0,0,0,0,0,0,0,0,0.0102653873376356,0,0,0,0.0289256910765119,0,0.124221725919244,0,0.067818895838467,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
