,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000661.SZ,X600584.SH,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X600702.SH,X601799.SH,X000733.SZ,X002074.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002463.SZ,X002180.SZ,X600183.SH,X600460.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.287180597528425,0,0,0,0,0.00531889191517101,0,0,0,0.240629947021292,0,0,0,0,0,0,0,0,0,0,0,-0.0835952261506148,0,0,0,0,0,0,0,0,0,0,0.0355882772190038,0,0,0.0209635172131093,0,0,0,0,0,0,0,0,0,0.0219592214494444,0,-0.0213723618626798,0,0,0,0.0295070193242914,0,0,0,0,0
X000858.SZ,0,0,0.247876116654818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713055554318875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193794105043917,0,0,0,-0.163602318258188,0,0,0,0,0.283167820292138,0,0.0169440240957745,0,0.0405081912432666,0,0,-0.0394135335329415,0,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0.386684722288054,0.0885891654239028,0,0,0.0648835947530248,0,0,0,0,0,-0.0133603378161893,0,0,-3.46944695195361e-18,0.273031683987303,0,0,0,0.0640949940681586,0,0,-0.038744070242718,0,0,0,0,0,0,-0.0443282911056988,0,0,0,0,0,0,0,0,0.205271325599984,-0.0242299917936896,0,0,0,0,0,-0.0939584142209641,0.0485207257658471,0,-0.0497287803761372,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.234956809042251,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.164153866606999,0,0,0,0.0216839669679441,0,0,0.115466394192698,0,0,0,0,0,0,2.77555756156289e-17,0.0727762108981224,0,0,0,0,0,3.46944695195361e-18,0,0,0.391428519642275,0,0,0,0,0,0,0,0.0793895783222856,-0.0696815705208085,0,0,-0.203676076929137,0,0,0.00296939370431009,0.0277232472984016,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454990224728757,0,0,0,0,0.0323144154483994,0,0,0,0,0,0,0,0.0519021630680406,0,0.247681941587594,0,0,0,0,0,0.021447728590451,0,0,0.263952299743537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201018088745815,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515010310404007,0,0,0,-0.265030444011827,-0.0790052217860665,0,0,0,0,0,-0.149825443163773,0,0,0,-0.355637692233637,0,0,0.52218489920109,0,0,0,0,0,0,0.0836436207744757,0,0,0,0,0,0.263238335921035,0.0978866917336746,0,0.172168376144705,0,0,0,-0.0102627759270469,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.042494766986763,0.0353941894352492,0,0,0,0,0,0,0.0963748229127957,0,0,0.021577842548792,0,0,0,0,0.0531959023986795,0,0,0,0,0,0.043259275383994,0,0,0,0.0166705797198526,0,0,0.0286560256044526,0,0,0,0,0.0864251066340242,0.0206251423951604,0,0.000996140456150869,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366401501133884,0,0,0,0.117994693984939,0,0,-0.0276917614259823,0,0,0,0.160348194416588,0,0,0,0.0408096995648001,0,0.106436276067775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289201803501335,0.0323774799383606,0,0,0,0,0,-0.0918642211430053,0.142623287989354,0,0,0,0,0,0
X002304.SZ,0,0.438889567921205,0.0336223273566754,0.118875663430854,0,0,0,-0.0215351887504788,0,0,0,0,0,0,0.0218423574848779,0,0,0.0371891315216249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205870829231301,0,-0.000507619140437125,0,0,0.0491417797485697,0,0,0,0,0,0,0,0,0.011095360656213,0,0,0,0,0,0,-0.156914786142704,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.162644153600366,0.0550486418215687,0,0,0,0,0,0,0,0,0.000491972033404453,0.15842798811706,0,0,0,0,0,0,0,0,0.258466802285046,0,-0.100219888521447,0,0,0,0,0,-0.00514096183406479,0,0,0,0,0,0,0,0,0,0,0,0.0421269024402226,0,0,0,0.0729480770787249,-0.026536329052403,0,0,0,0,0,0,0
