,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X000550.SZ,X000581.SZ,X600177.SH,X002475.SZ,X600582.SH,X000568.SZ,X002129.SZ,X000800.SZ,X300124.SZ,X000623.SZ,X002294.SZ,X000559.SZ,X002292.SZ,X600060.SH,X300003.SZ,X000050.SZ,X600839.SH,X002465.SZ,X002456.SZ,X000400.SZ,X000977.SZ,X000869.SZ,X300146.SZ,X002038.SZ,X000727.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0.0314521554164708,0,0.233991553567013,0,0,0,0.110301052303816,0.0765655344572604,0.116923437953373,0,0,0,0.230191168395623,0,0,0,0.162125509315367,0,0,0,0,0,0,0,0.0373987602473203,0,0,0,0,8.67361737988404e-19,0,0.0507275220736826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254512775729702,0,0,0,0,0,0
X600519.SH,0,0,0,0.0342137352882476,0,0,0.107044199464552,0.0883037735748299,2.16840434497101e-19,0.0212359202865924,0.107069083685109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189422389200501,0,0.00819379283700561,0.049079710705452,-0.0540327640733125,0,0,0,-0.0386402721689162,0.0231246390396331,0,0,0,0,0.00051214036669149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00547216184783599,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.158852119152316,0,0.3326458500968,0,0,0.102031550708525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657187813017597,0,0,0.134920623805907,0,0,0,0,0,0,0,0.0751701769745221,0,0,0,-0.0275313569864971,0,0,0,0,0,0.0318118998593888,0.00546556260763765,0,0.00916353446456376,0,0,0,0
X000651.SZ,0.096546819828774,0,0,0,0,0.205139311111737,0,0,0,0.113465760973934,0,0,0,0.0150098064804483,0,0,0,0,0,0,0,0,0,0,0,0.056915351630932,0.221665532289236,0,0,0,0,0,0,0.0908378356136033,0,0,0,0.160489643317988,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00859743251434001,-0.0114558489492776,0,-0.148983006839896,0,0,0,0
X002415.SZ,0,0,0,0,0,0.2790782938984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.194380514559955,0,0.0545945183393005,0,-0.103007915226223,0,0,0,0,0.199643454733105,0.120680619487726,0,0,0,0.0148916053313082,0.0376386762861537,0,0,0,0,0,0.128652538944932,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000625.SZ,0.18224626587687,0,0,0.0714080621372283,0,0,0,0.134888494053496,0.0922801200979856,0,0,0,0,0,0,0.089236045421764,0,0,0,0,0,0,0,0,0,0.190084091838267,0,6.93889390390723e-18,0,-0.0750105637711441,0,0,0,0,0,0,0,0,0,0,0.0415668653835251,0,0,0,0,0,0,0,0,0,0,0,0.0191367630150179,0,0,0,0,0,0
X000858.SZ,0,0,0.00149982853254614,0,0,0,0,0.123889856917172,0.0426657498991725,0.163355416524584,0.216609846763256,0.0638934849015634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010639650673991,0,0,0,0,0.152400916914038,0,0.0439923250569178,0,0,0,0,0,0,0,0.0391845896604208,0.0418174036131527,0,0,0,-0.0174921759629292,0,0,0,0,0,0.0268430086004426,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.285774304469717,0,0.0635448313075068,0,0,0,0.294432833454893,0,0,0,0,0,-0.181454129729991,0,0.0736187023899222,0,0,0,0,0.254287115845579,0,0.0627661201560861,0,0,0,0,-0.028154145671214,-0.0500467424385723,0,0,0,0,0,0,0,0,0,0,0,0,0.125102483323906,0,0,0,0,0,-0.00252320547542916,-0.0289181140100753,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0841732784783542,0,0,0.213212741545946,0,-1.73472347597681e-18,0.0735149956336194,0,0.024142175119815,0,0,0,0,0,0,0,0,0.076285200844404,0,0,0,0,0,0,0.107656574584322,0,0,0,0.03941592244896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371320448050115,0,0,0,0,0,0
X600690.SH,0.0292828327778266,0,0,0,0,0,0,0,0,0,0,0.235614082941935,0,0.148399911068477,0,0,0,0,0,0,0.0100814281497912,0,0,0,0,0.125085214718442,0,0.125926171338328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543418742594279,0,0,0,0,0,0,0.000493268308861062,0,0,0,0,0,0
X600031.SH,0.150464568467695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80233908364269,0,0,0.00669499990860676,0,0,0,0,0,-0.0454440291828241,-0.011266569091743,0.0408501410950469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214902505390684,-0.000463496242650437,0,0,0,0,0,0
X000100.SZ,0.0186576637204139,0.0422599872060194,0.311138858223149,0,0,0,0,0,0,0.0618417541977423,0,0,0,0,0,0,0,0,0,0,0,-0.00825145320326392,0,0,0,0.0363395837957095,0.00849185234131728,0,0,0,0,0,0.0484109034588429,0,0,0,0,0,0.291805672222787,0,0,0.0289704336674696,0,0,0,0,0,0,0,0,0,0,-0.0111454923891079,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0848861856203197,0,0,0.160728043599275,0,0,0,0.021673553364227,0,0,0.0690567481882474,0,0.162081229935798,0,0,0.126036116362846,0,0,0,0,0,0,0,0.0525245091347387,0,0,0,0,0.00761265006205138,0,-0.0922172159773281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031076009900552,4.33680868994202e-19,0,0,0,0,0,0
X000338.SZ,0,0,0.0436780621351515,0,0,0,0,0,0.0826955791064449,0.00716025314511953,0,0,0,0,0,0,0.606045221629091,0,0.0840596233529319,0,0,0.0534650542970205,0,0,0,0.013140330797714,0,0.0266597546266837,0,0,0,0,0.0102655365600184,0,0.0418721730141735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00142334241322041,0,0,0,0,0,0
X600372.SH,0,0,0,0.0659647059520868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139299321708377,0,0,0,1.0842021724855e-19,0,0,0.19525132746534,0,0,0,0.12349855604928,0.0346851064229224,0,0,0,0,0,0.0060580442320684,0,0.00749409670640952,0,0,0,0,0,0,0,0,0,-0.0466165570102637,0.00375450496021569,0,0,0,0,0,0
X600741.SH,0.40596197912035,0,0.100216415447494,0,0,0.0876864868875963,0,0,0,0,0.0116592981913189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254756677725852,0,0,0,-0.0123763546177208,0,0.0214070288858691,0,0,0.0719217220947879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011011636600227,-0.00755894877392286,0,0,0,0,0,0
X000157.SZ,0,0,0.0217658947568265,0,0,0,0,0,0,0,0.66565843032446,0,0,0,0,0,0,0,0,0,0,0,0.0258634920260664,0,0,0,0,0.0435892632546592,0,0,0.0861620110381284,0,0,0,0,0,0.00035455042726102,0,0.0116517060440058,0,0.121775141768887,0,0,0,0,-0.0361916246083365,0,0,0,0,0,0.00749369898027181,0,0.126884523024154,0,0,0,0,0
X002241.SZ,0.239879864287056,-0.0491112797368828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758067827384772,0,0,0,0,0.126719262480808,0,0,0.0690421476720984,0,0,0,0,0,0,0,0,0,0,0.135059973502415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145337827649649,0,-0.0745904330581355,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0644863612613255,0,0.0508150134228226,0,0.0709505883067539,0,0,0,0,0.0153831714378608,0,0,0,0,0.118805987687784,0.0654587225513294,0,0,0,0,0.0810852782862207,0,0,0,0,0.22026923824942,0,0,0,0,0,0,0.0385948433091685,0,0,0.100971646935392,0.0663216585438674,0,0,0,0,0,0,0,0,0,-0.0122216419411078,0,0,0,0,0,0
X600089.SH,0.110905480852341,0,0,0,0,0,0,0,0,0,0.0860063855431105,0,0,0,0,0.0245739339879346,0,0,0,0,0,0,0.117072444714392,0,0,0,0.125627317589437,0,0,0,0,0,0,0,0,0,0,0,-0.0283664110191177,0,0,0,0,0,0.0714576396351527,0,0,0,0,0,0,-0.0133279596694618,-0.0318787968933601,0,0,0,0,0,0
X600066.SH,0,0,0,0.250772085850591,0,0,0,0.0973701536136875,0,0,0.125557352816128,0,0,0.0508570178820433,0,0,0,0,0,0,0,0,0,0.0325427379986034,0,0,0,0,0,0,0,0,0.0794194638489582,0,0.0437366221727507,0,0.0013596784069384,0,0.0288505358585215,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600271.SH,0,0,0.120073001650498,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0353977854810106,0.0637165687429075,0,0.0432115146471967,0.0214456135217917,0,0,0.210362935719555,0,0,0,0.00905020388938201,0,0,0,0,0,0.134661734193875,0,0.0128231513287172,0.236074831956124,0,0.11290646120394,0,0,0.0220621931914949,0,0,0,0,-0.0095064362929648,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0.301287808670854,0,0,0,0.0719302913986124,0,0.0928184019351609,0,0,0,0,0,0,0,0.427299532437265,0,0,0,0.0252566349571946,0.180330495015281,0,0,0,1.73472347597681e-18,0,0,0.0380407632378526,0,0,0,0,0,0.0126878297129256,0,0,0,0,0,0,0,0,0.0886244074064582,0,0,0,0,0,0,0
X002236.SZ,0,0,-0.0917679529625462,0,0.111409965198247,0,0,0,0.0610517606296728,0,0,0,0,0,0,0,0,0.103561991230584,-0.0471944930016708,0,0,0.278167320987417,0,0,0,0,0,0,0.0752466986483269,0,0,0,0,0,0,0,0.195553961817493,0,-0.0739096586412551,0,0,0,0.11271619255819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0.119601192859397,0,0,0.0343512200563806,0,0,0,0,0,0,0.0286985021764449,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.00407374660307007,0.0326857968214705,0,0,0,0,0,0,0.0968809553377009,0.00523342743466524,0,0.0409382328922661,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136810223194739,0,0,0,0.19235758781754,0,0.0482089770184401,0,0,0,0,0,0,0
X000550.SZ,0.0733128108646028,0,0,0,0.140554133928843,0,0.172146909253716,0,0,0,0.0641956364462438,0.118511059078598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283778919474021,0,0,0,0,0,0,0.0788257356656485,0,0,0,0,0,0,0,0,0,0,0,0,0.00431430940619113,0,0,0.120003006359043,0,0,0.00925338000786679,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0,0,0.11641616649795,0,0,0.115904981510692,0,0,0,0,0,0,0.0145034984521543,0,0.120622844786844,0.33913910601545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487558528249057,0,0,0,0,0,0,0,0,0,0,0,0,0.0356333761180685,0,-0.0184874341709717,0,0,0,0,0,0,0
X600177.SH,0,0.0570750195148738,0,0,0,0,0,0,0.181169756632391,0,0.0517364329673934,0,0,6.93889390390723e-18,0,0.224330062715934,0,0,0,0,0.151161547759772,0,0.11963628783197,0,0,0,0,0,0,0,0,0,0,0.00916230208976503,0.227529455649956,0,3.46944695195361e-18,0,0,0,0,-0.0585326871207673,0,0,0,-0.0392485632472464,0,0,0,0,0,0,-0.00374868191748442,0.0263570522717445,0,0,0,0,0
X002475.SZ,0,0,0,0,0.143065887060926,0,0,0,0,0,-0.0406377491547761,0,0.132074579194176,0,0.0197101290087933,0,0,0,0,0,0,0,0.137013714173823,0,0,0.231118206562073,0,0,0,0,0,0,0,0,0,0,0.12387616180423,0,0,-0.0143028781168633,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0062312149072583,-0.0100723936382858,0,0,0,0,0,0
X600582.SH,-0.0384020613502369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157529541900552,0,0,0,0.211330884727702,0,0.101537626861237,0.0881848791807221,0,0,0,0.0805854680459129,0,0,0,0,0,-0.041401444405028,0,0.0644397179513793,0,0,0,0,0,0,0,0,-0.0496396900508727,0,0,0,0,0,0,0,0.0256819038956179,0.0284251546337087,0,0,0,0,0,0
X000568.SZ,0,0,0.0254982678403295,0,0,0,0.362097873920825,0,0,0,0,0,0,0,0,0,0.0823686518474956,0,-0.154472361199969,0,0,0,0.0359305142710025,0,0,0,0,0.0618896828740705,0,0.0281692340692738,0,0,0,0,0.0122999002315636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211181100106075,0,0.00297110167109765,0.00574183103946608,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570811756575672,0,0,0.228480319829188,0,0,-0.034127675540635,0,0,0,0,0,0,0,-0.0111201763838212,0,0,0,-0.0298902348980177,0,0,0,0,0.184375076964733,0,0,0,0,0.219869404676067,0.208925988140989,0,0,0,0,0,0,0.0505453676330843,0.00339816911805218,0,0,0,0,0,0
X000800.SZ,0,0,-0.0633688099321023,0,0,0.00196150010854259,0,0,0.573571777994545,0,0,0,0,0,0,0.16827573826208,0,0,0,0,0,0,0,0,0,0.00501016189583315,0,0,0,0,0,0,0,-0.0267766767636925,8.67361737988404e-19,0,-1.38777878078145e-17,0,0,0.0729908466177947,0,0,0,0,0,0,0,0,0,0,0,0.139359693184399,0.0060611327487242,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668691552283184,0,0.236077449738239,0,0.163757637633466,0,0,0,0,0,0,0,0,0.074976579107276,0,0,0,0.110822593590565,0,0,0,0,0,0,-0.0693534501574715,0,0.0313005630385923,0,0,0,0.041313886082904,-0.0417109383772624,0,0,0,0,0,0
X000623.SZ,0,0,0.134192043128883,0,0,0,0,0,0.0438313980223213,0,0,0,0,0,0,0.265964505522191,0.296471422087486,0,0,0,0,-0.0998129931790406,-0.164304257046383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179085609869148,0,0.0379457648464563,0.0670988142845004,0,0,0,0,0,-0.0762418429335539,0,0,0,0,0,0,0.0315136316654739,0,0,0,-0.174281779434408,0,0
X002294.SZ,0,0,-0.133654411416278,0,0.170972643051226,0.00581329347232251,0,0,0,0,0,0,0,0,0.0107025702670173,0,0,0,0,0,0,0,0.0886204313784999,0,0,0,0,0,0.029702729340935,0,0,0,0,0.166907162741554,0,0,0,0,0.174524864168133,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221619802996417,0,-0.000419355528261199,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,-0.0815640268597472,0,0,0,0,0,0,0,0,0.117994650476032,0,0,0,0,0.0896941283988123,0,0,0,0,0,0,0.235617074078483,0,0,0,0,0,0,0,0,0,0.213390576931873,0.273335717195228,0.0914341612653748,0,0.0206237080682436,0.125110389384214,0,0,0,0,0,0,0,-0.0116865772296328,0.00608470769453068,0.232642514413002,0,0,0,0,0
X002292.SZ,0,0,0,0.0664957813396043,0,0,0,0,0,0.154639526507695,0,0,0,0,0,0,0,0,0,0,-0.244949864198518,0.000227701422780653,0,0.027794742275325,0.0141023404824022,0,0,0,0.0348306165497392,0,0,0,0,0.0726224100724893,0,0.448989614642131,0,0,0,0.0848763248634743,0,0,0.110261428162105,0,0.033276690820696,0.271790902673548,0,0,0,0,0,-0.0240075314696427,-0.00558722900058539,0,0,0,0,0,0
X600060.SH,0,0,0,0,0,0,0,0.0299473455483462,0,0,0,0.351334034620156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216134402987393,0.0119509920344755,0,0,0,0,0,0,0.144715072731602,0,0,4.33680868994202e-19,0,0,0,0.188858903949511,0.0206934744167284,0,0,0,0,0,0.08847953737881,0,0,0,-0.0720649100965803,-0.0197471181072204,0,0,0,0.156716085776524,0,0
X300003.SZ,0,0,-0.0255705748404782,0,0,0,0,0,0,0,-0.30053633929622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168606785930631,0,0,0,0,0.126255956561464,0,0,0,0,0.623558689708833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000050.SZ,0,0,0,0,-0.125522965405352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151720935279059,0,0,0,0,0,0,0,0,0,0,-0.0962530439418479,0,0.440053618935374,0.0113363804623808,0.123863075933358,0.0143047535300964,0,0.0997247299832863,0,-0.0414565511697163,0,0,0.58245147805526,0.0712134527569271,0,0,0,0,0,0,0,0,0.0937319745778828,0.0335100292628005,0,0.185386006200544,0,0,0,0
X600839.SH,0,0,0,0,0,0,0.125568956468019,0,3.46944695195361e-18,0,0.0120676161362189,0.0328104311923534,0,0,0,0,0,0,0,0,0,0.131558095264139,0,0,0,0,0.0613876435574257,0,0,0,0,0.232119875669091,0.0778637380956068,0,0.336112563806899,0,0,0,0.109089846672826,0,0.0123239164015681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,-0.0547707612335728,0,0,0,0,0,0,0,0,0,0.0100469301812742,0,0,0,0,0.272831798127573,0,0,0,0,0,0,0,0,0,0,0.0897637028615546,0.0840711212162157,0,0,0.164894378998326,0.0764373563675827,0,0.200986124309367,0,0,0,0.0357198133848436,0,0,0,0,0,0,0,0,-0.00103806127439825,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232414264188363,0.0133976862551364,0,0,0,0,0.169242387404259,0,0,0,0,0,0,0,0,0,0.0636177727817415,0,0,0,0.153318889002312,0,0,0,0,0.211480964825329,0,0.21304457765601,0,0.0141097626005988,0.00213243456650758,0,0,0,0,0,0
X000400.SZ,0,0,0,0,0.238927530250917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255277179128103,0,0,-3.46944695195361e-18,0,0,0,0,0.00181441095598185,0.100380671281246,0.161855570636009,0,0.0311745621733376,0,0.0170047561771571,0,0,0,0,0,0,-0.0538542329538873,-0.0861224994869945,0,0,0,0,0,0,0,0,0,0,0.00426321580531168,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0.134880966807783,0,0,0,0,0,0,0,0,-0.00627215567713834,0.0698225728365408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322846145668025,0.142897273631543,0,0.0149949344719682,0,0,0.0374820058368821,0.00746913501816141,0,0,0,0,0,0,0,-0.0939004349007769,-0.0475362187744906,0,0.0191445240918509,0,0,0,0
