,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000559.SZ,X002506.SZ,X000568.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002007.SZ,X002085.SZ,X300124.SZ,X002074.SZ,X002180.SZ,X002426.SZ,X002456.SZ,X600867.SH,X000050.SZ,X000981.SZ,X600089.SH,X002294.SZ,X000869.SZ,X600699.SH,X002465.SZ,X600498.SH,X601877.SH,X002508.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071638587913575,0,0,0,0,0,0,-0.00652935207993606,0,0,3.46944695195361e-18,0.239388460862361,-0.0292750767604586,0,0.0267954001544721,0.0429814647530381,0,0,0,0,0,0,0,0,0,-0.0183864313095669,0,0,0,0,0,0,-0.0961735157508084,0.0798858890701607,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.111839268293039,0,0.131303048123823,0,0.180156033806809,0,0,0,0,-0.0304256664652541,0,0,0.0210297148928066,0,0,0,0,0,0.029011959395146,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0350053827468134,0,0,0,0,0,0,0,0,-0.0502800070077523,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0135964769701822,0,0,0,0,0.0939907245392023,0,0.0968005004510702,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0647732624653601,0,0,0.0458988097657244,0,0.037611399255283,0,0,0,0,0,0,0,0,0.0331911357479204,0,0.0483264927259258,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0636713171385617,0,0,0,0,0.0157754473086274,0,0,0,0,0.0880923890061948,0,3.46944695195361e-18,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.134240842209787,0,0,0,0,0.028575340178826,0,0,0.0282138997284824,0.0792848487543783,0,0,0.0271139561465144,0,0,0,0.0684645300091254,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.114016284986785,0,0,0.62227509855866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03736575408752,0.00119943006853191,0.0858951188346685,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.143232137941566,0,0.0739009503179527,0,0,-0.00145296745408941,0,0,0,0,0,0
X600276.SH,0,0.0752011841477948,0,0,0,0,0,0,0,0.0461639622226085,0,0,0,0.102285432238549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368781213453195,0,0.0261347061792869,-0.0275397275267939,0,0,0,0,0,0,0,0,0,0,0.205066343055635,0,0,0,0,0,-0.0566428474500368,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039729398084756,0,0,0,0,0,0,0,0.185268000886503,0.109638621045454,0,0,0,0.15170710131317,0,0.0329906336980104,0,0,0,0,0,0.0929272513459885,0,0.0708783412941993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00272101965839515,0,0,0,0,0,0
X000625.SZ,0.0502493810470372,0,0,0.251995085061834,0,0,0,0,0.0673213745331948,0,0,0.095059811006891,0,0,0,0,-0.0438974304023957,0,0,0,0,0.0538741726799372,0,0.0397509580696803,0,-0.0775863771216914,0,0,0,0,0,0,0,0,0,0,0,0.273635352549358,0,0,0,0,0,0,-0.0788605339760538,0,0,0,0,0,0.117707265927596,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.100599222608559,0,0,0,0.191452306721298,0,0.0309946439319747,0,0,0,0,0,0,0,0,0,0.226648888026295,0.157947646816989,0,4.33680868994202e-19,0.00387948849649261,0,0,0,0,0,0.124380930168179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00283350489215212,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753879925297018,0,0,0,0,0.086620057803582,0,0,0,0,0,0,0,0.0284337785034217,0,0.388799349597509,0,0.183524950367336,0.0174272478047632,0,0,0,0,0,0.0525768209769165,0,0,0,0,0,0,0,0,0
