,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X600690.SH,X003816.SZ,X000661.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002007.SZ,X600741.SH,X300142.SZ,X002371.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X600584.SH,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.222234560406523,0,0,0.256775476832925,0,0,0,0,0,0,0.0291391209171029,0.00345000983710981,0,0,0,0,0,0,0,0.0145023353920262,0,0,0,0,0.0557418593931232,0,0,0,0.0245719576690272,0,0,0,0,0,0,0,0,0.0168664326452447,0,0.0794649223248665,0,0,0,0,0.00259899057245509,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.031705138759687,0,0.242026714124875,0,0.410739169137209,0,0,0,0,0.0793845508734773,0,0,0.0146852133532142,0,0,0,0,0.0537768115794544,0,0,0.00312139936863062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057158190437887,0,0,0,0,0.0222172557624828,0,0.0328050476533728,0.0354635923092487,0,0,0,0,0,0
X600276.SH,0.115133674267703,0,0,0,0,0,0,0,0,0.180945731184919,0,0,0,0,0,0,0,-0.114658616886165,0,0,0,0,0,0.0525873896837731,0,0,0,0,0,0,0,0,0,0.0257400336236463,0,0.0836614282666892,0,-0.0518708476931189,0.0197206206947041,0,0,0,0.0653930830144852,0,0,0,0,0.127220383315277,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334600601037093,0,0,0,0,0,0.0406833541284774,0,0,0,-3.46944695195361e-18,0,0,0.0304147501098827,0,0,0,0,0,0,0,0,0.0108305603359967,0,0,0,0.013440525450588,0.0277327213197408,0,0.137647872248881,0.144432454837471,0.111453995438664,0,0,0,0.00724570963570205,-0.00405496950769358,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551042562309727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140976528937924,0,0,0,0,0.0527587383842989,0,0,0,0,0,0,0,0,0,0,0,0.123898245717021,0,0,0,0.0529600352193241,0,0,-0.0510128411345524,-0.0187856464204447,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0557029687725711,0,0,0,0,0,0.174126122191238,0,0,0,0.11391643108796,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0275865698830256,0,0,0,0.102963029063585,0,0,0,0,0.148260100316571,0,0,0,0,0,0.0736641517844387,0,0,0.00442040275682819,0,0,0,0,0,0,0,0,0,0,0.0145593346503811,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.193660121720841,0,0,0,0,0,0,0,-0.119740984168651,-0.0192576749679155,0,0.0773400129353174,0,0,-0.0336766573457223,0,0,0.0828420790333756,0,0.0348306875174445,0,0,0,0,0,0,0,0.10304564280615,0,0,0.0554332470061322,0,0,0.11803895607767,0,0,0,0,0,0,0,0,0,0,-0.00889087206708324,0.00413043247695942,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406661623305625,0,0.0212461873739893,0,0,0,0,0.0530128862323615,0,0,0,0,0.00488620888828692,0.303591684583014,0,0,0,0,0,0,0,0.0206998103117966,0,0,0,0,0,0,0,0,0,-0.0482789365698904,0,0,-0.0146890374761166,0.0320462276245383,0,0,0,0,0,0
X000568.SZ,0,0.0978153556035238,0,0,0,0,0,0,0,0.460689998475214,0,0.128640674543656,0,0,0,0,0.111459833196705,0,0,0.0609031155780625,0,0,0,0.0581470123927683,-0.00321169359026671,0,0,0,0,0,0,0,-0.0881948340083384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204661750894139,0.0164285525536674,0,0,0,0,0,0
X002304.SZ,0,0.410151154570989,0,0,0,0.0431025841862641,0,0,0.279387990956573,0,0,0.0425675270164079,0,0,0,0,0,0,0,0,0,0,0,-0.0120069935391287,0,0,0,0,0,0.16251372640972,0,-0.0296752091389889,0,0,0,0,0,0,0,0,0,0,0,-0.0652556727122386,0,0,0,-4.33680868994202e-19,0,0,0,0.00440924183242528,-7.57057430843824e-05,0,0,0,0,0,0
