,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X600703.SH,X000100.SZ,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X000625.SZ,X300142.SZ,X000157.SZ,X600487.SH,X002179.SZ,X600177.SH,X002456.SZ,X300146.SZ,X600498.SH,X002506.SZ,X000977.SZ,X600066.SH,X002241.SZ,X600867.SH,X000050.SZ,X600522.SH,X002371.SZ,X600566.SH,X600089.SH,X600776.SH,X600183.SH,X600372.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.27649593534503,0,0,0,0,0,0,0,0,0,0,0.0275300888362298,0,0,0.0385634208344051,0,0,0,0,0,0,0,0,0,0,0,0,0.0695345962632046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184562214833842,0,0,0,0,0,0,-0.0593009164519254,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0880762166612061,0,0,0,0,0,0,0,0,0.380418092200102,0,0,0,0,0.238227118488477,0,0.0758459151651921,0,0,0.0469591881408539,0,0,0,0,0,0,0,0,0.0288684346067929,0,0.024592712871802,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0568044422060312,0,0,0,-0.0185053122087149,0,0
X000651.SZ,0,0,0,0,0,0,0.0594342364641431,0,0,0.261250226956888,0,0.159249885604523,0,0.190307517476916,0,0.0593038647605903,0.0386121685125754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575127188494848,-0.023000654916386,0,0,0,0,0,0,0,0,0,-0.00168704321980196,0,0,0,0,-0.0985532256718162,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0904636784534781,0,0.0620206590614834,0.16280733755778,0,0.00662256533193452,0,0,0,0,0,0,0,0,0,0,0.180379161083289,0,0,0,0,0,0.0883796114610933,0,0,0,0,0.0131516060140596,0.0674934688229119,0,0,0,0,0,0,0,0,0,0,0,0.0103616578800607,0,0,0,0,0.0616033986326004,0,0
X600276.SH,0,0,0,0,0,0,0.109902429232434,0,0,0,0,0,0.00110071414834404,0,0.0826576629513326,0.0708561493659601,0.0190785489148241,0,0,0,0,0.111337208276669,0,0.0462065826878488,0,0,0,0,0.0890974966699148,0,0,0,0,0.0635108577499896,0.0522630727965657,0,0,0,0,0,0,0,0,0,0,0,0.0126542075957533,0,0,0,0,0.00289829287402907,0,0,0,0,-0.0538868963274139,0,0
X002415.SZ,0,0,0.0745355922997184,0,0,0,0,0.0539567654545621,-8.67361737988404e-19,0,0.00243372818871561,0.0356013667970325,0.0500507978550693,0,0.0623001148046986,0,0,0,0.0125147733926387,0,0,0,0,0.294112824294494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230354048106509,0,-0.0277999607570047,0,0,0,0,0,0,0
X002304.SZ,0,0.098897659650088,0.138359505072391,0,0,0,0,0,0,0,0,0.0866437117364676,0.0601514970685569,0,0,0.16352528017236,0,0,0.168638874400057,0,0,0,0,0,0,0,0.0099687719680167,0,0,0,0,0,0,0,0.0136438537670482,0,0,0,0,0,2.71050543121376e-20,0,0,1.73472347597681e-18,0,0,0.0450093897566578,0,0,0,0,0.0104230344290708,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129381611298464,0,0,0,0,0,0,0,0.0477451418030221,0,0,0,0,0,0,0,0.0446639508655804,0.0958785435205675,0,0,0,0,0,0,0.105620554263835,0,0,0.149829508694265,0.169415502206683,0,0,0,-0.0558205308389798,-0.0672953617808866,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245752225476292,0,0.0110935361306279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199411832123029,0,0,0,0,0.0226968368798604,0.14032897332408,0,0.13181962402314,0,-0.0558199829261568,0,0,0,0,0.0160450487530719,0,0
X600690.SH,0,0.262054129819136,0,0,0,0,0,0,0,0,0,0,0,0.023478587519321,0.0360273248966253,0,0,0,0,0,0.00117870946385309,0,0,0.133145564393216,0,0,0,0.125233233846617,0,0.134279760595409,0,0,0.0357919931088018,0.0550424322832338,0,0,0,0.0373190501911726,0,0,0,-0.0563115575727661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778276675890415,0,0
