,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600177.SH,X600522.SH,X600372.SH,X002085.SZ,X600089.SH,X002007.SZ,X002508.SZ,X000066.SZ,X300136.SZ,X000981.SZ,X600699.SH,X300003.SZ,X600867.SH,X002074.SZ,X002294.SZ,X600487.SH,X000559.SZ,X002180.SZ,X002292.SZ,X600498.SH,X600809.SH,X002008.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610975497066092,0.00155002888037777,0,0,0.00885982185280949,0,0,0,0,0,0,0,0,0,0.0632210132669353,0.047829197000506,0,1.73472347597681e-18,0,0,0,0.0956727331575974,0.0430484493374536,0,0,0,0.12807023190308,0,0,0,-0.0173787548414104,0.00718476875499552,0,0,0,0,0,0
X600104.SH,0,0,-0.106302190268979,0,0,0,0,0,0,0,0,0,0,0,0.559207824495681,0,0,-0.0916874128053443,0,0,0,0,0,0,0,0,0,0,-0.0721543967455325,0,0,0,0,0.121204063685214,-0.155206996024294,0,0,0,0,0,0,0,0,0,0,0,0,0.0313022299535762,-0.0438762486022651,0,0,-0.0221592532727555,0.00879921982175594,0,0,0,0,0,0
X002415.SZ,0,0,0,0.221377537203107,0,0,0,0,0,0,0.0669456912543939,0,0,-0.0172371349174921,0,0.0414368068625614,0,0.201569706402085,0,0.200145407874468,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694643696372833,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199749016212314,0.050441243929204,0,0,0,0.00307033349115933,0.0010896033327871,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00549138280967433,0,0,0,0,0.111015646625514,0,0,0,0,0,0,0.0665704353935869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707481922262312,0,0,0,0.0703087236901067,0,0,0,0,0.358406511817879,0,0.00354111750968123,0,0.14135457131343,0,0,-0.0802674930627354,0,0.00430663715257732,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0331078427494296,0,0,0,0,0.386595294003572,0.0294002221200865,0,0,0,0.159576089105532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306110051605364,0.0252692146055468,0,0,0,0,0,0,0.0510527101595755,0,0,0,0,0,0,0,0,0.00878007285799214,0,0,0,0,0,0,0
X002304.SZ,0,0.184807435727922,0,0.107210753068727,0,0,0,0.0496449955182583,0,0,0,0,0,0.129956562058177,0.127219772437581,0,0,0,0,0,0.0324326595569754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024211799657237,0,0,0,0,0,0,0,0,0,0,0,0,0.0960674822281876,0,0,-0.0361653637475883,-0.00581629249253667,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00532051492632425,0,0,0.203970132532311,0,0,0,-0.027659191634172,0,0,-0.000613331683660426,-0.0921888682319819,0,0,0,0.00634600812392874,0,0,0,0,0,0,0,0,0,0,0,0.0470595990008023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113003993848735,0.0156747287770282,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.130193314030469,0,0,0,0,0,0,0,0.200281667188668,0,0,0,0,-0.547973387946556,0,0,0,0.066066862702061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894610030984003,0,0,0,0,0,0,0,0,0,0,0.211647611514133,0,0,0,0,0.0800493273893366,-0.026530032406461,0.00848041008148379,0,0,0,0,0,0
X000625.SZ,0,0.276364844870081,0,0,0,0,0,0.06917508843946,0,0,0,0,0,0,0.0900718945787456,0,0,0.252928270105216,0.120852251131065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542996384793353,0,0,0,0,0,0.0205498944736387,-0.0121103396301206,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179014132663358,0,0,0,0.168861488979875,0.0917232145954462,0,0,0.0494345458567128,0.104606732767193,0.0254989058052747,0,0,0,0,0,-0.0680306306548967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534193314946565,0.0162366073523411,-0.00929310876124571,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.237280301651766,0,0,0,0,0,0,0,0,0,0,0,0,-0.202165963537727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113445763283344,-0.0249503357276956,0,0,0.234602555250955,0,0.0938003568599999,0,0.140816150361245,0,0,0,0,0.0234033642748479,0,-3.46944695195361e-18,0.275194049548513,0.0151042072227779,0.00379411591926629,0,0,0,0,0,0
X000063.SZ,0.0666248947003378,0,0,0.252680998924118,0,0,0,0,-0.0670432440656313,0,0,0,0,0,0,0,0,0,0,0.0458798531178745,0,0,0,0,-0.39407844247615,0.0844090313685787,0,0,0,0,0,0,0.213430444655697,0,0,0,0,0,0,0,0,0,0.0171833236035683,0,0,0,0,0,0,0,0,-0.0112515089535761,0.00980809982830845,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147127985912916,0,0,0,0,0,0,0,0,0.16579371679238,0,0,0.184534540337943,0,0,-0.0638456884827543,0,0.311695022064525,0,0,0,0,0,0,0,-0.0607655748642921,0,-0.00207018120504837,0,0,0,0,0,0
