,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X002007.SZ,X300142.SZ,X601877.SH,X000066.SZ,X000157.SZ,X000100.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X300014.SZ,X000977.SZ,X300136.SZ,X600271.SH,X002463.SZ,X002008.SZ,X002456.SZ,X002371.SZ,X600177.SH,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X600867.SH,X000050.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.174031291654325,0,0,0,0.505979213640768,0,0,0,0,0,0,0,0,0,0.0114295574079152,0.0927677632329481,0,0,0,0,0,-0.0327044776861804,0,0,0,0,0,-0.107228952494695,0,0,0,0,0,0,0,0,0,0,0,0.0692700434150441,0,0,0,0,0,-0.01121375250222,0.0240258236700394,0,0,0,-3.46944695195361e-18,0,0
X000858.SZ,0,0,0,0,0,0,0.0714322689812174,0,0,0.0158619294441487,0.565888487497587,0,0,0,0,0.066004557791219,0,0,0.0181950820034316,0,0.0202629148518475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124976536505284,0,0,0,0,0.034975694669575,0.0179072595319298,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0247160567937553,0,0
X600276.SH,0.115189603745936,0,0,0,0,0,0,0,0,0,0.128494976619148,0,0,0.0624296250561636,0,0,0.181064900937492,0,0,0,0.00624277088695963,0,0,-0.0132771624425806,0,0,0,0.0255932375194848,0.0317223288563731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172822990588961,-0.0385082296426831,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202544869626057,0,0,0,0,0,0,0,0,0,-0.0223492691912906,0,0,0.05703411307036,0.0115138276742088,0,0,0,0,-0.186577941168459,0,0,0,0,-0.185116361626759,0,0,0,0,0,0,0,0.0663131716894838,0,0,0,0.255287745506961,0,0,-0.00795955937570294,0,0,0,0.0746536579107493,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0123789468164638,0,0,0,0,0,0,0,0,0,0,0,0.532657349071436,0,0,0,0.123289287483577,-0.00228142053791687,0,-0.00676073880694292,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0260676940832862,0,0,0,0,0,0,0,0,0,0,0,0.032344542267344,-0.0317228391487797,0,0,0,-0.021351147648893,0,0
X600104.SH,0,0,0,0,-0.00342979543260212,0,0,0,0,0,0,0.0715396576684622,0,0,0,0.0803681965269294,0,0.173682591114718,0.0440017182085008,0,0,0,0,0,0,0,0.061379318044295,0,0,0,0,0,0,0,0,0,0,0.00402601455120253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446543417715631,0.00173543097631152,0,0,0,0,0,0
X002475.SZ,0.199697455194215,0,0,0,0,0,0,0,0.110815450263376,0,0,0,0.0217464422427384,-0.122774728442689,0.0548404490496604,0,0,0,0,0,0,0,0,0,0,0,0,0.213308138965131,0,0,0,0,0,0,-0.0835592164882415,0.0505142887794173,0,0,0.465372547421442,0,0,0,0,0,0,0,0,-0.0357590485714246,0,0,0,0.00844488866080994,0.0304141451822232,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.473351621636556,0,0,0,0,0,0.122522390631746,0,0,0,0.0779439804036115,0,0,0,0,0,0,0,0,-0.0899885428189529,-0.225206170570518,0.174252739143268,0,0,0,-0.0265992804887739,0,0,0,0,0,0,-0.0471666884079113,0,0,0.0962529534483667,0,0,0,0,0,0,0,0,0.111327552587132,0,0,0,0.126453380242771,0,0
X002304.SZ,0.213390001088714,0.0357207364228014,0,0,0.0130029862603198,0,0.00368260687428463,0.143962534543087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114193945811467,0,0.0408221897719076,0,0,0.0685693193799052,0,0.0153615899149228,0,0,0,0,-0.0156075007890737,0,0,0,0,0,0,-0.0190469113343981,0,0,0,0,0,0.107442234042365,0,0,0,0,-0.00332189999913336,0.0349528011702583,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.126332851457658,0,0,0,0,0,0.0260112337365324,0,0,0,0,0,0.219121701246421,0,0.111998296417694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049899867480156,0,0.169785320975596,0,0,0,0,0,0,0,0,0,0,0.0386135281952337,0,0,0.124101502077861,0,0,-0.00269693004330283,0,0,0,0,0,0
X000568.SZ,0.227673271729896,0.585727008239876,0,0,0,0,0,0,0,0.0595040268976737,0,0,0,0,0,0.0101888461824903,0,0,0,0,0,0,-0.0755194024863797,0,0,0,0,0,0,0,0,0,0.0401062895552561,0.0124972611949564,0,0,0,0,-0.133894571293824,-0.0253877200358122,0.0243634399175779,0,0,0,0,0.0577558137273375,0,0,0,0,0,0,0.00965745566178648,0,0,0,0,0,0
