,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X002241.SZ,X300003.SZ,X000100.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000800.SZ,X000625.SZ,X002236.SZ,X600584.SH,X002414.SZ,X002049.SZ,X000066.SZ,X002463.SZ,X002456.SZ,X300136.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.186020956519075,0,0,0,0,0,0,0.00853524344622164,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.180347476500798,0,0.0145191883235187,0.00212556476254909,0,0,0,0,0,0,0,0,0,0,0,0.0651866303497686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571924494607549,0,0,0,0,0,0,0
X000858.SZ,0.119530927062447,0,0.0386205159790348,0,0,0.00848897458321559,0.0723344451002738,0,0,0.0202700074660465,0,0,0,0.318327178417629,0.324741350892444,0,0,0,0,0,0.0102242950285713,0.109322124284572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111625205032089,0,0,0,0.000689563153059929,0.00723641441148181,0,0,0,0,0,0
X600276.SH,0,0.11127888350748,0,0,0,0,0.161685650223512,0,0,0,0,0.176687494656502,0,0,0.0540842320240296,0,0,0,0,0,0,0,0.103900550557663,0,0,0,0,0.0844755816835835,0,0,0,0.0266370298872004,0,0,0,0,0,0,0,0.0581443828660693,0,0,0,0,0,0,-0.0974076546955469,0,0,0,0,-0.0135285813903217,0,0,0,0,0,0,0
X000651.SZ,0,0.134443551370487,0,0,0,0,0.0359160205998097,0,0,0,0,0,0,0,0.0752091867236293,0,0.404330482278966,0,0,0.0135438389226464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300672520555461,0,0,-0.0234277888535076,0,0,0,0,0,0,0,0,0.0880201707022607,0.011419726055723,0.0497133593278554,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0315150992586402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391569005874458,0,0,0,0,0,0,0,0.13395280087433,0,0,0,0,0.122843212208062,0,0,0.031111526677153,0.0482694694698178,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111860062574422,0,0.0762536545752533,0,0.0993574958022943,0,0.184551352593114,0,0,0.0890573003593578,0,0,0,0.145398396598173,0,0,0,0,0,0.173210515248883,0,0,0,0,0.0936727856419879,0,0,0,-6.93889390390723e-18,0,0,0,0.00597727638755256,-0.0257527463461106,0,0,0,0,0,0
X600104.SH,0,0.0484615152917776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521621814937389,0,0,0.119353399084131,0,0,0,0.41272110037794,0,6.93889390390723e-18,0.151657273262371,0,0.0252132490769479,0,0,0.0356228868028581,0,0,0,0,0,0,0,0,0,0,-0.00253475345219547,0,0,-0.0858677667738276,0,0,0.0173168775271181,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262618118778244,0,0,0,0,0,0,0,-8.67361737988404e-19,0.24625061945198,0,0,0,-0.0714495967693466,0,0,0,0.235952188625358,0,0,0,-0.0203831453370879,0,0.181458792750364,0,0,0.0126986952254809,0,0,0,0,0,0,0
X600031.SH,0,0.0888662580446079,0,0,0,0.0764611650298016,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.223129965931224,0,0,0,0,0,0,0,0,0,0.0642694807450458,0.0822854505188314,0,0,0,0,0.290354805011716,-0.0298532509461842,0,0.0657187009540691,0,-0.0533483889797346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000806894387842231,0.0130827788711585,0,0,0,0,0,0
X002304.SZ,0,0.158229433634845,0,0,0,0,0,0,0.0191954371860189,0,0,0,0,-1.73472347597681e-18,0,0.0602582344508413,0.15020269269407,0,0,0,0,0,0,0,0,0,0.0111008891538567,0,0,0,0,0,0,0,0,0,-0.0184113306320651,0,0,0,0,0,0,0,0,0,0,0,0.0549764977843676,0,0,0,0,0,0,0,0,0,0
