,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600104.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600418.SH,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002049.SZ,X600066.SH,X002028.SZ,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X600487.SH,X600460.SH,X601799.SH,X000921.SZ,X000661.SZ,X002294.SZ,X002180.SZ,X000800.SZ,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.505239517752245,0,0,0,0,0,0.0206379326894541,0,0,0,0,0,0,-0.0204622405653228,0,0,0.133421181776027,0,0,0,0,-0.00380532028650718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053615977075411,-0.131979018670649,-0.0285727354775897,0,0,0,0,0
X000858.SZ,0.458358345329587,0,0,0,0,0,0,0.429199377952856,0,0,0,0,0,0,0,0,0,0,0,0.0419796540344533,0.0439142490407741,0,-0.0466135754585975,0,0,-0.0307627037298991,0,0,0,0,0,0.00761105697028619,0,0,0,0,0,0,0,0,0,0,0,0.0782636900382431,0,0,0,0,0,0,0,0.0310488354081978,0,0,0,0,0,0,0
X600276.SH,0,0.408711544084656,0,0,0,0,0,0,0,0,0,0,0,0,0.17415302428276,0,0,0,0,0,0,0,0,0,-0.0934622806817818,-0.0131003325116354,0,0,0,0,0,0,0,-0.0604899017087054,0,0,0,0,0,0,0,0,0,0,0.258622051133616,0.0798281066099641,-0.167391708917807,0,0,0.13051075406776,-0.214273815885031,0.101953641490422,-0.169813690490112,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0374656055173013,0,0,-0.0288816726265062,0,0,0,0,0,0,0,0,0,-0.054416443449577,0,0.132395395594378,0.0301011858176039,0.751392379106945,0.0576616166615545,0,0,0,0,0,0,0,0,0,0,0,0,0.0127182570796263,0,0.154305694752665,-0.0566307409973869,0,0,0,0,0,0,0,0.0469081223214783,0,-0.00637955549100798,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00435460057549934,0,0.395749784580665,0,0,0,0,0,0.0232329660212862,0,0,0,0,0,0,0,0.0825053982284213,0,0.0178895974133238,0,0,0,0.120636765156154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298613736352791,0,0.217507009338148,0,-0.11799503655085,0,0,0,0,0,-0.0660506149785631,0.0235705053611034,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0299398107669944,0.459222105414901,0,0,0,0,0,0,0,0,0.119662894946544,0.073735568208262,0,0,0,0,0.0434892176333581,0,-6.93889390390723e-18,0,0,0,0.0144774957733746,0,0,0,0,0,0,-0.0515124474608093,0,0,0,0,0,0,0,-0.0465970803593763,-0.0606785195277277,0,0,0,0,0,0,0,0,0,0,-0.0343845182321061,0,0,0,0,0,0
X002415.SZ,0,0,0,0.000518023637192845,0.18173857218987,0,0,0,0,0.037659589511099,0,0,0,0,0,0,0,0,0,0.0241704374094926,0,0.212692739602891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283240695844786,0,0,0,0,0,0,0,0.0405646422082445,0,0,0.0156346778376987,0,0,0.090058504261525,0,0,0,0.120471430385788,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0693796064806664,0,0.656980852881901,0,0,0,0,0,0,0,0,0.153693677545908,-0.0105951148016918,0,0,0,0,0.050226988267256,0,0,0,0,0.0553079659062756,0,0,0,0,0,0,0,0,0,-0.0126462420340304,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0199205756880416,0.0019534086645935,0,0,0,0,0
X003816.SZ,0,0,-0.0581513613330748,0,-0.126919407179681,0,0,0.162290967104634,0,0,0,0,0,0,0,0,0,0,0.318440326452724,0,0,0,0,0,0,0,0,0,-0.0309758191621682,0,0.0847066354818396,0.402538511380498,0,0,-0.51071155000145,0,0,0,0,0,0,0,0,-0.242934995747382,0,0,0,0,0,-0.158777164489411,0,0,-0.067535133712636,0.167871260777619,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0689572301551294,-0.0951878783011824,0,0,0,-0.02022693822824,0,0.210317000612882,0,0,0,0,0.0493050285351285,0,0,0.0420231644836302,0,0,0,0.386437057442348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243217581735549,0,0,0.102828689332277,0,0,0,0.0429721047861964,0,0,0.115388796804094,-0.0359163128329464,0,0.0346547527777651,0,0,0,0
X000568.SZ,0.317741383237217,0.248897038446867,0,0,0,0,0,0.397173910092852,0,0,0,0,0,0,0,0,0,0,0,0.111544950728121,0,0,0,0,0,0,0.0128585772846554,0,0.030330218950206,0,0,0,0,0.0213147704833697,0,0,0,-0.0886387009922587,0,0,-0.0249803390733369,0,0,0,0,0,0,0,0,0,0,-0.0217156460563654,0,-0.0699935528885056,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396865759399866,0.699438068284663,-0.00789599621345169,0,-0.0251639601240916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323183929695658,0,-0.025149867251179,0,0,0,0.109245456494376,0,0,0,0,-0.0244278983066522,0,0,0,0,0.362570240653883,0,0
X600031.SH,0,0,0,0,0.138320704470175,0.150356115382093,0.229286876220135,0,0,0,0.0614675023380167,0,0,0,0,0,0,0,0,0,0,0.0249534702251543,0.0636283021868416,0,0,0,0,0,0,0,0,0.165192962375626,0,0,0.0714383787881945,0,0,0,0,0,-0.00628905325844649,-0.030981051761881,0,0,0,0,0.0339446948962696,0,0,0,0,0.0147329509487257,-0.0466262524195412,0,0,0,0,0,0
X600104.SH,0,0,0.0634933164421199,0,0,0,0,0,0.162789550448802,0,0.278651067981236,0,0,0,0,0,0,0,0,0,0,0.0872120216265647,-0.189470702786846,0,0,0,0,0,0,0,0,0,0,0.128129625541141,0,0,0,8.67361737988404e-19,0,0,0.0192868924471201,0,0,0.0728411351951721,0,0,0,0,0,0.0231716339000581,-0.0053895890473134,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0.0273274194304564,0,0,0,0,0,-0.084327726787832,0,0,0,0,0.046943286305917,0,0,0,0,0,0,0.541057398582585,0.0674125551011404,0,0.20550164278507,0,-0.0999712952542818,0,0,0.0632209198374676,0,0,0,0,0,0,0,0,0.0781622710124569,0,0.0705339075672037,0.0433379662267914,0,0,0,0.318926875514279,0,0,0,0,0,0,-0.136257585067044,0,0,0,0,0,0,0
X000063.SZ,0,0,-0.0255928709059093,0,0,0,0,0,0,0,0,0,0.13756419569182,0,0.1291775018905,0,0,0,0,0.0820184063309847,0,0,0,0,0.0284754587601222,0,0,0,0.267139014597836,0,0,0,0.00928750580425024,0,0,0.13572639293563,0,0,0,0,0,0.0652666890830619,0,0,0,0,0,0,0,0,0,0.0454533682843441,0.0970425201740787,0.0959771258194022,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38519724041226,0,0,0,0,0,-0.0357344285209013,0.143091048071181,2.16840434497101e-19,0,0,0.110467254138019,0.080567230603497,0,0.00609828807170988,0,0,0,0,0,0.0561525308665164,0,0,0.324746222330811,0,0,0,0,0,0,0.0670222865911239,0,0,0,0,0,0,0,-0.0340472961012392,0,0.054782083249509,0,0,0,0,0
X002304.SZ,0.052564456526895,0.535714522248875,0,0,0,0,0,0.0779877298602775,0,0,0,0,0,0,0,0,0.313616558792937,0,0,0,0,0,0,0,0,-0.0442882426023273,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935142077432651,0,0,-0.0876406497599492,0.0146203336091067,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0498889315281847,0,0,0,0,0,0,0,0,0,0,0,0.206619017673156,0,0,0,0,0,-0.0194466717092831,0,0,0,0,0,0.248654415159718,0,0,0.0710205213440388,0,0,0,0,0,0,0,0,0.185889988056623,0,0,0,0,0,0,0,-0.0676016638388411,0,0.0980942364267737,0,0,0.0125022917774813,0,0
X000596.SZ,0,0,0,0,0,0,0,0.374857348185252,0,0,0.326391280347417,0.0595985001171573,0,0,0,0.132710534961366,0,0,0.107067943537322,0,0,0,-0.108907182120732,0,0.0801250069325064,0,0,0,0,0,0,0,0.242406386238157,0,0,0,0,0,0,0,-0.0435556063915345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,-0.0557380868364145,0,0,0,0.228230753849255,0,0,0,0,0,0,0,0,0,0,0,-0.102563230833308,0,0.110551856788278,0,0.285951271900077,0.0932390760572505,0,0,0,0,0,0.0683080333865653,0,0,0,0,0,0,0,0,0.10432021376473,0,0,0,0,0.0153818062302937,-0.0136420494551428,0,0,0,0.0138358950605047,0,0
X300014.SZ,0,0,0,0,0,0,0,0.015470196047257,0,0,0,0,0,0,0.291714481242489,0,0,0,0,0,0.0415057484080473,0,0,0,0,0.0247260050647402,-0.0214074228000171,0,0,0,0,0,0,0,0,0,0,0,0.222051992605306,0,0.184180930635993,0,0.114450925319476,0,0,0,0,0,0.623581463850396,0.129038519929256,0,0.0833367177110235,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0.0460128310701378,0,0,0,0,0.0920437307707649,0,0,0,0,-0.471184973827018,0,0,0,0,0,-0.0996977645589926,0,0,0,0,0,-0.13473297970655,0.241698531568232,0,0,0,0,0,-3.46944695195361e-18,0.0525744492957506,0,0,0,0,1.07263072485477,0,0,0,-0.091569592836865,0.0924165753907343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
