,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X002236.SZ,X000100.SZ,X600183.SH,X300003.SZ,X300142.SZ,X600271.SH,X002007.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X002241.SZ,X600498.SH,X002506.SZ,X600177.SH,X002129.SZ,X600867.SH,X002049.SZ,X600487.SH,X300014.SZ,X000050.SZ,X300146.SZ,X600066.SH,X002008.SZ,X002371.SZ,X002463.SZ,X300136.SZ,X000977.SZ,X000066.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226024592231232,0,0,0,0.0409746258101864,0,0,0,0,0,0.00239462673306269,0,0,0,0.00712923492017975,0,0,0,0,0,0.136836116195388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135523341384913,0,0,0,0,0,0,-0.0101010345382973,-0.00890601885132152,0,0.0811155316549098,0,0.0532312400334777,0,0
X000858.SZ,0.0260531586733495,0,0,0,0,0,0,0,0,0.350075562112366,0,0.117346682693449,0,0.0765595703864502,0,0.0532717331752749,0.0930407314769057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547157381437853,0,0,0,0,0,0,-0.046260914576108,0,0,0,0,-0.00920321166410009,0,0
X000651.SZ,0,0.226807070042359,0,0,0,0,0.0804192030346326,0,0,0,0,0.08490776730282,0,0,0.153190644429602,0,0.0144767788279592,0,0,0,0,0,0,-0.0278348179180419,0,0.0317236831783556,0,0.0815003753875678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647459834971798,-3.46944695195361e-18,0,0,0.0199711732510362,0.000488772831447348,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.189520322346121,0,0,0,0,0,0.0700505472853247,0,0,0,0,0,0,0,0.2143193911112,0,0.106958821793359,0,0,0,0,0,0,0,0,0.0512326108892263,0.141892351526782,0,0,0,0.131070722492354,0,0,0,0,0,0,-0.0296892325529094,0,0.00227588502474789,0,-0.00878771689100179,0,0,0,0.0338608084009928,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0207985630993235,0,0,0.232606501767384,0,0,0,0,0,-0.0353146464527305,0,0,-0.074611684769766,0.0940370095069866,0,0,0.0667606412874181,0,0,0.211137569823848,0,0,0,0,0,0,0,0,0.0718518713395121,0,0,0,0,0,0,0,0.0701708148870006,0,0,-0.0378244705180963,0.00419450104805436,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0904598908920014,0,0,0,0,0,0,0,0,0,0.615873649750502,0,0,0,0,0,0,0,0,0,0.202174067451477,0,0,0,0.181875167347971,0.049579565711486,0,0.0500143215032734,-0.0126077725718698,-0.0837968697908369,0,-0.0883399542213524,0,0,0,0,0,0,0,0,0,-0.0185603463325054,0,0,0,0.0727427297371084,0,0
X002304.SZ,0,0.0156689835879325,0,0,0,0,0,0,0,0.167207595639624,0,0,0,0,0.19736722564596,0,0.194377946355623,0,0,0,-0.0339945082190375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081297032883655,0,0,0,0.041280137360648,0,0,0,0,0,0,0,0,0,0,0.116600429485658,-0.0425994256120103,0.0573007632330112,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.166591552992939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421183029185512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226768291577034,0.015150337926961,0,0,0.34867515127029,0,0,0,0,0.0641757628109834,0.0604018407273283,0,0.0184009227243831,0,0,4.33680868994202e-19,0.0771989861058684,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0017585007749378,0,0,0,0,0,0,0,0,0,0,0,0.202048544197638,0,0,0,0,0,0,0,0,0.175773851041573,0,0,0,0,0.0482032838745546,0,0.0827639726716114,0,0,0,0.0412863965895878,0,0.00536406550870065,0.19725350557396,0,0.0245045480918972,0,0,0.06089261186859,0.0122592230877206,0,0,0,0,0,0
X000568.SZ,0,0.526930293350479,0,0,0,0.0781635108723923,0.0388592743612217,0,0,0,0,0.0121845600553752,0,0,0,0,0,0.224331796883477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748840403469973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157556468444985,-0.0155272466143715,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X600031.SH,0,0,0.185189293172268,0,0,0,0,0,0,0.0213283851960427,0,0,0,0.197709351472038,0,0,0,0,0,0,0,0,0,-0.00244087896821497,0,0.139170883167764,0,0,0,0,0,0.0567766662477446,0,-0.0224077205383372,0,0,0,0,0,0.00604094835399976,0,0,0,0,0,0,0,0.0257457546885608,0,0,0,0,0.013726645579916,0,0,0,0,0,0
X002475.SZ,0.189100009932134,0.0811772387743978,0.288660218619572,0,0,0.215255357296521,0,0,0.441179637799014,0,0,0,0,0,0.116371292190945,0,0,0,0,0,0.114968524803733,0,0,0,0,-0.0965688599375378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285201014806234,0,0,0,0,0,0.00992387148354509,-0.0563306818845434,0,0,0,0.0356676740952453,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117821002347112,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0608241766911189,0,0,0,0,0,0,0,0.00200084252954633,0,0,0,0.177477124082697,0,0,0,0,0,0,0,0,0.00514082941518026,0,0,0,0.0876436289294118,0,0
X000338.SZ,0,0.101624689211148,0.185260966145845,0,0,0,0,0,0,0,0.0212017033485102,0,0,0,0,0,0,0,0,0,0.00741467529644072,0.0790866529787189,0,0,0,0,0,0.0353499388385863,0,0,0.0269667608689289,0,0,0,0,0,0,0.0390813902712468,0,0.0885346534803024,0.331903252635043,0,0,0,0,0,0,0,0,0,0,-0.0107852077927471,0.00503717360097738,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0787630515712777,0,0,0,0,0,0,0.284503525712588,0.242898010853694,0,0,0,0,0,0,0,0.109168681136804,3.46944695195361e-18,0,0,0,0.00664761933792269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326650737963498,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.0338815687649747,0.208269242151134,0,0,0.232625526837835,0,0,0.0214597899007121,0,0,0,0.343250919071656,0,0,0,0.0376046430083933,0,0,0,0,0,0,0,0,0,0,0.0493229522846817,0,0,0,0,0.033390409363313,0,0,0,0,0.217328338720335,0,0.0302229407943326,0,0,0,0,0,0,0,-0.0180390721166438,0,0,0,0,0.175944993734474,0,0
