,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X600372.SH,X002456.SZ,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X300003.SZ,X002294.SZ,X600867.SH,X600699.SH,X000981.SZ,X600522.SH,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X002074.SZ,X000066.SZ,X002426.SZ,X000623.SZ,X600498.SH,X002506.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0680500091095055,0,0.072845547690782,0,0,0.0982638516598475,3.46944695195361e-18,0,0,0,0,0.040252444432723,0,0,0,0,0,0.197038353573096,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493148201752481,0,-0.00117140893147347,6.25705537665568e-05,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0473884128973594,0,0,0,0,0,0,-0.0211174985331981,0.7420989007565,0,0,0,0,0,0,0,0,0,0,0,0,0.133419906195823,0,0,0,0,0,0,0,0,-0.0167551491273816,0,0,0,0,0,-0.0348318298348412,-0.0746562211620323,-0.103454892621344,0,0,0,0,-0.131811617276228,-0.0774156454411046,0,0,0.0396937646132751,0,0,0,0,0
X002415.SZ,0,0,0,0.0490070200234214,0,0,0,0,0,0,0,0,0.00850300307851774,0,0,0.0580165854243761,0.0932819029739637,0,0,0,0,0.0762829280509043,0,0.153583486761381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110543617604279,0,0,0,0,0,0.118014975029024,0,0,-0.0250124224160915,0.0211659600867627,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.027132976373715,0,0,0.556492342736742,0.802921743905234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123907506950815,0,0,0,0,0,0.22969573768717,0,0,0,0,0.0179694830354271,-0.169426926645323,0.3106965206599,0.193187432629834,0,0,0,0.0230388740022693,0.0194835346834521,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.351824111214612,0,0,0,0,0,0.21853891690876,0.0181798992310914,0,0,0,0,0,0,0,0.147200191042449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184591474025512,0,0.000820984040698851,0.00340143585811581,0,0,0,0,0,0
X000725.SZ,0,0,0,0.130648136746934,0,0,0,0,0,0.0479193751124042,0,0,0,0,0,0,0,0,0.331550089853036,0,0,0,0,0,0,0,0,0,0,0,0.11345418144706,0,0,0,0,-0.0115886802373539,0.310042984065387,0,-0.0257618799013608,0,0,0,0,0.017713279690721,0,0,0,0,0,0,0.00805458822102376,-0.0287581227267437,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.016750264082568,0,0,0,0,0,0,-0.0441535339937394,0,0,0,0,0.0886415312670998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00407020474438411,0.192245556969429,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0613782784225747,-8.67361737988404e-19,0.0259250282647842,-0.00852809269577475,0,0,0,0,0,0
X002304.SZ,0,0.0957569099826658,0,-1.0842021724855e-19,0,0,0,0,0,0.105972495353886,0,0,0,0.278451352556061,0.0801981317051666,0,0,0,0,0.013704073312704,0,0,0,0,0,0,0.0590475538687284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535768711011609,0,0,0,0,0,-0.0920153939976455,0.00440884511939579,0,0,0,0,0,0,0
X000625.SZ,0.0962896493197346,0.028924839763984,0,0.0716772562340668,0,0.0917600393867793,0,0,0,0.03898672872739,0,0,0.119103929035245,0.430512588622038,0,0,0,0,0,0,0,0.0819781638235151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000739944938253948,0,0,0,0,0,0
X000063.SZ,0.182621358311678,0,0,0.121954966311958,0,0,0,0,0,0,0,0,0,0,0,0,0.13288958899823,0,0,0,0,-0.029281798412268,0,0,0,0,0,0,0,0,0,0,0.0250132823501144,0,0,0,0.0063512497113897,0,0,0,0,0,0,0,0,0.109740558401366,0,0,-0.0359122698439336,0,1.0842021724855e-19,-0.000337611999373054,0,0,0,0,0,0
X600690.SH,0,0,0,0.134192375186857,0,0,0,0,0,0,0,0,0.0632790657590682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11001569505444,0,-0.0535684963086331,0,0.165161100136182,0,0,0,0,0,-0.0483966103420249,-0.0667499459456403,0,0,0,-0.151153918317455,0,-0.00169958415965351,-0.0056520610949105,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.169729069674949,0,0,0,0,0,0,0,0,0,0,0.0716833863590277,0,0,0,0.0460280516752663,0,0,0,0.395733508287996,0,0,0.0415607691544278,-0.0357521648332872,0,-0.165930603321938,0,0,0,0,0,0,0,0,0,0.107472559959372,0,0.301443730613475,0.0163416178902916,-0.00317424532944725,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.280024611968145,0,0,0,0,0,0,0.047996084025739,0,0,0,0,0,0,0,0,0,0,0,0.0856854451017576,0,0,-0.0622315352173949,0.303306021254583,0,0,0,0.357341109775409,0,0,0,0,-0.0248555510881188,0,0,0,0,0,0,0,-0.0766817427072592,0,0,1.38777878078145e-17,0,-0.0960595449423529,-0.0143232261944689,0.0111290362410234,0,0,0,0,0,0
X600741.SH,0,0.465306974940536,0,0,0.0495694823048174,0,0,0.0464549939942592,0.0437204100703926,0,0,0,0,0,0,0.0114318827557536,0.139032231407321,0,0,0,0,0,0,0.133204552769951,0,-0.036103340090814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00451519884634897,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.627205563960479,0,0,0.0534444881934586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861535720574505,0,0,0,0.0254842783558682,0,0,0.0461539134183599,0,0,0,0,0.00112057990701875,-0.00596223543126331,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.0656122285901913,0,0,0,0,0,0.114567363388425,0,0.166230996724154,0,0,-6.93889390390723e-18,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0928533255628265,0,0,0.178739460529265,0,0,0,0.0489912343370071,0,0.232784987344485,0,0,0,0,0,0,0,0.133319046459463,0,0,0.0708475387491155,0.0292685716090747,-0.0399853092921064,0.0166114173030114,0,0,0,0,0,0
