,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X300003.SZ,X600271.SH,X000157.SZ,X002007.SZ,X300142.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002179.SZ,X600177.SH,X000977.SZ,X002371.SZ,X600776.SH,X600498.SH,X600487.SH,X002506.SZ,X000066.SZ,X300146.SZ,X600183.SH,X600867.SH,X600066.SH,X000050.SZ,X600118.SH,X002129.SZ,X600522.SH,X002049.SZ,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0157727377247803,0,0,0,0,0,0.220379941378565,0,0.0202501784337346,0,0,0,0,0,0.0727782652132115,0,0,0,0,0,0,0,0,0,0.137945133697019,0.036946392002471,0,0,0,0,0,0,0,0.0224610664962238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320816482757105,0,0,-0.0404463626039926,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.279173253866901,0,0,0,0,0,0.4449665240275,0,0.00712597960344269,0,0,0,0,0.13122767605194,0,0,0,0,0,0,0,0.0508864091788292,0,0,0,0,0,0,0,0,0,0.0227383092162774,0,0,0,0,0,0,0,-0.0241035505250991,0,0,0,0,0,0,0
X000651.SZ,0,0.0482548505687302,0,0,0,0,0,0,0,0,0.306809300647395,0,0,0,0,0,0,0.110417842798833,0,0,0,0,0,0,0,0,0.0373515111305501,0,0,0.14921434338966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931577459416968,0,0,-0.034778016817539,0,0,0,0,-0.0183448420090437,0,0
X600104.SH,0,0,0.0242725970293728,0,0,0.140953127368447,0,0,0,0.0296979276228265,0.0531317829738931,0,0,0,0.0578586898138755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100627383386634,0.070618041410571,0,0,0,0,0,0,0,0,0.109765790470118,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257436325654656,-0.0113496146656773,0,0,0,0,0,0
X600276.SH,0,0,0.0987865589843323,0,0,0,0,0,0,0,0,0,-0.0245131039109238,0.238595548612743,0.12483775210449,0.133528676302483,0,0,0,0,0,0.0310254129671692,0,0,0,0,0,0,0.0239191779034992,0,0,0,0,0,0.0555213827862464,0,0,0,0,0.00559405192997548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726373064894777,0.118223152306664,0,0,0,0,0,0,0,0,0,0,0,0.324276083110877,0,0,0,0,0,0,0,0,0,0.202948865271664,0,0,0,0,0,0,-0.0185123456091417,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539421828692453,0,0
X002304.SZ,0,0.250214939601346,0.0524508428013652,0,0,0,0,0,0,0,0.0442572773051973,0,0,0.0230204448987065,0,0.136857026038586,0,0,0,0,0,0,0,0,0.16165118357547,0,0,0,0,0,0,0,0.0433727356380917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197198774528974,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.037507217586268,0,0,0,0,0,0,0,0,0,0,0.14090486814561,0,0,0,0,0,0,0,0,0,0,0,0,0.162684071344237,0.124170355641859,0,0,0.0866485170757325,0,0,0.170693784923211,0,0,0,0,0,0,0,0,0,0,-0.0527453596992907,-0.0619595974583944,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173359932790917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701339471166783,0,0,0,0.0146088556267293,0,0.207259187261882,0,0,0.160379063790909,0,0.140485423900742,0,0,0,0,0,-0.0317294962557887,-0.0120032420564402,0,0,0,0.0307723551594942,0,0
X000568.SZ,0,0.381661334126346,0,0,0,0,0,0,0,0,0,0,0.251912459243356,0,0,0.047673228846103,0,0,0.0411229093600217,0,0.0227891703704583,0,0,0,0,0,0.00202423353990258,0,0,0.0812082379145163,0,0,0,0,0,0,0,0,0,0,0,0.0126084543024044,0,0,0,0,0,0,0,0,0,-0.0135266372109638,0,0,0,0,-0.0303656531772452,0,0
X600031.SH,0,-1.73472347597681e-18,0.232763588388315,0,0,0,0,0,0,0,0,0,0.169958086903198,0,0,0,0,0.072997200062989,0.0322684800571221,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0270079630971096,0.0694498771609536,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.436530615572783,0,0,-0.0396258333611472,0.0597271172780267,0,0,0,0.0127532971097022,0,0
X600690.SH,0,0,0,0,0,0.207728104178694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683987555373354,0,0,0,0,0.222713389559922,0,0.166650042542957,0,0,0.0122888803186753,-0.00544834085713106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228454886617799,0,0,0,0,0.00875423726090428,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.727090673575742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206655466989534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13467279381642,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.105035394245,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0724481539540645,0,0,0,0,0,0,0,0,0,0.0842711285653249,0,0,0,0,0,0,0,0.23900636864779,0,0,0,0,0,-3.46944695195361e-18,0,0.0459033901472258,0,0,0,0,0,0,0,0.109049052523411,0,0.075550194168228,0,0,0,0,0.0176142025033939,0,0.109076014141034,0,0,0,0,0,0,0,0,0,0,-0.0812774626565037,0,0
X600741.SH,0,0,0.0401095751575092,0,0,0,0,0.044269505110672,0,0,0.26912902378575,0,0,0,0,0,0,0,0,0.0688244983016737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136312836716156,0.00892048826951226,0,0,0,0,0.234897445929671,0,0,0,0,0,0.161046858653965,0,0,0,0.0676193524913526,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.339605090221359,-0.115510901080166,0,-0.015503715104087,0,0,0,0,0.216588615016341,0.417406052695432,0,0,0,0,0,0,0.0791551909427291,0,0,0,0,0,0,0,-0.0121939931006924,0,0,0,0,0.0686576598379226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.241306779434935,0,0.0667022708168494,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.129895104772682,0,0,0,0,-0.00382703848802197,0,0.037682333770065,0,0.0508841457328414,0,-2.16840434497101e-19,0,0,0.0567536891442496,0,0,0,0,0,0,0,0,0,-0.166364861182522,0,0,0.12556220519963,0.113976328144883,0,0,0,0,0,0,0,-0.0397873275932191,0,0,0,0,-0.0268042856650173,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.0195439747638269,0.117982778087081,0,0,0,0,0.284601816768344,0,0,0,0.0881896720367373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142096793825915,0,0,0,0,0,0,0,0,0.00528753755195406,-0.0444252594780217,0,0,0,0,0,0
X600809.SH,0,0.340728763006372,0,0,0,0,0,0,0,0,0,0,0.202256896432162,0,0,0.135870957854688,0,0,0,0,0,0,-0.0792593740012009,0,0,0,0,0,0,0,0,0,0.0973733143147015,0,0.0111399323737277,0,0.0532730557533634,0,0,0,0,0,0.0212963686652529,0,0,0,0,0,0,0,0,-0.0341822204327747,0,0,0,0,-0.00302528208722925,0,0
