,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X600703.SH,X600741.SH,X000100.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X600183.SH,X002049.SZ,X000157.SZ,X000800.SZ,X002414.SZ,X300003.SZ,X601799.SH,X300136.SZ,X002008.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002508.SZ,X600779.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22378599186001,0,-0.0719485092059335,0,0.0810086308618845,0.0138052400413778,0,0,0,0.344669718608745,0,0,0,0,-0.0103968369722817,0,0,0,0,0,0,0,0.0749123784933399,0,0,0,0,-0.0798465244444698,0,0,0,0,0,0.0462631202499829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275856435820737,0.0203428659904106,0,0,0,0,0,0
X000858.SZ,0.0296811621775281,0,0,0,0,0,0,0,0.124252382360087,0,0.0624406824307223,0,0,0,0.0235203518697018,0,0,0,0,0.0293756169959161,0,-0.133701568195639,0.117249813261246,0.0734838635116835,0,0,0,0,0,0,0.00466727893479797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443729846283516,0.129879772102629,0,0,-0.00641796215981356,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.268725985096793,0,0,0,0,0,0,0,-0.0738912248804826,0,0,0.0127554935482451,0,0,0,0,0,0.0204002945259311,0,0,0.130314829963105,0,0,0,0,0,0,0.0653217178001622,0,2.51917561744667e-06,0.0619452589902532,0,0,0,0,0,0,0,0,0,0,0,0.00138663663897514,0,0,0,-0.032950284164587,0,0
X002415.SZ,0,0,0,0,0,0.22461227014496,0,0,0,0,0.0318689099167049,0.110041172737031,0.0381958567227221,0,0.00253203920369625,0,0,0,-0.131187495757908,0,0,0,0,0,0.00201403746650803,0,0,0,0,0,0.158846236151864,0,0,0,0,0,0,-0.0920564852667207,0,0,0,0,0,0,0,0,0,0,0,0.129062272299067,0,-0.0401494999802332,0,0,0,0,-0.00871028579072885,0,0
X000651.SZ,0,0,0,0,0,0,0.0329402229841663,0,0,0,0,0,0,0,0,-0.0828667650407626,0,0,0,-0.0122405984945429,0,0,0,0,0,0.112390521698561,0,0.0636419345102769,0,0,0.118644667197968,0,0.0376459263159684,0,0,0,0,0.0205502198091274,0.0174830350049126,0,0,0,0,0,0,0.0360351712893529,0,0,0,0,0,-0.0171203740794656,0,0,0,0,-0.00544168352894261,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0767967176557423,0,0,0,0,0,0,0.408858730288926,0,0,0,0,0,0,0,0,0.0413821156138822,0,0,0,0,0,0.142133334822495,0.0142004831864221,0,0,0,0,0,0,0,0,0.0509469972115695,0.0702657918196314,0.030015129900199,0,0,0,0,0,0,0,0,0,0.0305207190717446,0,0,0,0,0.0311155811273877,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.118521674150178,-0.109215775140434,0,0,0,0,0,0,0,0.174866633660983,-0.0316020257000465,0,0.169700885977393,0.179774461007222,-0.0335771127399382,0.0766528023200207,0.0351350327731557,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100277978543925,0,0,0,0,-0.0664759531089466,0,0
X000568.SZ,0,0,0,0,0,0,-0.0379360187777457,0,0.435582017226037,0,0,0,0,0,0.119281505670309,0,0,0,0,0.164653921145304,0,0,0,0,0,-0.148671971299392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152949315355828,0,0.105966401916938,0,0,-0.0282866373375211,0.094989800094475,0,0,0,0,0,0
X002304.SZ,0,0.0508612680037898,0,0,0,0,0,0.226349902380659,0,0,0,0,0,0,0,0,0,0,-0.117897416327279,0,0.29141898925052,0,0,0,0,0,-0.0349345092179938,-0.0259692017863463,0,0,0,0,0,0,0,0,0,0,0,0.0504842943469542,0,0,0,0,0,0,0.103131946177837,0,0.0586369424958887,0,0,0,0,0,0,0,-0.0203388823698763,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0566490686581262,0,0,0,0,0.161717007578323,0,0,0.274017328978262,0,0.0668241420552476,0,0,0,0,0,0,0.0712455329351863,0,0,0,0,0,0,0,0,0,0,-0.184548674866619,0.0434030953139566,0,0,0,0,0,0,-1.73472347597681e-18,0,0.157151067740337,0,0,0.070004776102916,-0.0112927465346239,0,0,0,0.0318995404249616,0,0
