,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X600089.SH,X002179.SZ,X002236.SZ,X000100.SZ,X600372.SH,X000661.SZ,X000977.SZ,X002241.SZ,X600702.SH,X002180.SZ,X600584.SH,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600741.SH,X600460.SH,X002074.SZ,X002463.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X000066.SZ,X002294.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.151806519169304,0,0,0,0,0,0,0,0,0.0170814499954819,0,0,0,0,0,0,0,0,0.0592370124987683,0,0,0,0,0,0,0,0,0,0,-0.013497893574646,-0.0165391439865993,0.218864301117212,0,0,0,0,0,0,0,0,0.21252016333628,0,0,0,0,0,-0.0155939276688349,0,0,0,-0.0260755213643767,0.0150153657069932,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0177550119068063,0.37117157972683,0,0.0265961311467611,0,0,0,0,0,0,0.0121867666799146,0,0,0,0.115291740777643,0,0,0,0,0,0.0448852652026377,0,0,0,0,-0.0625303477436923,0.0352963537800906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234604247841583,-0.018160442806039,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.278464791984356,0,0,0,0,0,-0.0251006171210224,0,0.0458512463326184,0,0,0,0,0,0,0,0,0,0,0.0408426836801826,0,0,0.206187368526658,0,0,0,0,0,0.173211236781564,0.0541811670433267,0,0,0,0,0,0,0.108123811903894,0.0356846809297822,-0.166276343402919,0,0,0,0,0.0549539211293588,0,0,0,0.0103973979125727,0,0,0,0,0,0,0
X000568.SZ,0,0.35478257423491,0.12597764332445,0,0,0,0,0.392235077625486,0,0,0.124732660424336,0,0,0,0,0,0,0,0,0,0,0,-0.00846439069795129,-0.0909441922212441,0,0,0.0929544736016815,0,0,0,0,0,0,0,-0.238789663549813,0,0,-0.00920801519785927,0,0,0,0,0.0811312770501655,-0.0290792786498056,0,0.0290260550038854,0,0,0,0.0673291640967491,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0679113272253051,2.71050543121376e-20,0,0,0,0,0,0,-0.0538757790372107,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0845099551438576,0.00410619846022765,0,0,0,0,0.0553827804625835,0,-3.46944695195361e-18,0,0,0,0.116040784432253,0,0.118391069943831,0,0,0,0,0,0,0.0511407419137693,0,0,0.111559840612262,0,0,0,0.147646849430975,0,0,-0.00794985520446397,0,0,0,0,0,0,0
X600809.SH,0,0.156548557180879,0,0,0,0,0,0.139090682844141,0,0,-0.00750033033258327,0,0,0,0,0,0.076786986647954,0,0,0,0,0,0.055890519178174,0,0,-0.202712304028514,0.0457635257758858,0,0,0.0690347214616361,-0.0276534106220626,0,0,0.142052521867043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975420761429853,0,0,0,0,-0.0386173354265724,0,0,0,0,0,0
X000651.SZ,0,0.0552022364568353,0,0,0,0,0,0,0.100922399334829,0,0,0.0134492180058505,0,0,0,0,0,0,0,0,0.217270454030718,0,0,0.0129379493578723,0,0,0,0,0,0,0.00446432624998885,-0.0115714127333919,0,0,0,0,0,0,0,0,0.0877186031435473,0,0,0,-0.0278186284267872,0,0,0,0,0,-0.0220294230489349,0,-0.0473462680530712,0,0,0,0,0,0
X002304.SZ,0,0.35403869600483,0,0.30129003775532,0.0180967673971782,0,0,0,0.0228970195913025,0,-0.0141499101323402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151677607705839,0,-0.0521666181480386,0.0342664523264454,0.0814212785458018,0,0,0,0.0186630834113675,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0287925308711611,0,0,-0.055371691926796,0.0432588499444765,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.206447786229574,0.0824562533142063,0,0.0227332473275692,0,0,0,0,0,0,-0.0498231241323966,0,0,0,0,0,0,0,0,0,-0.287954195463099,0,0,0,-0.00696121068065002,0,0,0,0.185887982319954,0,0,0,0,0,0,0,0,0,0,0,0.00103394225198459,0,0,0,0,0.0254818494025939,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0572533444203393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445163443019906,0.215978788566548,0,0,0,0,0,0,0.00572797577079309,0.0226568114915408,0,0,0,0,0,0,0,0,0.0246934669347486,0,0.158559391744182,0,0,0,0,0,0,0,0,0,0.0476057497871613,0,0,0,0,0,0
