,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X002241.SZ,X002008.SZ,X600487.SH,X000100.SZ,X300136.SZ,X601877.SH,X600066.SH,X600809.SH,X002508.SZ,X300124.SZ,X600522.SH,X002294.SZ,X600271.SH,X300003.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X002129.SZ,X000596.SZ,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X300142.SZ,X002179.SZ,X000661.SZ,X600566.SH,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.476684325190368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00140340347687901,0.0884146209418139,0,0.0598836134622737,0,0.0858536720237549,-0.0576541980843617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862547201213553,0,0,0.00733454644135965,0,0,0,-0.0863285717287506,0,-0.0351974261885803,0.0664905128764241,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.103562965871522,0,0,0,0,0,0.0707864584858612,0,0.00780531650363272,0.14292285055836,0,0,0,0,0,0,0,0.0142427747695657,0.11246848536118,0,0,0,0,0,0,0,0,0,0,0.0809386153586893,0,0,0,0,0,0,0,0,0,0,0.0497409870997666,0,0,0,0,-0.121194681059598,0,-0.0415247556028918,0.0623102886863662,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.233616955405079,0,0,0,0,0,0.290421487471695,0.174596037327091,0.0269362886861225,0.0149038961303355,0.0633723855075089,0,0,0.0143621700389444,0.0309345499825525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707716900295468,0,0.0255013218347856,0.0443127514406615,0,-0.0182049339675262,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.143998191438628,0,0,0,0.233035526753711,0,0,0,0,0,0,0,0,0.0118221300904908,0.0108314896404132,0,0,0,0,0.331881795314585,0,0,0.0666607995364278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0109931278712905,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0.234776833034148,0,0.163971393301512,0,0,0,0,0.0829328247095238,0,0,0,0,0,0,0,0,0,0,0,0,0.00668696460752079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522559113501145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.374208143750057,0,0,0,0,0,0,0.138992806970542,0,0,0,0,0,0,0,0,0.177305495438672,0,0.160642152192214,0,0,0,0,0,0,0.030271604600087,0,0,0,0,0,0.259243479973565,0,0,0,0,0,0,0,0,0,0.180531392186815,0,-0.082466765616456,0.118054164688761,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.128415087209336,0,0,0,0.111886633529245,0.0477652835340474,0,0,0,0,0,0,0,-0.0380994666200522,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.233009718239881,0,0,0,0,0,0,0,0,0,0,0.0211999926280546,0,0,0,0,0.0706022591983782,0,0,0,-0.0838902496471057,0,0,-0.0353041182250002,0.0689024796119648,0,0,0,0,0,0
X002304.SZ,0.305703072698783,0,0,0,0,0,0,0,0,0,0,0.302686170202263,0.0891436485188207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464114158651097,0,0,0,0,0,0,0,0,0,0,0,0.0683468457597885,0,0,0,0,-0.0352135176199643,0.0254004464305138,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.263020773585405,0,0,0,0,0,0,-0.0980178805468272,0,0.214000433530546,0,0,0,0,0,0,0,-0.0429249071560722,0,0,-8.67361737988404e-19,-0.0302256106453106,0,0,0.261042965778391,-0.192676101252304,0.148186761330786,0,0,0,0,0,0.289609352555349,0,0,0,0,0.0971179589189527,0,0,0,0,0,0.121899611324882,0.164776778593314,0,0,0.0303902190203144,-0.0475248003424461,0,0,0,0,0
X600690.SH,0,0,0,0,0.123223205183036,0,0.0964256207515539,0.0515344997560272,0,0,0.0152478934504814,0,0.0812369958360657,0.0199210834429516,0.0665382175607045,-0.176618227479186,0,0,0,0.121489429644685,0.0666884356281156,0,0.204074003162457,0,0,0,0,0,0,0.172606299456977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192384214107346,0,-0.00678711346685731,0,0,0,0,0,0,0
X600703.SH,0,0,0.00182949729227125,0,0,0.134844735310826,0,0,0,0.283793684277403,0,0,0.0907732522429139,0,0,0,0,0,0,0.0160933288270609,0,0,0,0,0.110523650915577,0,0,0,0,0,0,0,0,0,0,0,0,0.271577984898083,0,0,0,0,0.088395073787897,0,0,0,0.271398364874137,0,0.0810359127935555,0,0,-0.0303730517099535,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0300304241532681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195998811240252,0.000714902698806384,0.00138489311464275,0,0.0424825566617931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202157263343803,0,0,0,0,0.0743835403353289,0,0,0,0,0,0,0.00753828090232669,0.00173071499216411,0,0,0,0,0,0
X600741.SH,0,0.0538505413141496,0,0.0521480938633869,0,0,0,0.132209916495148,0,0.23195381079762,0,0,0,0,0,-0.0174261623462176,-0.0465323324812259,0,0,0.0298198108596803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123887545817388,0,0,0,0,0,0.0760148139847968,0,0,0,1.73472347597681e-18,0,0,-0.028941809598147,0.0564050186878919,0,0,0,0,0,0
X002475.SZ,0,0.00830367295469836,0.0151610930526802,0,0.0339643189214504,0.00833099151306644,0.065714775916931,0,0,0,0,0,0,0,0,0,0,0,0.2901300618761,0,0.186859721865989,0,0,0.25520355451835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10254667125049,-0.0652145439124696,0,0,0,0.00954878889335777,0,0,0,0,0,0,0
X002236.SZ,-0.0343022044441885,0,0.541383931500422,0,0,0,0,0,0.0344641983430921,0.0251998480489645,0,0,0.00771452274913551,0,0,0,0,0,0.132186755385057,0,0,0.103445085123232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178890787659976,0,0,0,0,0,0,0,0,-0.138650597560483,0.104328595546186,0,0,0.0162949263473068,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.190892600128915,0,0,-0.0580863463309575,0,0,0,0.0346789698644531,0,0,0,0,0,0,0,0,0,0,0,0.0961059486127902,0.0160313716946815,0,0,0.11789779203904,0,0,0,0,0,0,0,0,-0.160110944584985,0,0,0,0,0,0,0.117798074916953,0,-0.122913752264811,0,0,0.100471359289672,0,-0.00296339879924208,0.00978102534382714,0,0,0,0,0,0
X000338.SZ,0,0,0.0536375868808874,0,0,0,0,0,0,0,0,0,0,-0.105669380122235,0.0255251553555214,0,0,0,0,0,0,0,0.0650483403428215,0,0,0,0,0,0,-0.100133357937695,0,0,0,0,0,0,0,0.27335461099693,0.190260322820944,0,0,0,0,0,0,0,0,0,0.100698755620716,0,0,0.00436518152573413,0.0188965397383826,0,0,0,0,0,0
X000625.SZ,-0.125022644907631,0,0,0,0,0,0,0,-0.0236613985022586,0,0.004411766612112,0,0,-0.0201786459892947,0,0,0,0,0,0,0.125441294140377,0,0,0,0,0,0,0.0925507055256388,0,0,0,0,0,0.0802210278715103,0,0,0,0.0672627876797071,0.0982680563589363,0,0,0,0,0,0,0,0.0267651804203868,0,0.0577484681037834,0,0,-0.00650464196966687,0.00890422886527336,0,0,0,0,0,0
X002456.SZ,0,0,0.0345009182997685,0,0,0,0,0,0.0430185872099543,0,0,0,0,0.657626190339074,0,0,0,0,0,0,0,0,0.0164371322926375,0,0,0,0,0,0,-0.0698790852137593,0,-0.0254967329974429,0.253928881934095,0,0,0,0,0,-0.178499808947259,0,0,0,0.276017218586734,0,0,0,0,0,0.0132122844399678,0,0,0.0046309669649251,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317357160568636,0,0,0,0,0.0251148522033078,0,0,0,0,0,0,0,0,0,0.189935854325049,0.0599589916388374,0,0,0,0.0811371568136876,0,0,0,0,0,0,0,0,-0.0102305217039088,0,-0.0480347398369015,0,0,0,0.0772828953106179,0,0,0.00367121006690248,0.035920207918126,0,0,0,0,0,0
X002008.SZ,0,0,0.286114226014523,0,0,0,0,0.075276624497263,0,0.211462221801357,0,0.0181691313490709,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.170081586697439,0.0207567170366125,0,0,0,0.150650607997543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142744737600638,0,0,0,0,0,0,0.0197841452047289,0,0,0,0,0,0
X600487.SH,0,0,0.0368601427385702,0,0,0,0,0,0,0,0,0,0,0,0.117484837928193,0,0,0,0,0,0.0270539401212098,0,0,0,0.127460307539638,0.119168875953735,0,0,0,0.0430488107723308,0,0,0,0,0,0,0,0.445680642513319,0.0765190879093273,0,0,0,0,0,0,0,0,0,0,0.107673501626359,0,0.0237687477968236,-0.0162961024513974,0,0,0,0,0,0
X000100.SZ,0,0,0.0291403859399114,0,0,0.118403262899848,0,0,0,0,0.225901678738243,0,0,-6.93889390390723e-18,0,0,0,0,0,3.46944695195361e-18,0.163743259841001,0.0606630817441195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610293284136434,0.116229864357189,0.0452870460808829,0,0,0,0,0,0.01013786717752,0,0,0,0,0,0
