,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600104.SH,X600809.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000100.SZ,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002129.SZ,X601877.SH,X002007.SZ,X002236.SZ,X002179.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X300003.SZ,X000977.SZ,X601799.SH,X000066.SZ,X002008.SZ,X002074.SZ,X300146.SZ,X600089.SH,X000799.SZ,X000050.SZ,X600177.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0234491120861052,0,0,0,0,0,0.205281885729037,0,0.0869686613353451,0,0,0,0,0,0,0,0,0,0,0,0.0195648001342182,0,0,0,-0.0566197807207799,0,-0.0632970740939763,0,0,0,0,0,0,0,0,0,0,0.0925367235301645,0,0,0,0,0,0,0,0.0642259988055933,0,0,-1.73472347597681e-18,0,-0.0145772979138133,-0.0213303750649302,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.379290721011063,0,0.0781300303132337,0,0.145988186723232,0,0,0,0,0,0,0,0,0,0,0,0.0270038561923822,0.0330331690899031,0,0,0,0,0,0,0,0,0,0,0,0.0107314558380067,0,0,0,0,0,0,0,0,0,0.0951919079633098,0,0,0,0,0,-0.0223931238605261,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0.0665391719581903,0.0267244418278962,0,0,0,0,0,0,0,0,0.0177826839977016,0,0,0,0,0,0,0,0,0,0,0.197543847151086,0.573999151115958,0.0848601338574006,0,0,0,0,0,0,0,-0.130615219786363,0,0,0,0,0.00965016829855134,0,0,0,-0.0627559314999535,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441878377169247,0,0,0,0.0181418680754243,0,0,0,0,0,0.0135512487390578,0,0,0,0.221500004944573,0,0,0,0,0,0,0,0,0.11799828237927,0,0,0,-0.145060519371492,0,0,0,0,0,0,0,0.00219170659733671,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0983536497096869,0.0283757911979306,0,0,0.0101955370471421,0,0,0,0,0,0,-0.061629165797443,0.0498442341612376,0,0.146994548636707,-0.0761698653335004,0,0,0,0,0.0282198236815353,0.139526192080861,0,0,0,0,0,0,0,0.032525772093087,0,0,0,-0.0570184957104529,8.67361737988404e-19,0,0.0158736701063707,0,0,0,0,0,0,0,0.00743719729156093,0,0,0,0,0,0,0
X600031.SH,0,0,0.0591220486517613,0,0,0,0,0,0.188174631688433,0,0,0.225767937743273,0,0,0,0,0,0,0,0.151019686840357,0.0722018722725689,0.0715918885186229,0,0,0.0252278776341439,0,0,0,0,0,0,0,0,0.162596875057414,0,0,0,0,0,0,0.11371230670206,0,0,0,0,-0.123831396052173,0,0,0,0,0,-0.0074825208493669,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.119691515323078,0.278336027543635,0,0,0,0,0,0,0.097058135495497,0,-0.00359679971867238,0,0,0,0.0512274837823397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104395088496616,0,0,0,-0.0668567334466714,0,0
X000568.SZ,0.0810330213769937,0.581989912887931,0.0370134322471059,0,0,0,0,0,0,0.0283968110118565,0,0.020947054557684,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515923745113318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472718476505218,0,-0.0571933999750107,0,0,-0.0183272241199734,0,0.29226046117118,0,0,0,0,0,-0.030802280493976,0,0,0,0.0327341705479342,0,0
X600690.SH,0,0,0.144389591311033,0,0,0,0,0.111909161248132,0,0,0,0.341142677614042,0,0.0819770517767956,0,0,0,0,0,0,0,0,0,0.0136770340958375,0,0,0.130409939886328,-0.0100122318056536,0,0,0,0.0243598858813036,-0.0407916131968292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509838767762451,0,0,0,0,0,0.0109057774257565,0,0,0,0,0,0
X002304.SZ,0,0.186639418261127,0,0,0,0,0,0.00671799544469726,0,0,0,0.0555976525556729,0,0,-0.0921878901599153,0,0,0,0,0,0,-0.0100298791677406,0,0,0,0,0,0,0,0,0.0943880656665931,0,0.00338762068208886,0,0,0,0,0,0,0,0.123175827983144,0,0,0.102728771317025,0,0,0.135831843483475,0,0,0,0,-0.0430774577404119,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494547238347961,0,0,0,0.179453012605729,0,0,0,0,0,0,-0.163712273800949,0.0280922083222011,0,0,0,0,0.214490912536806,0,0,0,0,0,0.288946565228092,0,0,-0.0279552742128079,0,0,0.0492645602400561,0,0,0.0162543452572163,0,0,0,-0.11869966579032,0,0
X600809.SH,0,0,0,0,0,0.407811603125244,0,0,0,0,0,0,-0.0269836326880741,0,0,0,0,0,0.035752020131296,0,0,0.0272086045513728,0,0.242833921280982,0,-0.0482689690727989,0,0,0,0.0851322926159088,0.00131981586527945,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156512520911196,0,0.167699805590775,0,0,0,0,-0.0196831206384895,-0.0551798081389744,0,0,0,0,0,0
X000725.SZ,0,0,0.0042755673411853,0,0,0.0369101086134574,0,0,0.0466757788653501,0,0,0,0,0,0,0,0,0,0,0.129769526033869,0.098683345378249,0,0.142744113632705,0,0,0,0,0.110869262910455,0,0,0.151932326153595,0,0,0,0,0,0,0,0.121837725528563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125830280076934,0,0,0,0.0193686308600925,0,0
