,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X300003.SZ,X600487.SH,X600498.SH,X002008.SZ,X600809.SH,X000661.SZ,X000596.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600089.SH,X002456.SZ,X300146.SZ,X600177.SH,X600066.SH,X002180.SZ,X600522.SH,X600867.SH,X002506.SZ,X600372.SH,X002508.SZ,X002241.SZ,X002223.SZ,X600183.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.199387121548963,0.169882813021571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038065970016424,0,0.1192434881307,0,0,0,0,0,0,0,0.029252802823485,0,0.195135859929925,0,0,0.00031604970651098,0,0,0,0,0,0,0,0,0,-0.038485090993658,0.0269242664210219,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686678144795583,0,0,0,0,0.151053562166086,0,0,0,0,0.0985222155176339,0,0,0,0.205308197344457,0,-0.0848262409575895,0,0,0,0,0,0,0,0,0,0,0,0.0564854447366323,0.0238933478172114,0,0.103856183902612,-0.00082157462783678,-0.025813042173186,0,-0.0641440737503382,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.163097642284716,0,0,0,0,0,0,0,0,0.0246506008142249,0,-0.0466288948585492,0,0.735539931065828,0,0,0,0,0,0,0,0,0,-0.195854860051547,0,0,0,0,0,0,-0.0374427390999236,0,0,-0.057613600264556,0,0,0,0,0,0.0268335366917469,0,0,0,0,0,-0.00933003646054737,0,0,0,0,0,0,0
X000651.SZ,0.287645951413124,0,0,0,0,0.0157814621987482,0,0.180503808426356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334401274881153,0.125857842847099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0401571478158804,0,0,0,-0.00471904404737228,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0136081262198037,0.348726137082869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3867730785031,-0.0962356053545846,0,0.100816227678243,0,0,0,0,0,0,0,0.0259254979648916,0,0,0.0215389706352267,0,0,0,0,0.0680389300151858,0,0,0,-0.162681545238501,0,0,0,0,0,0.0160196249637092,0.073764745171519,0,0,0,0,0,0
X000858.SZ,0.368408244208327,0,0,0,0,0,0.268172836310797,0,0,0,0,0,0.113134390880742,0,0.106104071180969,0,-0.00275588481575198,0,0,0,0,0,0,0,0.0408203984402325,0,0.130665091249504,0,0,0,0,0,0,0,0,0,0,0,0.0282670597249282,0,0,-0.107159921383432,0,0,0,0,0,0,0,0,0,-0.00284754723353354,0.0152447620785901,0,0,0,0,0,0
X002304.SZ,0.0227371076525237,0,0,0,0.0769652424649172,0.22802975460146,0,0,0,0,0,0,0,0,0.113934238972727,0,0,-0.0886837908818884,0,0,0,0,0.160260448938969,0,0,0,0,0,0.456461472418492,0,0,0,0,0,0,0,0,0,0,0,-0.0496550194193852,0,0,0,0,0,0,0,0,0,0,-0.00774407226678913,0.0199395203177585,0,0,0,0,0,0
X600690.SH,0,0,0,0.237467781873636,0,0,0.0223301108970452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101461187209472,0,0.0729662691202792,0,0.135629918028388,0,0.0460256185534152,0,0,0,0,0,0,0,0,0,0,0,0.175992360640221,0,0,0,0.0751977907561667,0,0,0,-0.0215097133281733,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.124540861473834,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0908449356279469,0.0261797338272828,0.0204739728039096,0,0.0655246382052038,0,0,0,0,0,0,0,0,0,0.055415520960612,0,0.040940954006165,0,0,0,0,0,0,0,0.0877457001733637,0,0.0303564346318007,0.020416303373939,0,0,0,0,-0.00301541339615306,0.0280828948132751,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526504247720722,0,0,0,0,0,0,0.0783506219693491,0.287050522609076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233054413785286,0,0,0,0.0495152800763424,0,0,0,0,0,0,0.0221233071963371,-0.0338946932028113,0,0,0,0.11478016048624,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.138878490246662,0,0,0.0957482419769188,0,0,0,0,0,0,0.0473158233321275,0,0,0,0.0331894368439955,0,0.000999539787674607,0.0703663876265447,0.057473362313878,0,0,0.0566101590192869,0,0.0987592845210816,0,0,0.0667057997629987,0,0,0,0,0,0,0,0,0,0,0,0.0154493389482256,0.0129748069420401,0.0117339778618156,0,0,0,0,0,0
X000338.SZ,0,0.0170761141306832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110600004256061,0,0,0,0,0,0.090861114425016,0.101484241410018,0,0,0,0,0,0,0.00206556433481416,0,0,0,0,0,0,0,-0.0863985761127167,0,0,0.11228638083804,0,0,0,0,-0.0300084454059776,0,-0.00376432949862473,0.00186640588673972,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525001580344958,0,0,0,0,0,0,0.109775295581452,0,0,-0.0344327052573128,0.467786270343112,-0.132965954342439,0,0,0,0,0,0,0,0,0,-0.0654367941819739,0,0.145392594936139,0,-0.0232211648731104,0.191136515896522,0,0,0,0,0,0.0192369335677625,0.00896561366329406,0,0,0,0,0.0210296431575058,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389758377607593,0,-0.00671863005254743,0,0,-0.0991498291392013,0,0,0,0,0,0.222826851623767,1.73472347597681e-18,0.311846851663574,0,0,0,0,0,-0.188956269591249,-0.14339015762604,0.416037816037952,0.0623529898089081,0,0,0,0,0,0,0,0.134556875014559,0,0,0,0,0,0,-0.0822388533074465,0.0088652616912324,0,0,0,-0.305156309970742,-0.459631272311085,0
X000568.SZ,0.173923227950354,0,0,0,0.0595243953733875,0,0.0141922858129928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178275955874305,0,0.0542229171197739,0,0,0,0.372077126589335,0.171791627396367,0,0,0,0,0,0,0,0.0617665341336564,0.0457912722929791,0,0,0,0,0.0302583449039867,0,0,0,0,0,0,0,0,0,0,0.00923684151120018,0,0,0,0,0,0
