,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X002049.SZ,X000661.SZ,X002236.SZ,X600372.SH,X000100.SZ,X002241.SZ,X601877.SH,X002180.SZ,X000157.SZ,X600741.SH,X600522.SH,X600702.SH,X600584.SH,X000977.SZ,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X300146.SZ,X002294.SZ,X000800.SZ,X600487.SH,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22437739665607,0,0,0,0.137208962954995,0,0,0,0,0,0,0.0609716626899478,0,0,0,-0.0367160115868795,0.0800674996604078,0,0,0.022425894980393,0,0,0,0,0,0,0,0,0,-0.0105893705492986,0,0,0,0,0,0.0628164762856016,0,0,0,0,0,0,0,0,0.0771202271792228,0.0705194499533824,0,0,0,0,-0.0706618861610783,0.0287596960718881,0,0,0,0,0,0
X000858.SZ,0,0,0,0.157104097806172,0,0.0712500099366297,0,0,0,0,0,0,0,0,0,0.06852888141467,0,0,0.0711036431176007,0,0,0.0184327090351327,0.00665753479863402,0,0,0.0109902504251023,0,0,0,0,0,0,0,0,0,0,0.057063124271719,0,-0.0109118618245051,0,0,0,0,0,0,0.000862818157613538,0,0,0,0,0,-0.0381982918659853,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.117686707365246,0,0,0,0,-0.136252673588508,0,0,0,0,0.296672892786856,0,0,0,0,0,0,0,0,0,0.18278774182843,0,0,0.101066652330716,0,0.0297429911474929,0,0,0,0,0.074871648295171,0,0,0,0,0,0,0,0,0,0.0603438483571644,0.0127237182460737,0.102961925295354,0,0.0238188433527164,-0.015237478336937,0,0,0,0,0,0
X000568.SZ,0,0.3345596016477,0,0,0,0,0.297916249673363,0,0,0.00842505788344009,0,0,0.0397014254524617,0,0,0,0,0,0,0,0,0,0,-0.036047963212445,0,0,0,0.111293252016045,0,0,0,0,0,0,0,0,0.109626322883641,-0.0978751132684904,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0806855484026573,0,0,0,-0.0502505217667819,0,0,0,0,0,0,0
X600276.SH,0,0,0.0441376729660329,0,0,0.0888481109775624,0,0.112967116114666,0,0,0,0,0.0212146307263038,0,0,0,-0.0390555730416135,0,0.194586682847433,0,0,0,0,0,0,0,0,0.0142788302414507,0,0,0,0,0,0,0,0,0,0,0,0.00506285885095104,0,0,0,0,0.510522710420044,0,0,0,0,0,0,0,-0.00441623251855596,0,0,0,0,0,0
X600809.SH,0,0.378444943314421,0,0,0,0,0.191350345401477,0,0,0.174247045720288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658578100722088,0.0176008300227146,0.0770332083733408,0.0169416897879344,-0.0299221682253406,0,0,0,0.115250794959081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374140850928828,-0.0552474439613839,0,-0.0382480278964994,-0.0110880419651213,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.25981821850319,0,0.104491149875646,0,0,0,0,0,0,0,0,-0.0376731582944134,0,0,0,0,0,-0.00223678239536714,0,0,0,0,-0.0451870867072907,0,0,0,-0.0469312779378163,0,0,0,0,0.155499742500219,0.00346587203974002,0,0,0,0,0,0,0,0,-0.010181986698858,0,0,0,0,-0.00668040576690834,0.012309101015764,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0639243187854928,0,0,0,0,0,0,0,0,0.129117309755897,0,-0.471672139236906,0,0,0.233106952697551,0.120966529441316,0,0,0,0,0,0,0,-0.18307676374108,0.0117748853663714,0,0,0,0,0,0,0,0,0.0074304095023906,0,0,0,0,0,0,0,0.186399890059226,0,0,0,0.150140120168702,0,0.05240903027537,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215632260952406,0,0,0,0,0,0,0,0,0,0,0.116109681333366,0,0,0,0,0,0,0.094672309871235,0.111237168853869,0,0,0.0446853806844431,0,0,0,-0.157609797742439,0,0,0,0,0,0,0.0381469101971163,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0512467526318529,0,0.1563526872683,0,0,0,0,-0.265939007261584,0.0447879176525231,0,0.205131085662279,0,0.189070585606868,-0.437585551812064,0,0,0,0.11061010418162,0,0,0.0862178943959474,0,0,-0.211794300942214,0,0,0,0,0.0650989539847094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446364071254692,0,0,0,0,0,0
X600104.SH,0,0,0.0295644250509139,0,0,0,0,0,0,0.146959025491598,0,0.101593442155226,0,0,0,0,0,0,0,0,0.270090671652163,0,0,0,0,0.0242810669838153,-0.0167121953962833,0,0,0,0,0,0,0,0.27802178231572,0,0,0,0.00763388224607287,0,0,0,0,0,0,0,0,0,0.0174985672666112,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0452107471460624,0,0,0,-0.0881284825207396,0,0,0,0,0,0,0,0.050312551375561,0,0,0,0,0.0741602301094131,0,0,0,0,0,0,0,0,0.0117930575132643,0.0467783774594946,0,0,0.0372109417718112,0,0.0992465431774399,0,0.0271928911379337,0,0,0,0,0,0,0,0,0,0,0.0271810917225355,0,0.0395443741446294,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0.0531080763485025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169927464856174,0,0,0,0,-0.0364253198767695,0,0,0,0,0.826904040464918,0,-0.560857978542609,0,0.0421749218147293,0.0469228461526634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681320602386642,0,0,0,0,0,0,0
