,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000100.SZ,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X600177.SH,X000157.SZ,X600372.SH,X300124.SZ,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X002294.SZ,X300003.SZ,X600699.SH,X600522.SH,X600867.SH,X002508.SZ,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X300136.SZ,X000623.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0697660184476079,0,0,0.055633937162596,0,0.0937123740561828,0,0,0,0,0,0.0292956643292116,0.0117112391447725,0,0,0,0,0.194775251834222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455382158857426,0,0,0,-0.00313965435992694,0.00206679737607869,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0593194837408818,0,0,0,0,0,-0.0135505747122055,0.761205939860612,0,0,0,0,0,0,0,0,0,0.125609449434203,0,0,-0.0502643787214654,0,0,0,0,0,0,0,0,-0.037803749730112,0,0,0,0,0,-0.0793833814411212,-0.0306727795743935,0,-0.0824747014144354,0,-0.130529246288965,0,0,-0.0743253810427085,0,0.00170337203305763,0.039112886258054,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0529192914242036,0,0,0,0.103897825790667,0,0,0,0,0,0,0,0,0,0,0,0.203813112461347,0,0,0,0,-0.195447244173469,0,0.0576364307727385,0.0787827425535761,0,0,0,0,0,0,0.323039802809204,-0.0149008082149304,-0.138512375970578,0,-0.00580030515202974,0,0,-0.0754609557978573,-0.00936508931337469,0.00467214761092892,0,0,0,0,0,0
X000651.SZ,0,0.0760653437550168,0,0,0,-0.140516394214037,0,0,0,0.572910861274699,0.848820076507436,0,0,0,0,0,-0.101217957687652,0,0,0,0,0,0,0,0,0,0.011720649301067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243734189809379,0,0,0.021846005704315,0,-0.00759857031418461,0,0.238640271800554,0,0,0.0120626258725067,0.0224076509802893,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.00654954751696064,0,0,0.0560725022016769,0.14182746303623,0.362538630606325,0,0,0.109793825325767,0,0,0,0,0,0,0.0845963615010883,0,0,0,0,0,0,0,-0.0688729745326126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019602060688582,0,0,0,0,0.00501849422758496,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0861465430622027,-0.110999262515033,0,0.00189729003573834,0,0.0915194767836841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.040605609867339,0,0,0.0172751299144287,0,0,0,0,0.00398277618379985,0,0.182800616018338,-0.106373489187201,0.023391561712015,-0.00908172711436774,0,0,0,0,0,0
X000725.SZ,0,0,0,0.165476356161132,0,0,0,0,0,0,0,0,0,0,0.0578672825295128,0,-0.104195400033803,0,0,0.224778834497858,0,0,0,0,0,0,0.147366616527868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0961589128403416,0.0292585453814779,0,0,0,0,0.00544732484208889,0,0,0.0329929062072193,-0.0507649061351297,0,0,0,-0.0641474844450876,0,0
X002304.SZ,0,0.110875567794906,0,8.67361737988404e-19,0,0,0,0,0,0.114677305947696,0,0,0,0.236166736345917,0,0,0,0,0.0503366378173122,0,0,0,0,0.060000816744991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341800328867859,0,0,0,0.0139960284924381,0,0,0,-0.139723314024703,0.017460028044178,-0.00633221407758972,0,0,0,0,0,0
X000625.SZ,0,0.0330003390867045,0,0.094093741373572,0,0,0.036470881953127,0,0,3.46944695195361e-18,0,0,0.101116951921343,0.449213653594875,0,0,0,0,0,0,0,0.0698535009178291,0,-0.0369496186219034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000956196150490736,0,0,0,0,0,0
X000063.SZ,0,0,0,0.123973112520765,0,0,0,0,0,0,0,0,0,0,0,0.0988657370000352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149723542261339,0,0,0,0,0,0,0,0,0,0,0,0,0.150136074372182,0,0,0,0,0,0,0,0,0,0
