,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X600460.SH,X600183.SH,X002463.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.291612160826291,0,0,0,0,0.0358361290073222,0,0,0.0286014989122506,0.17432116913627,0,0,0.000496680199163895,1.73472347597681e-18,0,0,0,0,0.0188602344383668,0,0,-0.123908308474384,0,0,0,0,0,0,0,0,0,0,0.0454508871142501,0,0,0.0235108024187927,0,0,0,0,0,0,0,0.0263975295058476,0,0,0,-0.0382932698680232,0,-0.00497056139219913,0,0.0323771757066677,0,0,0,0,0
X000858.SZ,0,0,0.191482782007164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619467277750632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204291230087918,0,0,0,0,-0.146013752005185,0,0,0,0,0.299461020674786,0,0,0.0715212415884135,0.00903202502146999,0,-0.0379117049548797,0,0,0,0,0,0,0,0
X000568.SZ,0.385952035487939,0.0855921747263082,0,0,0.061699110940284,0,0,0,0,0,-0.0154565350457878,0,0,0,0.272482376996995,0,0,0,0.0677430174120721,0,0,-0.0396241886925697,0,0,0,0,0,0,-0.0438044644742285,0,0,0,0,0,0,0,0,0.207256829994138,0,-0.0222051796003267,0,0,0,-0.0940892703298937,0,0,0,-0.043331389581054,0.0459880137694907,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.245521035232001,0,0,0,0,0,0,0,0,0,0,-0.162077772044256,0,0,0,0.0260550269071466,0,0,0.119898581555071,0,0,0,0,0,0,0,0.0750159843163213,0,0,0,0,0,0,0,0,0.386912325242797,0.0072342194062373,0,0,0,0,0,0,-0.0732601106550339,0,0,0.0742251405598084,-0.21461850551755,0,0,0,0.0471606065036824,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185531842379437,0,0,0,0,0.0270017940024291,0,0,0,0,0,0,0,0.0543504280270687,0,0.236060344932542,0,0,0,0,0,0.0215188729240558,0,0,0.267242515504427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179136230399014,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421022620955882,0,0,0,-0.277080700265897,-0.0970026796157863,0,0,0,0,0,0,-0.135925372567447,0,0,-0.33701909569718,0,0,0.494452817854787,0.0685218790232505,0,-1.73472347597681e-18,0,0,0,0,0.0892737237599588,0,0,0,0.241906205772457,0,0,0,0.196357923623302,0.0594843951516606,0,0,-0.0184749710781217,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0408589115340259,0,0,0,0,0,0,0,0,0.0563420233339239,0,0,0,0,0,0,0,0,0.0532910954983332,0,0,0,0,0,0,0,0.0142485436454867,0.0463611375412947,0,0,0.070622024682209,0,0,0,0,0.0352862076374658,0,0.0293884613692828,0,0.00908746338845885,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463891759852719,0,0,0,0.145809202115142,0,0,0,0,0,0,-0.0206216791687425,0.142082490006087,0,0,0.00937715153562688,0.0625321714073072,0,0,0,0,0,0,0,0,0.0332414968977791,0,0,0,0,0.0624763516076606,0,0,0,0,0,0,0,-0.0867652879443494,0.137202171506015,0,0,0,0,0,0
X002304.SZ,0,0.414601838496414,0.0452482031252473,0.117165915702734,0,0,0,-0.0217463358225713,0,0,0,0,0,0,0.0206088220978546,0,0,0.0484837227918219,0,0,0,0,0,0,0,0,0,-0.00882519659319361,0,0,0,0,-0.017384712754488,0,0,0,0,0.0543474340513909,0,0,0,0,0,0,0,0.0172006494988613,0,0,3.46944695195361e-18,0,0,0.00136296969803996,0,-0.156717511758797,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.1550890327078,0.0571636339969769,0,0,0,0,0,0,0,0,0,0.159721236187452,0,0,0,0,0,0,0,0,0.266531066103606,0,-0.103666478842539,0,0,0,0.000336333735612728,0,-0.00634864461046137,0,0,0,0.00967339984845956,0.00441958176058679,0,0,0,0,0,0.0429517627616411,0,0,0,0,0.0608409057202994,-0.0265715619579744,0,0,0,0,0,0,0
