,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X002241.SZ,X300142.SZ,X000733.SZ,X600702.SH,X600522.SH,X600741.SH,X002074.SZ,X000157.SZ,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X600884.SH,X002007.SZ,X600779.SH,X300146.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.305070521936818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237585445317085,0,-0.0801318324938901,0.109567008716829,0,0,0,0,0.12955302193898,0,0,0,0,0,0.0862549090564724,0,0,0,0,0,0,-0.0253744609605897,0.0300641241205888,0,0,0,0,0,0
X000858.SZ,0,0,0.234587686786147,0.277368937639292,0,0.111291831097996,0,0,0,0,0,0,0,0,0,0.19827436922591,0,0.0294500020424223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515590240361204,0,0,0,0,0,0,0,0,0,0,-0.0687594883472208,0,-0.0117749290324414,0.00470868967292941,0,0,0,0,0,0
X600809.SH,0.12883323740119,0,0,0.572045531513588,0,0,0,0,0,0,0,0.0488887603534513,0,0,0,0.0918195254930506,0,0,-0.0268513707461156,0,0,-0.0712654162992541,0,0,0,0,0,0,0,0,0,0.0445992218450386,-0.174667314602527,0.0527703971655027,0,0,0,0,0,0,0,0,0,0,0.0101268698253238,0,0,0,0,0,0,-0.00406718672944719,0.00495032190555887,-0.0478318333511668,0,0,0,0,0
X000568.SZ,0.121917981215384,0.487540879110798,0.45681328152522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174584452880069,0,0,0,0,0,0,0,0,0.0867139709379507,0,0,0,0.0918248044339726,-0.0187617634929375,0,0,0,-0.0533319443905368,0,0,0,0,-0.0256217808908467,-0.0336857220579253,0,-0.0140928613783649,0.00942890763956068,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0453220096555458,0,0,0,0,0,0,0.00123670118566167,0,0,-0.0233324966295756,0,0,0.166933967404203,0,0,0,0,0,0.045337424131035,0.0535024918506009,0,0,0,0,0,0,0.119921851276345,0,0.0489599173646209,0,0.00683521678329031,0.116158859069838,0,0,0,0,0.0526782149848806,0,0,-0.0194450059641728,-0.0242497996265911,0,0,0,0,0,0
X002304.SZ,0,0,0,0.365799144325914,0,0,0.0697185815832141,0,-4.33680868994202e-19,0,0,0,0,0.00341086337447415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666608649078611,0,0.0886450136497826,-0.0140772984900136,0,0,0,0.0365249454851931,0,0,0,0,0,0.0591042932855873,0.116900351625683,-0.072104033033967,0,0,0,0,-0.0116729341457925,0.0158598453117228,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.132248096649045,0,0,0.178364988072803,0.459404174157191,0,0,0,0,0,0.158184883091199,0,0.0486357838034025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080260833394231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779502794011424,-0.112873359233556,0,-0.0142266819767139,0.0142265987637064,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291444620494948,0,0.0382331744310682,-0.200843572060278,0,0.0361141113364056,0,0,0,-0.139803239686332,0.163339479484743,0,0,0,0,0,0,0,0.02727135636823,0,0,-0.0385671635529916,0.078219764459129,0,0.0928296341740961,-0.105431286591063,0,-0.00777882963243581,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.207142424528515,0.245277471009814,0,0,0,0,0,0,0,0,0.280966294682655,0,0,0,0,0,0,0,0.264313847994513,0,0.251433494347778,0,0,0,0,0.036064423288864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900977515794825,0,-0.0148689050004012,-0.116945728709757,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0840722140454799,0,0,0.142224069232807,0,-0.0610787922439303,0,0,0,0,0,0,0.0968632467282199,0,0,0,0,0,0,0,0,0,0.139201869476464,0,-0.151379319292834,0,0,0,0,0,0.0416769012436818,0,0,0,0,0,0,0,0,0,0.0100615243191241,0,0,0,0,0,-0.0554930722128918,0,-0.0168117452331725,0.0209210416790932,0,0,0,0,0,0
