,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002506.SZ,X002475.SZ,X002241.SZ,X600118.SH,X002236.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000568.SZ,X000338.SZ,X600177.SH,X002074.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002465.SZ,X002049.SZ,X600498.SH,X601877.SH,X600582.SH,X002007.SZ,X002180.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X002249.SZ,X300001.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0597162977455296,0.233361732208575,0,0,0.195416384535724,0,0,0,0,0,0,0,0.00342243703595221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662491200330664,0,0,0,0,0,0,0,0.0409786948068407,0,0,-0.0270533746597166,0,0,-0.00275152658769505,0,0,0,0,0,0,0
X600104.SH,0,0,0.119187689701621,0.0407484307219812,0,0,0,0,0.0369765668879009,0,0,0,0,0,0.24555890600395,0,0,0,0,0,0,0,0,0,0,0,0,0.0446634667953154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133102112629054,0,0,0,0,0.0182474530952529,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0931507667620237,0,0,0,0,0,0,0,0,0,0,0,0.354445235931687,0.0108903793727733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978220690473218,0,0,0,0,0,0,0,0,0,0,0,0.239538118785008,0,0,0,0,0,0,0.0323488066216203,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.236408135720552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245816726299472,0,0,0,0,0,0.0250665644113106,-0.0344472436833746,0,0,0,0.107329708105541,0,0.145817643734297,0,0,0,0,0.0377527047040555,0,0,0.0381439215714437,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0384163176134761,0,0,0,0,0,0.042501418045917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135689109614049,0.00683129650939277,0.0568072859453467,0,0.0620692035057407,0.0320578415272006,0,0,0.0995974173156073,0.072334391857884,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112378271664842,0,0,0,0,0,0,0.117974863917502,0,0.096019312525633,0,0,0,0,0,0,0,0,0,0,0,0.113317858363244,0.00717452024627395,0,0,0,0.0600125738930555,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0227043657126298,0.0105933328746762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223589985041742,0.0624204695178152,0,0,0,0,0,0,0,0,0.0524724632462381,0,0,0,0,0,0,0,0,0,0,0,-0.0103746157203564,0,0,0,0,0,0,0
X000725.SZ,0,0,0.140371352020236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287647955818249,0,0,0,0.0561919692497448,0.0631519265774383,0.09661218572723,0,0,0,0.140845855210899,0.0214873302202002,0,0,0,0,0.203295889811848,0,0,0,0.0147616420483278,3.46944695195361e-18,0,0,0,0.0688805312121818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0818406022227924,0,0,0,0,0,0,0,0.0517942975523281,0,0,0,0,0,0,0,0,0,0,0.0395747396561293,0,0,0,0,0.1940773212028,0,0,0,0,0,0,0,0,0,0,0.000144970481281274,0.0901365150749335,0.192152783008586,0,-3.46944695195361e-18,0,3.46944695195361e-18,0,0.091717508872636,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0456375352741138,0,0,0,0,0,0,0,0.119009367765394,0,0,0,0.0042479511052492,0,0,0,0,0.017570141152898,0,0,0,0.100298064906413,0.286634566661067,0,0,0,0,0,0,0,0,0,0,0,0,0.0933905693316138,0.0948548294493868,0.034750910246629,0,0,0,0.0827369870096889,0,0,-0.00643613698223794,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,-0.070035776784111,0,0,0,0,0.417357697389503,0,0,0,0.317098730832465,0,0,0.0753309743245124,0,0,0,0,0,0.0601627377628757,0,0,-0.245860238241904,0,-0.250662429494652,0.452241593966288,0,0,-0.44583353328349,0,0,-0.0241607190446154,0,0,0,0.021816813768331,0,0,0,0.0339913517254095,-0.191343502246574,-0.0605373075979849,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363773124173414,0,-0.271730526935738,0,0,0,0,0,0,0,0,-0.0259825385627438,0,0.033681291172758,0,0,0.445594631448735,0.220917627831866,0.356849794897647,0,0,0.0579072831282492,-0.138015495247554,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.00898594431210521,0,0,0,0,0,0,0,0,0,0,0.0822500713793044,0,0,0,0,0.0497366416574729,0,0,0.161194591509541,0,0,0,0,0,0,0,0.0119667783211323,0,0,0.0429884170491411,0.0596596220173662,0,0.16874526369162,0,0.163066979245892,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0948137021666625,0,0,0,0,0,0.202850162706373,0,0,0,0.0158406174903768,0,0,0,0,0.126500954672039,0.0944538392023643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691856039914027,0.0625302245130403,0.0224709979053829,0,0,0.137506396590542,0,0,0,0,0,0,0.0200891524749567,0,0,0,0,0,0,0
X600741.SH,0,0.0837161188317041,0.141913041945792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142101269949874,0,0.0243772589466698,0,0,0,0,0.302571810420455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958384029358209,0,0,0,0,0,0,-0.0122023188501795,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.065352646783676,0,0,0,0.0497918889664152,0,0,0,0,0,0,0,0,0,0,0,0.121635962968591,0,0.111742256174284,0,0,0,0,0,0,0.154046004069268,0,0,0,0.057476281090984,0,0,0,0.0595750066616002,0,0,0,0,-0.0469303460738752,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043780048686024,0,0,0,0,0.0109787240531472,0.197821237610327,0,0,0.143766340808618,0.198956904784501,0,0,0,0,0,0.227164995943297,0.036230550099208,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0183817096852516,0,0,0,0,0.0147106459819236,-0.0524150732206233,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0157411235898568,0,0.0463404204844242,0,0,0,0,0,0,0,0,0.00480777816952113,-8.67361737988404e-19,0,0,0,0,0,0,0,0.104952874698116,0.32950795084527,0,0,0,0,0.0358021364470772,0,0,0,0,0.152646103264926,0,0,0,0.259711411509637,0,0,0.0565430950727157,0,0,0,0,0,0,0
