,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X002049.SZ,X600031.SH,X002179.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X300142.SZ,X002180.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600487.SH,X600884.SH,X600460.SH,X600702.SH,X601799.SH,X300003.SZ,X000799.SZ,X002414.SZ,X600584.SH,X600563.SH,X600372.SH,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0118547764821932,0.0196564535749708,0.296100311139167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359328400239649,0,0,0,0,0,0,0,0,0,0.062829951416427,0,0,0,0.031753940214373,0,0,0,0,-0.0500370009749576,0,0,0.105867666419319,0,-0.0302689655309444,0.0161197970561213,0,0,0,0,0,0,0,0.0115549009060624,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0444618584353442,0.212568412412418,0.029287843193338,0,0.0900602646438977,0.0128690272654459,0,0,-0.0440262452800281,0,0,0,0,0.0797799636423124,0,0,0,0.075692186917586,0,0,0.0524745736719618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207858478203108,0,0,0,-0.0684617753583652,0,0,0,0,0,0,0.00915915066424714,0.0179279530795167,0,0,0,0,0,0
X600809.SH,0,0,0,0.585108273679365,0,0,0,0,0,0,0,0,-0.100075701945423,0.0545144324547921,0,0.0053885902556566,0,0,0.0235583722979803,0,0,0,0,0,-0.0167004092823239,0,0,0,0,0,0,0,0,0.033640161119336,0,0,0,0,0,0,0,-0.127217197298284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.208476267291861,0,0,0,0,0,0.0174690196448071,0,0,0,0,0,0,0.110885172913456,-0.0495568349957477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409975733563352,0,0,0,0,0,0.336446743008911,0,0,0,0,0,0,0,0.337144657897093,0,0,-0.0311927743691057,0.0189760588532477,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.118107668463549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409244971737257,0,0,0.189551899046301,0,0,0.0128546916750459,0,0,0,0,0,0.0455748571849744,0,0,0,0,0.0314195778059327,0,0.361939094574496,-0.226657490784658,0,0.189231910965055,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X600690.SH,0,0,0,0.136697025323299,0,0,0,0,0,0.0910797771209767,0,0,0,0,0,0,0,-0.0536332997707997,-0.0685514531465213,0,0,0,0,0,0.00665821461737299,0,0,0,0,0,0,0,-0.134093339020361,0,0,0,0,0,0,0,0,0.0499267474165688,0.253110906261128,0,0,0.041485083426652,0,0,0,0,0,0,-0.00650130362781358,0,0,0,-0.00163294649265945,0,0
X002304.SZ,0,0.178406623791753,0,0,0,0,0,0,0,0,0,0,0.0220374568620139,0,0,0,0,0,-0.0453853909517023,0,0,0,0,0,-0.0113872141870569,0,-0.0224710023334761,0,0.0736891841506365,0,0.0423147428596306,0,0,0.148746487580774,0,0,0,-0.0496957906089915,0,0,0.161222309303032,0,0,0,-0.158280094155648,0,0,0,0,0,0,0.0269028291395252,2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.197203830779842,0,0,0,0,-0.114705980488028,0,0,0,-0.0558906982219245,0.246851366897867,0,0,0,0,0.0139816406634181,0.0844251396608857,2.16840434497101e-19,0,0,0,0,0.0563098837719906,0,0,-0.0712140168466585,0,0,0,0.0371800637226802,0.114368169993946,0,0,0,-0.0514250487367842,0,0,0,0,0.0135670860120147,-0.0341492823758001,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0541046490302047,0,0.333335469000918,0,0,-0.0123468597845645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194843507133181,0,0,0,0.206419105221704,0,0,0,0.018812628436669,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.275824880404548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162349361709867,0,0,0,0,0.153938185199553,0,0.0317901618272891,0,0.0933831692395652,0,0,0,0,0,0,0,0,0,0,0,0,0.0974975939780348,0,0,0,-0.0786087192643265,0,0,0,0,0,0,0,0,0,0,0,0
