,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X600690.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002241.SZ,X002049.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X600089.SH,X000100.SZ,X600460.SH,X600741.SH,X000799.SZ,X002236.SZ,X000157.SZ,X002074.SZ,X600884.SH,X600702.SH,X600779.SH,X601799.SH,X600584.SH,X002007.SZ,X002414.SZ,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.46270130664534,0,0.0827796540326102,0.0383364097871934,0,0,0,0,0,0,0,0,0,0,0.0107087197320352,0,0.0571242036331258,0,0,0,0,0,0,0,0.0749089353911462,0,0,0.0146138804435608,0,0,0,0,0,0,0,0,-0.0148219741396016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748859802516845,0,0,0,0.00945505835106246,0,0
X000858.SZ,0.0888031243998949,0,0,0,0.178521562134518,0.0046138274896428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609104040203141,0,0,0,0,0,0,0.178775176569909,0,0,0,0,0,0.244332803084096,0,0,0,0,0,0,0,0,0,0,0,0,-0.034768956061416,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00935633270657269,0,0.120546973571806,0,0.0329550032979135,0,0,0,0,0.0485701341669274,0,0,0,0,0.0531876341952191,0,0,0,-0.0199931388696621,0,0,0.0534882363756815,0,0,0,0,0,0,0,0,0.117379295498484,0,0.0801191722201634,0,0,0,0,0,-0.0795257358639133,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.174819048916769,0,0,0,0,0,0,0,-0.0314436709811146,0,0,0,0,0,0,0.0286516277629121,0,0,0,-0.0259848723028975,0,0,0,-0.00397003655012397,0,0,0,0.471707072262414,0,0,0,0,0.144189003601223,0.0755714929386936,0,0,0,0,0.0279093722523783,0,0,0,0,0,0,0,0,0,0,0,0.0230110639817233,0,0
X000568.SZ,0,0.419684841335585,0,0.180807152801381,0,0,0,0,0,0,0,0,0,0,-0.00591108427436825,0,0,0,0,0,0,0,0,0,0,-0.0438748006603694,0,0,0,0,0,0,0,0.0523766243187725,0,0,0,-0.0365951917240835,0.0618379009024956,0.0426801880029156,0,0,0,0,0,0,0,0,0,0,0,0.000636322258185542,0,0,0,0,0,0,0
X600276.SH,0,0.30559474461238,0,0,0,0,0,0,0,0.331385330298148,0,0.0233869500264167,0,0,0,0,0,0,0,0,0,0,0,-0.205545289085659,0,0,0,0,0,0,0,0,0,0.160111106398832,0,0,0,0,0,0,0,-0.168453962100161,0,0,0,0,0,0,0,0,0,-0.0391295157528038,-0.0100888936097081,0,0,0,0,0,0
X002304.SZ,0,0.0749217824645643,0,0.360989560586203,1.73472347597681e-18,0,0,0,0,0.079145354985893,0,0,0,0,0,0,0,0,-0.106030074818361,0.130719395155746,0,0,0,-0.0141222859278344,0.0421949738829515,0,0,0,0.0611840481664584,0,0,-0.0858632347641046,0,0.0270571259760838,0,0,0,0,0,0.0444305087259618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00897041957014754,0,0
X002475.SZ,0,0,0.00143755831914684,0,0,0,0,0,0,0,0,0,0,0,0.0551277385903639,0,0,0.111866124494168,0,0,0,0.0510027678003628,0.147127316982422,0.0733664598692033,0,-0.0922352685267876,0,0,0,-0.291462870214109,0,0.0453818193861796,0,0,0,0,0,0.0985158621830776,0,0.0835006172543105,0.0233184690558711,0.130915255414129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904668583735352,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439658949339058,0,0,0,0,0,0.135901367522352,0,0,0,0,0,0,-0.00956637382248657,0,0.0679375920614154,0,0.0820048160763118,0,0.161801288046104,0.0679892008326247,0,0.0432703424397979,0,0,0,0,0,0,0,0,-0.0126780360637719,0,0,0,0,0,0,0,-0.0198041062260793,0,0,0,0.0187845693351144,0,0
X600690.SH,0,0,0.119184217454062,0,0,0.00897471261881162,0,0,0,0,0,0.0327612948753886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464932189030883,0.0428897315954135,0,-0.00659584294306441,0,0,0,0,0,0,0,0.185621561770017,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00460173044785162,0.0828809460465371,0,0,0,0,0,-0.0382912465096981,0,0
