,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X600703.SH,X000568.SZ,X600271.SH,X300003.SZ,X601877.SH,X600487.SH,X002008.SZ,X300124.SZ,X002236.SZ,X600809.SH,X002456.SZ,X000100.SZ,X000661.SZ,X000596.SZ,X002179.SZ,X600867.SH,X000977.SZ,X600498.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X000157.SZ,X600566.SH,X002294.SZ,X300136.SZ,X002241.SZ,X600522.SH,X600372.SH,X300146.SZ,X002180.SZ,X600177.SH,X600089.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.379236983036655,0.0679178111287386,0,0,0,0,0,0,0,0,0,0,0,0,0.114766367700841,0,0,0.00928384102680658,0.0216980547572605,0,0,0,0,0,0,0,0,0,0,0,0.0263736195529844,0,0.0112387706495086,0,0,0,1.73472347597681e-18,0.0605375497386229,0,0,0,0.0278581982602367,0,0,0,0,0,0,0.00239637496829539,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.108587257426298,0,0,0,0,0,0,0.0553583199573876,0,0.127955584507355,0.3986699675902,0,0.0855769306167548,0,-0.130768288187393,0,0,0,0,0,0,0,0,0,0,0,0.0606599578766963,0,-0.0159923004254939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632845577279892,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.200066460559084,0,0,0,0.0118118945025429,0,0,0,0,0,0,0,0,0,0,0,0,0.464456304010024,0,0,0,0,0,0,0,0.0918179734511087,0,0,0,0,0,0,0,0,0,0,0,-0.0827676207058247,-0.0704835186655158,0.00647150455740566,0,0,0,-0.0861153541639214,0,0,0,0.0217406148571712,0,0,0,0,0,0
X000858.SZ,0.223760683351477,0,0,0,0,0,0.133850746589791,0,0.229717918602917,0,0,0,0,0,0,0.1927615860824,0,0,0,0,0,0,0,0,0,0,0,0.0752705924251622,0,0,0,0,0,0.130332501998461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109058643203671,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0.316024032478031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224740995972439,0,0,0,0,0.230444568844952,0.0545550270949794,0,0,0,0,-0.00933478889621761,0,0,0.0408914103790954,0,0,0,0,-0.0314351703678166,0.04864957682865,0,0,0,0,0,0,0.00410896828968198,0,0,0,0,0,0,0,0,0.000695328617089802,0.00241603445468131,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168908278060542,0,0,0,0,0.12751768667027,0,0,0,0.0446855161061582,0.0334039526033,0,0,0,0,0,0,0.0804178772553194,0,0,0.178590862671316,0.319687968252315,0,0,0,0,0.17715197837507,0,0,0,0,0,0,0.0197426659803722,0.0259093793159365,0.0269541398937024,0,0,0,0,0,0
X002304.SZ,0,0,0,0.343330382931967,0,0,0,0,0,0,0.0688097657001905,0,0,0,0,0.536934872871593,0,0.113697517389899,0,0,0,0,0,0.0644109645233668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127779661792346,0,-0.14910660211733,0,0,0,0,0,0,0.00148911257553891,0.020122354553906,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131668778401232,0.0280279326316221,0.124856839558596,0,0,0,0,0,0.338914777657058,0,0,0,0,0.148059585331018,0.0565315708458431,0,0,0,0,0,0,0,0,0,0.213385313164863,0.119310052924565,0,0,0,0,0,0,0,0,0.0109194613801473,0.0338230651765674,0,0,0,0,0,0
X600690.SH,0,0,0,0.407225214470335,0,0,0,0,0,-0.102431561279951,0.210409346666297,0,0,0,0,0,0,0,0.0142382841872804,0,0,0,0.106075591905034,0,0.0568686677650644,0,0,0,0,0.126658069029125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00610630840892115,0,0,0,0,0,0,0,0.0126358104020915,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,-0.0372587505450334,0,0,0,0,0.219087280747431,0,0,0,0.192983565873909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729346932210278,0,0,-0.104342807837182,0,0.241404749383277,0,0,0,0,0,0,0.0766920266399246,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0648361119555068,0,0,0.0556382881657688,0.0977658033322813,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.38323044756267,0,0.288830438479559,-0.136080223410145,0,0,0.0906528224826807,0,0,0,0,0,0,-0.0904809605598846,0,0.182763119592852,0,0,0,0,-0.118577262442798,0,0,0.270110721622626,0,0,0.00669808602336317,0,0.021715328913293,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.106125501940092,3.61912520192575e-05,0,0,0,0,0,0,0,0,0.202125373053817,0.22374553464764,0,0.139837283409939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1032701714386,0,0,0,0,0,0,0.0600813305609261,0,0,0.04223202334983,0,0,-0.158561129331006,0.128415067025334,0,0,0.00854184666332143,0,0,0,0,0,0,0
X000338.SZ,0,0.0538008732154822,0,0,0.310932805112052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.168774947236604,0,0,0,0,0,-0.00976261340764983,0,0,0,0,0,0,0,0,0,0,0.124726420491747,0,0.0812700957104136,0,0,0,0,0,0,0.0387490342058348,0,0.0174517645066625,1.0842021724855e-19,0,0,0,0,0,0
X600741.SH,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0102577190304824,0.0841812688346486,0.0431597832267924,0,0,0,0,0,0.0389403164884922,0,0,0.256775648785479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206526558681865,0,0,0,0,0,0,0,-0.0326311654428453,0,0,0,0,0,0.013602667152902,0,0.024892321784589,0.0142690814211779,0,0,0,0,0,0
X600703.SH,0,0,-0.0177674183808474,0,0,0,0,0,0,0.0606599090672852,0,0,0,0,0,0,0,-0.205999123209543,0,0,0.053873116272447,0,0.290274476228173,0,0.113817052050912,0,0,0,0,0,0,0.157994244408933,0,0.139144345122064,0,-0.033731953410468,0,0,0,0,0.087338848397773,0,0,0,0,0,0,0,0,0,-0.0667140529700483,-0.017280629114506,-0.0159170392361744,0,-0.188982658153811,0,0,0,0
