,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000063.SZ,X600703.SH,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002008.SZ,X601877.SH,X300124.SZ,X600487.SH,X002456.SZ,X002236.SZ,X600809.SH,X600867.SH,X000596.SZ,X000100.SZ,X000661.SZ,X600498.SH,X300136.SZ,X000977.SZ,X000625.SZ,X600066.SH,X600566.SH,X000157.SZ,X300142.SZ,X002179.SZ,X002294.SZ,X002180.SZ,X002007.SZ,X600522.SH,X300146.SZ,X002049.SZ,X002241.SZ,X000869.SZ,X000981.SZ,X600177.SH,X002371.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.244671574917068,0,0,0,0,0,0,0,0,0,0,0,0,0.0625395184644624,0,0.135293246828149,0,0,0,0,0.00621833172204713,0.00158198275918399,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.135198506116678,0,0,0,0,0,0,0,0.0100776424766933,0,0,0,0,0,0,0.00095752467066062,0.00326768988216384,0,0,0,0,0,0
X600104.SH,0,0,0,0.0954058697736249,0,0,0,0,0,0.0410870598836454,0,0.094140072517434,0,0,0.354295875936938,0,0,0,0.0265878698807512,0,0,-0.0661463020791078,0,0,0,0.0133031375314063,0,0,0,0,0,0,0,0,0,0,-0.140762546660583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408515264103801,0.0269723518187183,0.0563661662997919,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.242071097842314,0,0,0,0,-0.0922124691313841,0,0,0,0,0,0.0229298036475637,0,0,0,0,0.154266916360046,0,0,0.135035944687763,0,0,0.128181013871978,0,0,0,0,0,0,0,0,0,0,-0.040264708017895,0,0,0,0,0.123539502190906,0,0,0.0634963912132141,0,0.0528183492085089,0.0148346684277254,0.0250446043995377,0,0,0,0,0,0
X000858.SZ,0.279189236286672,0.0947639607553981,0,0,0,0,0.433836089989223,0,0,0.0498396647445089,0,0,-0.0504587958750569,0,0,0,0,0,0,0.0329672742173033,0,0,0,0.100077449684563,0,0,0.07451430656374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109266179526058,-0.00442201127633262,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0144437194085413,-0.131148523687877,0,0.0957367571025493,0,0.22110533752465,0.00496539289804216,0,0,0,0,0,0,0,0,0.0673587342892061,0,0,0,0,0,0,0,0.0557106901493891,0,0,0.197165613035332,0.465221361869299,0,0.135219316668461,0,0.160383935233477,0,0,0,0,0,0,0,0.0925517628202871,0.0151222960226264,0.00225260181343081,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0549838493126563,0,0,0,0,0.0871852280901833,0,0,0.0438431011734646,0.0252832521691497,0,0,0.177709450605847,0,0,0.225613868415786,0,0,0,0,0,0,0,0.0260783729274308,0,0,0,0.00700448255785638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014987049532898,0.0208347693014964,0,0,0,0,0,0
X002304.SZ,0,0,0,0.502898746628952,0.0918489430362731,0,0,0,0,0,0,0.240960358475948,-0.10673907691056,0,0,0,0,0.0784919355120309,0,0,0,0,0,0,0.106673779721239,0,0,0,-0.0032072243295667,0,0,0,0,0,0,0,-0.0812520210038152,0,0.114025808329221,0,0,0,-0.11112509836584,0,0,0,0,0,0,0,0,0,-0.0057064324445231,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0394344789063741,0,0,0,0,0,0,0,0.071455090745442,0.0383460571391575,0,0,0,0,0,0,0,0,0,0.282566123455362,0,0,0,0.12487516600741,0,0,0,0,0.0502989660148359,0,0,0,0,0.18816982415646,-0.154606156544446,0.0904073096635775,0,0,0.0625769672299386,0,0,0,0,0,-0.0096098192689356,0,0,0,0,0,0
X600690.SH,0,0,0,0.416759297699857,0,0,0,0,0,0,0.0310121758473223,0,-0.0982064670249938,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.163056096910647,0.0971381285735406,0,0.1421590127975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10119519156128,0,0,0.0170928296980022,0.0408096134657802,0,0,0,0,0,0
X600031.SH,0,0,0.162808348988653,0,0,0,-0.0497647391137518,0,0,0,0.0355661545943363,0,0,0,0,0.159905575648084,0.0159181477055715,0,0.0293578351201874,0,0,0.110068572428055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147657286682688,0,0,0,0,0,0,0,0,0,0,0.0105408541678041,0,0,0,0,0,0,0
X002475.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.039874677515932,0,0,0,0,0.0631731574516795,0,0.230210200019923,0,0.0464774824630948,0,0,0,0.283492190205551,0,0,0,-0.0538808949733122,0,0.120239348946184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342716210602277,0,0,0,0,0,0,0,0.013408509896425,0.0250607989250785,0,0,0,0,0,0
X000568.SZ,0,0,0,0.480265029057472,0,0,0.275602533051168,0,0,0,0,0,0,0.0167135518372046,0,0,0,0,0,-0.0445221504187459,0,0,0,0,0,0,0.0773844798485317,0,0,0,0,0,0,0,0,0,0,0,0,0.154605893864189,0,0,0,0,0,0,0,0,0,0,0,0.0158184942497972,0.0105478040864912,0,0,0,0,0,0
X000063.SZ,0,0.395610182512937,0,0,0,0,0,0,0,0,0,0,0,0.316951755185707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134341235669907,0.0205566322893169,0,0,0,0,0,0,0,0.175416082147665,0.23243282656554,0,0,0,0,0,0,0,0,0,-0.0437919766639512,0.10019963370403,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.119139022880181,0.108770557925621,0,0,0,0,0,0,0,0,0,0.0117089273301352,0.0258532817278092,0,0,0,0,0,0.441738205787313,0,0,0,0,0,0,0.0648930149881192,0,0,0,0,0,0,0,0,0,0.151128084065452,0,-0.00652242914053463,0,-0.0604946760089747,-0.00180690732711795,0.0149464557367394,0,0,0,0,0,0
X600741.SH,0,0.335904231295535,0,0,0,0,0,0,0.0759826027531986,0.0917476357049237,0,0,0,0,0,0,0.139955416787805,0,0,0.0630584344783268,0,0,0,0,0,0.0178927021546688,0.00453404779460802,0,0,-0.08866992595162,0,0,0,0,0,0,0,0,0,-0.0153056951206214,0,0,-0.0670494363035645,0.138664965618459,0,0,0.0263374888357225,0,0,0,0,0.0108285126590506,0.00555351288289826,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.409163167160036,0,0,0,0,0,0,0.0587953801945801,0,0,0,0,0.130343150887693,0,-0.0808433045700432,0,0,0,0,0.236811037054073,0,0,0,-0.0254727436166798,0,0,0,0,0,0,0,0,0,0,0,-0.0584937909186716,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0126719298530587,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.398653427335583,0,0,0.128765412455508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214082443784541,0,0,0.149496660770336,0,0,0,0,0,0.0836578397032069,0,0,0,0,0,0,0,-0.0186996682083854,0.220634850825671,0,0,0,0,0,0,-0.0106570224739496,-0.00862332501539239,0,0,0,0,0,0,0
X600271.SH,-0.159783246104741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117161535023208,0,0.0938800434798631,0,0.0163125017615933,0,0,0,0,0,0.208498224758206,0,0,0,0,0,0,0,0,0,0.079610272319479,0,0,0,0,0,0,0,0,0.132375525678347,0.757994031077213,0,0.00611129266390499,-0.000675716766521949,0,0,0,0,0,0
X002008.SZ,0,0,0.331346856580405,0.00845774879049282,0,0,0,0.0134079033577033,0,0,0.0608479453753554,0.0272627891192373,0.0996432303949412,0,0,0,0.0447606134746532,0,0,0,0,0,0,0.033303815739387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587659324478874,0.00393891795957132,0,0,0,0,0,0
X601877.SH,-0.0211745643012182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135261648266456,0.00336358219146529,0.247738085364636,0,0,0,0,0.0162699164966023,0,0,0.0590968539260448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80981758173154,-0.0246046769480332,0.0117060222501531,-0.0249424103957281,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212651349454604,0,0,0,0,0,0,-0.120776920634115,0.0443231998241606,0,0,0,0,0,0.0458462408276348,0.0592740141253916,0,-2.16840434497101e-19,0.0711732780342816,0,0,0,0,-0.177063341297034,0,0,0,0.0135011792098413,0.201405880933091,0,0,0,0,0,0.0914747572877238,0.0166073268293878,0.0503165109588617,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139940940629566,0,0,0,0,0.199565388953042,0.168769251672158,0,0,0,0,0,0.249168190277239,0,0,0,0,0,0,0,0,0,0,0,0.234655938998114,0,0,0.114533538154268,0,0,0,0,0,0,0,-0.0371291132832166,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.595601713006864,0,0,0.0285543231061861,0.167767672819869,0,0,0,0,0.158884697665116,0,0.253637659781254,0,-0.00466575658346151,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0798328088749697,0,-0.0152796148925718,0,0,0,0,0,-0.00166462128136967,0.00336222467676764,0,0,0,0,0,0
X002236.SZ,0,0,0.403596124447255,0,0,0,0,0,0,0,0,0,0.0505264619238064,0,0,0,-0.258762206311662,0,0,0,0,0.173733024445788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360336208338996,0,0,0,0,0,0,0.229285473057029,0,0.407280446650859,0,0,0.0364563607413813,0.0403581863340139,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0523430920493927,0,0.25171606221963,0,0,-0.154717568664272,0,0.132990437386305,0,0,0,0.378864021403969,0,0,0,0,0,0,0,0.00112200845065588,0,0,0.208355041563835,0,0,0,0,0,0,0,0,0,0,0,0.0896236135924755,0,0.0796914447896798,0,0,0,0,0,0,0,0,0,0,0.01516579384803,0.0396087640063951,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.191783113867079,0,0,0,0.147723851161953,0,0.0344149531863766,0,0,0,0.113763630207541,-6.93889390390723e-18,0,0,0,0,0,0,0.229346301968268,0,0,0,0,0,0.333925635163493,0,0,0,0,0,0,0,-0.54651488942034,0,0.326042393708014,-0.0695340909463572,0.396028636476819,0,0,0,0,0,0,0,0,0,0,-0.021075530289823,-0.0271611820038762,0,0,0,0,0,0
