,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X000977.SZ,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X600418.SH,X002129.SZ,X000400.SZ,X002156.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.127355492085987,0,0,0,0.260572135220956,0,0,0,0,0,0,0,0,0.0442404880732662,0.172968012243515,0,0,0,0,0,0,0,-0.0546219276005405,0,0,0,0.00441183232324822,0,0,0,0,0.015281955429867,0,0,0,0,0,0,-0.0722993643190875,0,-0.0422018480147873,0,0,0,0,0,-0.0146871841683327,-1.0842021724855e-19,0,0,0,0.0282512010329514,0,0
X000858.SZ,0,0,0,0.00863792561322804,0,0,0,0,0,0.453118563660732,0,0,0.0178096128530574,0,0,0,0,0,0.127383660034765,0,0,0,0,0,0,0,0,0,0,0,0,0.0192553595045556,0,0,0.0345976528642017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377246687542329,0.113563349932512,0,0,-0.00113149049733143,-0.0371002016475619,0,0,0,0.0537001009607233,0,0
X002415.SZ,0,0,0,-0.0226101371598277,0,0,0.0675524983352775,0,0,0,0,0,0,0,0,-0.176699518668865,0,0,0,0,0.0766032714790971,0,0,0,0,0,0,0,0,0,0,0.00837538640894962,0,0.0326418502502182,0,0,0.0778142993367669,0.0446532915028817,0,0,0,0,0,0,0,0.0398384386747588,0.125811522437241,0,0,0,0,0,0,-0.158263155800964,0,0,0.0112374084089307,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.101863267440997,0,0,0,0,0,0,0,0,0,0,0,0,0.0688563669328792,0,0,0,0.367955657874148,0,0,0,0.0549159890418023,0.0999609646442659,0,0,0,0,0.107327897951734,0,0,0,0,0,0,0,0,0,0.0629582735896388,0,0.010476409517618,0,0,0.0922440508632671,0.0040617026076518,-0.125621017116147,0,0,0,0,0
X600690.SH,0,0,0,0.0461991039267741,0,0,0,0,0.171497102549762,-0.00474478992482017,0,0,0,0.0296346732791059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551046920009891,0,0,-0.0325487644485071,0,0,0,0,0.163651162217773,0,0,0,-0.152213623824326,0,0,0,0.00340160347634793,0,0,0,0,0.0314782815995284,0.0434539298753502,0,0,0,0.132583694692849,0,0
X600809.SH,0.141454252570733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0890798344012613,0,0,-0.0394668471017526,0,0,0.184560934994714,0,0,0.0238270215670746,0,0,0,0,0,0,0.0298744861031041,0,-0.00452688156666971,0,0,0,0,0,0,0,0,-0.0143776106543835,0,0.0166567601837365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103189822904989,0,0
X600276.SH,0,0,0,0,-0.237690119884337,0,0,0,0,0,0,0,0,0,0,0,0.149319244782437,0,0,0.116453872864788,0.0709633579701298,0.291798801013618,0.1139123812538,0,0,0,0,0,-0.473405601974295,0,0,0,0.0768671470964957,0,0,0,0,0.102578114516338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030867238823186,-0.0691643082843054,0,0,0.0982076246588453,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.219440294126873,0,0,0,0,0,0,0,0,0,0,-0.0443567384523824,-0.231057638457247,0,0,0,0,-0.02032264787064,0.043398855657432,-0.0209276040095512,0,0.104719986851059,0,0,0.0468045754561698,-0.0457558368938438,0,0.0420514625873286,0,0,0,0,0,0,0,-0.0317669461954122,0.103047061231386,0,0,0,0,-0.0332739872544843,0,0,0,-0.0236050545980108,0,0
X000651.SZ,0,0,0,0,0.201675856137031,0,0,0,0,0.0470183690434159,0,0,0,0,0,-0.0959964906308033,0,0,0,0,0.0889618889142636,0,0,0,0.194399261755983,0.205959951134551,-0.00851686207886555,0,0,0,0,0,0,0,0,0,0,0,0.0212850610190793,0,0,0,0,0,0,0,-0.0651798641356294,0,0,0,0,0.0346666947685441,-0.0650050307515054,0.0662864211387418,0,0,-0.0198491510638937,0,0
X000568.SZ,0,0.859592887155929,0,0,0,0,0,0,0,0,0.072417579672602,0,0,0,0,0,0,0,0,0.109213050171713,0,0.0202396116338342,0.0144170804301264,0,0,0.0189061567598013,0,0,0,0.108149249742954,0,0,0,0,0,0,0,0,0,0,-0.112102724799767,0,0,0.0454541691637936,0,0,0,0,0,0,0,0,-0.0649638573943993,0,0,0,-0.0444016787680983,0,0
