,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X601877.SH,X000100.SZ,X002456.SZ,X600118.SH,X600271.SH,X002085.SZ,X000157.SZ,X300124.SZ,X600089.SH,X600522.SH,X600177.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X000066.SZ,X300003.SZ,X000981.SZ,X600487.SH,X600699.SH,X600867.SH,X002294.SZ,X002180.SZ,X002292.SZ,X000559.SZ,X600809.SH,X002008.SZ,X000623.SZ,X000596.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0214838542413993,0,0,0,0,0,0,0,0.0411275024915468,-0.0648256006409229,0,0,0,0,0,0,0,0,0.0334682815029254,0,0,0,0,0,0,0,0,0,0,0,0.021045569861584,0,0,0,0.108363799995804,0,0,0,0,4.33680868994202e-19,0.0344406250185168,0.116447656457486,0,0.085925241861701,0,0,0.0325346432700634,-0.0124374000961034,0.00511050704321903,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0140423187406527,-0.0397895490613567,0,0,0.17708336683772,0,0,0,0,-0.0216073391998433,0,0,0,-0.064574436708728,0,0,0,0,0,0,0.0893414947174688,0,0,0,0.263380628126809,0,0,0.083446443406077,0,0,-0.0141436310893462,-0.0803441971916853,0,0,0.137900044595912,0,0,0,0,0,0,0,0,0,0,0,0,0.0177435789122482,-0.0115184769212871,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01736571697212,0,0,0,0.0713387088310149,0,0,0,0,0,0,0,0,0,0,0,0.20035638924435,-0.242830003881098,-0.0888575659252927,0.022696868044237,0,0,0,0,0,0,0.0234681230245863,0,0,0,0.0928934052634887,0,0,0,0,0,-0.0208443117994259,0.00850319305288777,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0462201208532224,0,0,0,0,0.0242952109618032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300670791232393,0,0,0,0,0,0,0,0,-0.0275066005830621,0,0,0,0,-0.0894586295710979,0,0,0,0,0.111108338330758,0,0,0,0,-0.151885203264688,0,0.00815194735857715,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0617740407159968,0,0.168301213118371,0,0,0.059513618648183,0,0,0.00642924175378319,0.233025514684764,0,0,0,0,0.0793046821814176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109209231351027,0,0,0.0271731808296353,0,0,0,0,0,0,0.0163073717359749,0,0,0,0,0,0.0144318971355854,0.00150174913263181,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0116599397554514,0.0128871444624183,0,0,0,0,0,0,0,0.2837107278075,0.0769074441012294,0,0,0,0.0650209809659129,0,0,-0.0398239377777394,0.224625505347622,0.0318236111247219,0,0,0,0,0,0,0,0,-0.0469204380564875,0,0,0,0.0379772576551964,0,0,0,0,0,0,0,0,0,0.128042703330464,0,0.128028526642697,0,-0.0463426618830422,0,0.00105226531279693,-7.04944999986902e-05,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.161428317398172,0,0,0,0,0,-0.0411340099895479,-0.116420390327655,0,0,0,0.0370041001883843,0,0,0,0,0,0,0,0,0,0,0,0,0.0668924983752936,0,0,0,0,0,0,0,0,0,0.0574935642758033,0,0,0.0549740482485298,0,-0.0875447108953694,0.00650093679109095,0.00225367228315403,0,0,0,0,0,0
X000725.SZ,0,0,0,0.338717110942525,0,0,0,0,0,0,0,0,0.0778995181508569,0,0,0,-0.0282033118850341,0,0,0,0,0.134045835932542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387589051243731,0,0,0,0,0,0,0,0.134662796661194,0,0,0,0,0,0,0.394724254790164,-0.0962418439399497,0.0274627745215305,0,0,0,0,0,0
X000625.SZ,0,0.299632883421295,0,0,0.0102423437318252,0,0,0.047777422499505,0,0,0,0,0,0,0,0.15904141171121,0,0.162639675148826,0.0181164617158594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125903596919674,0,0,0,0,0,0,0,0,-0.170132947266669,0.162330406402267,0,0.0743981760303601,0,0,-0.0676264855544682,0,0,-0.00176037035366195,-0.0036110539280671,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.215113256147083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210223797577749,0,0,0.236773349836938,0,0,0,0,0.233693158217011,-0.0973625187599976,0,0.0099171558124623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166150409447518,0,0.0148382735529456,0.00591336291665798,0,0,0,0,0,0
X600690.SH,0,0.190509715933036,0,0,0.147658879100702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847218742002647,0,0,0.0581653825274775,0.0841963329905002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302868949002024,0,0.0332258959358837,0,0,0,0,-0.0250633506376351,-0.00218124479895287,-0.00322679613785934,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.16673800855123,0,0,0,0,0,0,0,0,0,0,0.111978309457661,0,0,0.0696686200663199,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122079263014488,-0.0932086886143575,0,0,0.176803144730669,0,0,0,0,0,0,0,0,0,0.101342953555466,0,0.216712215777127,-0.0135301242831223,0.0116463023839632,0,0,0,0,0,0
