,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X000625.SZ,X002456.SZ,X600487.SH,X600066.SH,X600566.SH,X000661.SZ,X000100.SZ,X002294.SZ,X002007.SZ,X002179.SZ,X000157.SZ,X002241.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X600177.SH,X002508.SZ,X600522.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.284585524957847,0.086682300662777,0,0,0,0,0,0,0,0,0.0402976987930945,0,0,0,0,0.0558282672895366,0,0,0,0,0,0,0,0,0.0521379598523584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373437734240131,0,0.0397388113456595,0,0.0450679187482925,0,0,0,0,0,0.00316308342089805,0.0193945619417345,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.27695355494666,0,0,0.277438325281138,0.0561809729939838,0,0.0966572297737005,0,0,0.0247869603149837,0,0.133982692469154,0.086151801357934,-0.0682229985016268,0,-0.0522265594800281,0.0506053549942325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140605469550368,-0.114980231098383,0,0,-0.0250997434945836,-0.134790560755117,0,0,0,0,0,0,0,0.0374282654635794,-0.0365821109277115,0,0,0,0.175453150263188,0,0
X002415.SZ,0,0,0,0,0,0,0.0413542031207027,0,0,0,0,0,0,0,0,0,0.356833840928945,-0.0532399513751038,0,0.118268235051505,0.0104177214196398,0,0,0,0,0,0,0.0452743300478112,0,0.184158484413536,0,0,0,0,0,0,0.0562042806868103,0,0,0,0,0,0,0,0,0,0,0.168360424230728,0,0,0,0,-0.0141033824926991,0,0,0,0,0,0
X000858.SZ,0.165563908862251,0,0,0,0,0,0.286431468708935,0,0.0324974204152863,0,0,0,0,0,0,0,0.234791724406615,0,0.0485509274226697,0,0,0,0,0,0.0328615715478166,0,0,0,0,0,0,0,0,0,0.0201028083761378,0,0,0,0,0,0,0,0,0,0,0,0,0.0389036492366707,0,0.0614809214514211,0,0,0.0295970222769841,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.116872489407204,0,0,0,0.0856908255447392,0,0.0499870490351987,0,0,0,0,0,0,0,0.17814635881074,0,0,0,0,0,0,0,0,0,0,0,-0.0555072161175002,0,0,0,0,0,0,0,0,0,0.159459081837057,0.0416761271554535,0,-0.0824989394918384,0.115350295661962,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.214098980208688,0,0,0,0,0.0577045219197755,0.0195785414972362,0,-0.0810755191794659,0,0,0,0,-0.0854895473530951,-0.0196851543147649,0,0,0,0,0,0.17414628959589,0.085047660844659,0,0.206168844060505,0,0,0,0,0,0,0.0361588643235223,0,0,0,0,0,0,0,0,0,0.116651792334306,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.112250796389255,0,0,0,0,0,0.26360715394999,0,0,0,0,0,0,0,0,-0.0864224918350002,0.297882700352724,0,0,0,0,0,0,0,0,0,0,0.0774851224861875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527847200663844,0,0.0354273484167683,0.0110509144755608,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563613065906629,0,0,0.0191588221748574,0,0,0,0,0,0,0.067433112921243,0,-0.0365356805760977,-0.251740333175563,0,0,0,0,0,0,0.0398174369226417,-0.112860781327127,0,0.181177725016502,0,0.222096501572003,0.163041278631044,0,0,0,0,0.0997370358587825,0,-0.00169502045908594,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.396566282903597,0,0,0.178245491994529,0,0,0,0,0,0.0176846896687378,0,0,0,0,0,0.0640770106380368,0,0,0,0,0,0.0311026344520417,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475197497395419,0,0,0,0.0561213868867507,0,0,0,0.0737930763252403,0,0,0,0,0,0.0120521439819514,0.0128311539824687,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0359500821960088,0.107285695286596,0,0,0.000976097851622505,0,0,0,0,0,0,0,0,0.026092041602845,0,0,0,0,0,0,0.300076384757928,0,0,0.0523787252845751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597920881548442,0,0,0,0,0.0538743961522971,0,0,0.0460734269994434,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.382864717338448,0,0,-0.00220299219035069,0,0,0,0,0,0,0.0475010806980731,0,0,0,0.534001460173251,0.0161484538338238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167758356602127,0.138639046336522,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600741.SH,0,0.293298266091386,0,0,0,0,0,0,0.230856643404969,0,0,0,0.00111768921690587,0,0,0.0291515921557984,0.0585139604524735,0,0.011938356169285,0,0,0.0138481072213725,0,0,0.0393032574178511,0,0.0738357297160616,0,0,0,0,0,0,0,0,0,0,0,-0.0756442491080678,0,0,0,0,0,0.105983614036652,0,0,0,0,0,0,0.0167787477307594,-0.013252651165866,0,0,0,0,0,0
X002475.SZ,0,0.0827161700875223,0,0,0,0,0,0,0,0,0,0,0,0.00440297042939576,0,0,0,0,0,0,0,0,0,0,0,0,0.577120841623647,0,0,0,0,0,0,0.0968418342046891,0,0,0,0,0,0,0.175911346667111,0,0,0,0,0,0,0,0,0,0,-0.000989547170607862,0.0077462908587868,0,0,0,0,0,0
X000338.SZ,0.280545847362044,0,0,0,0,0,0,0.0627724127911162,0,0.0253346184387997,0,-0.00503706827673017,0,0,0.386621553898005,0,0,0.098940896477085,0.0425273124095365,0,0,0,0,0,0,0.0999831927759385,0,0,0,0,0,0,0,0,0,0,0,-0.0269293238315506,0,0.165633816254882,0,0,0,0,0,0,0,0,0,0,0,0,-0.00477514435917506,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.053675046658546,0,0,0,0,0,0,0,0.0479806940928227,0,0,0.0572863368462529,0,0,0,0,0,0,0,0,0,0,0.156142749602469,0,0,0,0,0,-0.351793781342241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489032983735029,0,0,0.0954689468976018,0.016650015522895,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.129887064587528,0,0,0,0,0,0,0,0.123957497530005,0,0,0,0,0,0,0,0.326668979227684,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0581295896279727,0,-0.0730455678068784,0,0,0.14035303776463,0.176680654060386,0,0,0,0,0,0,0.081155906506564,0,0,-0.0142252584970968,0,0,0,0,0,0
X002236.SZ,0,0,0.258033509606007,0.0958787876202024,0.195064402314817,0,0.0538151326327272,0,0,0,0,0,0.0674225366970831,0,0,0,0,-0.0771803112507964,0,0,0.155813117403778,0,0,0.151337434935528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000894355897829158,0,0,0,0.017633986439987,-0.0868230058463685,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.333823880470423,0,0,0,0,0.199098841494155,0,0,0,0,0,0,0,0,0,0,0,0.0322756798718877,0,0,0,0,0.0225191556546208,0,0,0,0,0,0,0,0,0,0,0,-0.371955686844387,0.244806136505166,-0.141750324669307,0,0,0,0,0,0
X600809.SH,0.0263857674407683,0,0,0.404258206401462,0,0,0.23792045913431,0,0.241727243304748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806897353960083,0,0,0,0.0974458752426299,0,0,0,0,0,0,0,0,0,0.0853937662140977,0.0185314236775252,0,0,0,0.0165261254591563,0,0,0,0.121732961057005,0.0447304743060981,0.00707809283580536,-0.0453623410544846,0,0,0,0,0,0
X300124.SZ,0,0.294465457061762,0,0,0,0.141161518999385,0,0,0,0,0.125137963144383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386816104518664,0,0,0,0.0782096122999846,0,-0.277781634691492,0,1.73472347597681e-18,0,0,0,0.147362518390162,0,0,0,0,0.0589213560563862,0,0.0413739177743174,0,0.150479984362879,-0.0287972201385983,0,0,0,0.00945875484986279,-0.0193384690031499,-0.0211839619772846,0,0,0,0,0,0
X002008.SZ,0,0.111391907122703,0.0818980713161408,0,0,0,0.136432682697378,0,0,0,0,0,0,0,0,0,0.228547452652572,0,0,0,0,0,0.196650278454428,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0.028854087484673,0,0,0.263287126279179,0,0,0,0,0,0,-0.00987507284613459,0,0,0,0,0,0.13048504928447,0,-0.00102236248973669,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454893804245083,0.280275251631035,0,0.0395410944157322,0,0,0,0,0,0,0,0,0.147763991819268,0,0,0,0.308468334356846,0,0,0,0,0,0,-0.0940497897427513,-0.00496796290199553,0,0,0.158252794095041,0,0.0609899984345855,0,0,0,0,0,0,0,-0.00820230897640348,0,0,0,0,0,0,0
