,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X000977.SZ,X002049.SZ,X002241.SZ,X600372.SH,X002463.SZ,X600741.SH,X002129.SZ,X000661.SZ,X600584.SH,X002028.SZ,X600522.SH,X601877.SH,X000921.SZ,X601799.SH,X600066.SH,X600183.SH,X000800.SZ,X002156.SZ,X002007.SZ,X002223.SZ,X600418.SH,X002074.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178155428354909,0,0.15121087675668,0.0158986978480055,0,0,0,0,0.175369708453468,0,0,0,0,0.213236276041546,0.0120193103444929,0,0,0,0,0,0,0,0,0,0,0,-0.0995435283387871,0,0,0,0,0,0.00385921816359606,0,0,0,0,0,0,0.0694248305860684,0,0,0,0,0,0,0,0.0299878895586509,0,-0.0154763960397918,-8.67361737988404e-19,0.00895789269653216,2.16840434497101e-19,0,0,0,0,0
X000858.SZ,0,0,0.0211753792214553,0.19064471290431,0,0.364133490668495,0,0,0,0,0,0,0,0,0,0,0,0.011704904413522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106461398506297,0,0,0,0,0,0,0,-0.0344684119372333,0,0,0.0596324823346588,0,0,0,0,0,0,-0.0014526405517641,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.137940766891163,0,0,0,0,0.205858728785402,0,0,0,0.0839559988548301,0,0,0,0,0,0,0,0,0.123069175609196,0,0,0.126475652405883,0,0.0397785390783412,0,0,0,0,0,0,0.0265580926815498,0,0,0,0,0,0,0.0223855490367265,0.0353856177905206,-8.67361737988404e-19,0,0,0.0090435899296604,0,0,0,-0.0361583653237573,0.0268074131670063,0.025107289139652,0,0,0,0,0
X600809.SH,0.215866225552601,0,0,0,0,0.466327926190927,0,0,0.124831872778137,0,0.000720778736013686,0,0,0,-1.38777878078145e-17,0,0,0,0.268897261511727,0,0,0,0.0832994149409423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653415781390563,0,-0.166140894581547,0,-0.0830754513296088,0,0,0,0,0,0,-0.0243840467896886,0.0168427374723786,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0681420154556581,0,0,0,0,0,0.00668336965179386,0,0,0,0,0,0,0,0.0299966381242414,0,0,0,0,0,0,0,0,0,0.0134605876178242,0.626530525856443,0.184907269218063,0,0.0177943783232252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142685308282315,0,0,0,0,0,0
X000568.SZ,0,0.699578413875662,0,0.00522127501805072,0,0,0,0,-0.0960280872394945,0,0,0,0,0,0.204388928803011,0,0,0,0,0,0.127235980064735,0,0,-0.101559647843063,0,0,0,0,0,0,0,0,0,0.0174230793666244,0,0.000968428568530911,0,0,0,-0.017987866479618,0,0.0305286110305411,0,0,0,0,0,0,0,0,0,0,0.0200910837383495,0,0,0,0,0,0
X600690.SH,0,0,0,0.11682187497781,0,0,0,0,0,0.107807241600549,0,0,0,0,0,0,0.104405587256069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779639440862058,0,0,0,0,0,0.0705801043906377,0,0,-0.104099313642605,0,0,0,0,0.00583352268723776,0,0,0.0566599546776277,0.0037822526192196,0.0189513472673493,0,0,0,0,0,0
X000651.SZ,0,0,0,0.069107143387022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055459543661954,0,0,0,0,0,0,0,0.202402008342559,0.110973449134626,0,0,0,-0.0256428197585115,0,0,0,0,0,0,0.000782683787965105,-2.16840434497101e-19,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,-0.0154638327719405,0,0,0,0,0,0,0,0,0,0,0,0.216599654382764,0,0,0,0,-0.13126525767451,0,0,0,0.326985577582076,0,0,-0.177086842220066,0,0,-0.0811130393828955,0,0,0.0412769042884756,-0.0923063013779036,0,-0.00468878799917774,0,0,0,0,-0.0796419102915455,0,0.2857827378755,0.0560106797790929,-0.0263780734730601,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0691183319912222,0.00526793903689241,0.0836875749495232,0.188459909373234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10372414781878,0,0.586322601133293,0,-0.13757516045654,0,0,0,0.128919657451575,0,0,0.0355350670897605,0,0,0,0,0,0.108784817287174,0,0,0,0,0,0,-0.0266250353101993,0,-0.130885003381907,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0170229933328378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227727591290399,0,0.156506695635632,0,0,0,0,0,0,0,0,0.261225003011549,0,0.0134289198967974,0,0,0,0,0,-0.283846715032575,0,0,0,0.0232559313191879,0,0,0,0,0,0
X600104.SH,0,0,0,0.0862833138214221,0,0,0,0,0,0,0.17854829505108,0,0.00465280006663455,0,0,0,0,0.0222384478903669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718197427035952,0,0,0,0,0,-0.0296283919259253,0,0,0,0,0,0,0,0,0.00788963509436521,-0.0263180498839775,0.045667931533821,0,0,0,0,0,0
