,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600703.SH,X002241.SZ,X600089.SH,X600271.SH,X600066.SH,X002236.SZ,X600177.SH,X601877.SH,X600118.SH,X000550.SZ,X002129.SZ,X000581.SZ,X000568.SZ,X600582.SH,X000559.SZ,X000623.SZ,X300124.SZ,X002475.SZ,X000800.SZ,X600060.SH,X000050.SZ,X300146.SZ,X300003.SZ,X002294.SZ,X000977.SZ,X002465.SZ,X002292.SZ,X600839.SH,X002456.SZ,X000400.SZ,X000869.SZ,X600435.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.154863269749874,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.332388102465967,0,0,0.0383524307489494,0,0,0,0.0751359762022534,0,0,0.189424274455983,-0.0952761925190709,0,0.169853036720119,0,0,0.0323875336021132,0,0,0.0623017280849752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.176394197310635,0.0946682387331687,0.0184351889455022,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203414835348842,0.0203483917096347,0.0322296095873733,0,0,0,0.0347812476516279,0.0865041923737593,0,0.070670611994352,0.0332543782453461,0,-0.102313896180967,0,0,0,0,0,0,0,0,0,0,0,0,0.0355358959256291,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.242439020919784,0.183114995438103,0,0,0.042391089069554,0,0,0,0,0,0.0565926791220158,0,0.0962036082685529,0.113740350387517,0.0351943375926219,0.0394924053118003,0,0,0,0.0847765294623401,0,0,0,0,0,0,0,0,0,0,0,-0.0522929096001154,0,0.086642253667284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0797892929687021,0.0250075350052136,0,0.0097290979297952,0,0,0,0,0,0,0.116342919778071,0.0780345217417922,0.0254132746038918,0,0,0,0.192285033161962,0,0.0105195639557348,0,0,0,0,0.134003725836623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716525012454027,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.113123376414016,0,0,0,0,0,0.127715339188982,0,0,0,0,0.0813515457962265,0,0,0,0,0,0.271854933536919,-0.179598387862818,0,0,0.168093096729716,0,0,0,0,0,0,0.0672170422074473,0,0.256142352589924,0,0,0,0.0654549465466825,0,0,0,0.0320934535861164,0,0,0.133292355348761,0,0,0,0,0,-0.00188335062047707,0,0,0,0,0,0
X000625.SZ,0,0,0.0110727780737195,0.108026796480238,0,0,0,0.268100803980368,0.109525419246804,0,0,0,0,0,0,0,0.150037265645774,0,0,0,0,0,0,0,0,0.0778868713331075,0.206224067645182,0,0,0,-0.0791253090902318,0,6.93889390390723e-18,-1.73472347597681e-18,0,0,0,0.0508272000289951,0,0,0,0,0,0,0,0,0,0,0.0255637710727206,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0449926104136475,0,0,0,0,0.10048914180643,0.0932981234219907,0.157775865642266,0,0.00833578821583472,0,0,0.0724658213585732,0,0,0,0,0,0,0,0,0.122542422666595,0,0,0,0,0,0.075467474978429,0,0,0,0,0,0.0491622374752737,0,0.00221014617494482,0,0,0,-0.0234485989441013,0,0,0.117605069167426,0,0,0,0,0,0,0,0.00693456817140418,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.146669601689163,0,0,0,0.0509547913725708,0.0644872392471429,0,0,0,0,0,-0.0970410135496031,0,0,0,0.0473791443465983,0.1115125597489,0.00116540215315975,0,0,0.311718331090752,0,0,0,0,0,0,-0.0428631904431426,0,0,0,0,0,0,0,0,0,0,0,-0.24338147772505,0,0.0530613054329647,0,0,0,0.0452456170151421,-0.0176441948032104,0,0,0,0,0,0
X600690.SH,0.142711784259995,0,0.171598112358414,0.0608010099648381,0,0,0,0,0,0,0,0.0569441049790882,0,0,0,0,0,0,0,0,0,0,0,0.15383968981696,0,0,0,0,0.013029467378741,0,0,0.0769487552366132,0,0,0,0.0907910545193735,0.111758444952606,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0543623465248255,0,0,-0.0301555138417885,-0.0117680472517508,0,0,0,0,0,0
X600031.SH,0.0659102166057677,0,0,0,0,0,0.0177262297867898,0,0,0,0,0,0,0,0.76853849553759,0,0,0,0,0.0286585599002324,0,0,0,0.0657599001767315,0,0,-0.0844578906527527,0,0,0,0,0,0.0547028643130035,0,0,0.0511302163064968,-0.0245489963281125,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.171851052646575,0,0,0,0,0.0352530228307146,0,0.17691837832914,0,0.0701316931193669,0,0.204092841753781,0,0,0,0.0982166794027635,0,0,0,0,0,0.0621224305421099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120231277514235,0,0,0,0,0,0
X000100.SZ,0.0376293741572233,0,0.0185726713620891,0,0,0,0,0,0,0,0,0,0,0,0.0663445151855657,0,0,0,0,0.0259220695352469,0,0,0,0.0841457145227633,0.0786360734855414,0,0.0385163533429382,0,0.0795796433130201,0,0,0,0.0670827368043763,0,0,0,0.300903147409921,0,0,0,0,0,0,0,0.171236301207122,0,0,0,0,0,0,0.00484072571475605,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0324832704332536,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0858100282547391,0,0,0,0.221919126837154,0.0445998541459287,0,-0.0958763594348752,0.0456850998341555,0,0,0,0,0,0,0,0,0,0,-0.0207618957201929,0,0,0,0,0,0,0,0,0,-0.0146977961820177,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0714073792447558,0.0494686455709299,0,0,0,0,0.0174271089043151,0,0.0650775039712217,0,0,0,0.524226365756994,0,0,0.0492290867956724,0,0,0.0465655105043547,0,0,0.0392424377110125,0,0,0,0,0,0,0,0,0.0101182123436956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163651275202758,0,-0.0517854891424346,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0582528040348353,0,0,0,0,0,0,0.589639705743682,0,0,0,0.029432647984201,0,0,0,-0.0174523290751731,0,0,0,0,0,0,0,0,0,0,0,0.108653662441928,0,0,0,0.00450430516458183,0,0,0.0789662798865725,0,0,0,0,-0.0285507920386042,0,0,0,0.00850464496248644,0,0,0.0701630797145933,0,0,0,0.0148718710491322,0,0,0,0,0,0
