,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X002241.SZ,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X002074.SZ,X600372.SH,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X002085.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X002180.SZ,X000050.SZ,X002249.SZ,X002294.SZ,X600867.SH,X002426.SZ,X600089.SH,X000869.SZ,X002465.SZ,X002049.SZ,X002508.SZ,X600699.SH,X002179.SZ,X600498.SH,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.291975451996931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207123826315407,0.0458362120825753,0,0,0,0,0,0,0,0.0440544438167441,0.0425183060849313,0,0.0821238091711778,0.0663038751173987,-1.73472347597681e-18,0,0,0,-0.0406236995325422,0,0,0,-0.0957700197882788,0,0,0,0,0,0,-0.10546061982101,0.0878662851858394,0,0,0,0,0,0
X600104.SH,0,0,0,0.00929827387043118,0,0,0,0.0720952442104446,0,0,0,0.112609548957294,0.0393591404385945,0,0,0,0,0,0,0,0,0,-0.00990674150645954,0,0,0,-0.00240049266576709,0,0,0,0,0,0,0.0246377932368202,0.0285219647700545,0,0,0,0,0,0,0,0,0,0,-0.0187023770884048,0,0,0,0,0,0.046901163699839,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0493878550530574,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0800479802408917,0.00859636247074548,0,0.0820687651250814,0,0.0705966302618397,0,0,0,0,0,0,0,0,0.0283261012869075,0.0600112031899348,0.0678354678810751,0,0.0120387221564522,0.104848015091981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369391027516539,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.290396650867797,0,0,0,0,0.0999360216822853,0.0309168535604451,0,3.46944695195361e-18,0,0,0.00778338233700603,0,0,0,0,0,0,0,0,0,0,0.0508268874545953,0,0,0,0,0,0,0.00519133844910865,-0.0157049764471083,0,0,0,0,0.0869596362696974,0,0,0,0,0,0,0,0.0810430862393282,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.685182635782394,0,0,0,0,-0.0489322701292973,0,0,0.0728537914258619,-0.125409305944017,0,0,0.192851087748696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302160819195305,0.0501962026283579,0,0.201156480919191,-0.0801656453738544,0,0,0,0,-0.0881839388749489,0,0,0,0.0473701691633548,-0.0836327971930802,0,0,0,0,0,0.063228962037632,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110564612292556,0,0,0,0,0,0,0,0,0.073326722556062,0.130192692736197,0,0,0,0,0,0,-0.0470701279345846,-0.0678646291979353,0.0183084295978665,0,-0.0423531919436059,-0.00786994774008136,0,0,0,0,0,0,0,0.0334463384152783,0,0,0.0189326408153822,0,0,0,-0.00118190344057568,-0.0197905105453357,0.163997630639268,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00533714356913571,0,0,0,0,0,0.0798988248212936,0,0,0,0,0,0.119570694752715,0,0.0625305498653471,0,0,0,0,0,0.17969557340275,0,0,0,0,0,0,0,0.0823393825520239,0.0475607481836889,0,0,0,0,0,0,0,0,0.0909791026643752,0,0.0243767343070779,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0834767208123773,0,0,0,0,0,0.211582888390238,0,0,0,0,0,0,0.172665275850139,0,0,-0.0531298676916508,0,0.0799528258049014,0,0,0,0,-0.102861518092648,-0.0272034915994018,0,0,0.0183890414674589,0,0,0,0.104459343575263,0,0,0,0.0467959894395694,0,0,0,-0.0230875405493014,0.122016202358006,0,0,0.021303868370982,0,0,0,0,0,0
X000063.SZ,0,0,0,0.241535592242341,0,0,0,0.0375319862707576,0,0,0,0,0.0184997433856432,0,0,0,0,0,0,0.104959826565984,0,0.276089982649185,0,0,0,0,0,0,0,0,0,0,0.00194075885224228,0,0,0.0247500065001176,0,0,0,0,0,0,0,0.138841104401636,0,0,0,0,0,0,-0.0220727423459571,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.185403437412426,0,0,0,0,0,0,0,0,0,0,0,-0.0411368504864759,0,0,0,0,0,0,0,0,0,0,-0.00757593427787539,0,0,0,0,0,0,0.0140364458992556,0.0431448230648636,0.0652640619855198,0,0,0,0,0,0.0804500711405301,0,0,0.0632586503535925,0.05607972199147,0.0945361939584438,0,0,0,0,0.0221480621820666,0,0,0,0,0,0
