,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X002241.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X002007.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000977.SZ,X002456.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X002414.SZ,X600271.SH,X300142.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X600118.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.292085572911481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829844696089881,0,0,0.0236461446743432,0.0915135293924087,0,0.213154872610747,0,0,0,0,0,0,0,0,-0.026759835605511,0,-0.022370683351653,0,0.0346950325144106,0,0,0,0,0,0,0,0,0,0,0,-0.0213688590818398,-0.0785129345458351,0,0,0,-0.174791561912667,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0831160404962298,0,0,0,0.511302227036249,0,0,0,0,0,0,0,0,0.0371819354883984,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00528805717629868,0,0,0,0,0.0124248189403204,0,0,0,0,0,0,0,0,0.00754537072368438,0,0,0,0,0,0,0,0,0.0322486028270503,0,0
X600276.SH,0.26040611076405,0,0,0,0,0,0,0,0,0,0,0,0,0.0448532229478473,0,0,0.0914869653947182,0,0,0,0,0.132219965488358,0,0,0.00759588879854376,0.112485274461599,0,0,0,-0.00668327431667798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231781385188394,0.00669144541636221,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0303337937558264,0,0.244937443036283,0,0.0742757015603143,0,0,0,0,0,0,0,0.0141734049757035,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549618367667403,0,0,0,0,0,0,0,0,0,0.00741450703524793,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125930557268737,0,0,0,0,0,0.243565304001492,0,0,0,0,0,0,0.0858764689323454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276962908979355,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0613166277722959,0.0951666557120299,0,0,0,0,0,0,0.0423859666307304,0,0,0,0,0.0740015991113223,0,0,0,0,0,0,0.135812698284068,0,0.209423856943632,0,0.0913423632159471,0,-0.0192517161203158,0,0,0,0,0,0,0,0,0.0615380794862406,0,0,0,0,0.0175287654996422,0,0,0,0,0.0625603703278138,0,0
X002475.SZ,0,0,0,0,0.00469797170655413,0,0,0,0.104508980307916,0,0,0,0,0,0,0,0.130536323813079,0,0,0,0,0.161137659747432,0,0.0316095571106628,0,0,0,0,0,-0.074683573280152,0,0,0,0,0,0,0,0,0,0.04760080010618,0,0,0,0,0,0.332475175310441,0,0.0724350478727154,0,0,-0.00928006906592079,0.00165284628421832,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312324331825085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106416362365627,0.156305115945439,0,0,0,0.135174458700241,0,0,0.0177862581425607,0,0,0,0,0,0,0,0,0.0672034593423177,0.162490005196226,-8.67361737988404e-19,0,0,0,0.0305263111226912,0,0,0,0.0899038211967909,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350449175418917,0,0,0.412113989136838,0,0,0,0,0.0492525579704106,0,0,0,0,0,0,0.0220319366810611,0,0,0,0,0,0.205131606084488,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.000396020012779772,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0758310981025308,0,0.066267246044599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120115616308441,0,0,0,0.0229745597593554,0,0.0526157667475391,0,0,0.0427755284057738,0,0,0,0,0.207491482424823,0.0307733715472513,0,0,0,0.0256962257241463,0,0,0,0.167359388016887,0,0,0,0,0,0,0.0484274867846048,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.156508356534137,0.0356702334779623,0,0,0,0,0,0.0278367174577611,0,0,0.0399726880293544,0.0293471075008245,0,0,0,0.102831567422412,0,0,0,0,0.429921132496598,0,0,0,0,0,0,0,0,0.0242571848074642,0,0,0,0,0,0,0,0,0,0,0.01366117222937,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.101508746576405,0,0.296266875642069,0,0,0,0,0,0,0,0.0740664837888458,0,0,0,0.156647993961925,0,0,0,0,0.0726954704124935,0,0,0,0,0,0,0.0278959909364939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029224920597058,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.347645456822404,0.23384483026671,0,0,0,0,0,0,0,0,0,0,0.0691557481403696,0,0.0334506718910413,0.240041472876976,0,0,0,0,0,0.0932148241303228,0,0,0,0,0,0,0,0.0340990493843684,0,0,0,0,0,0,0,0,0,0,0,-0.0163900258997712,-0.0256234650830331,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.237644343753048,0,0,0,0,0,0,0,0,0.131824972165955,0,0,0,0.155839407751997,0,0,0.0234096820245816,0,0,0,0,0,0,0.0412649406552556,0,0,0,-0.0983235505600158,0,0,0.0515130107090494,0,0,0,0,0,0,0,0.00826619460720341,0,0,-0.0114482455031568,0,0,0,0,0,0,0
X000568.SZ,0,0.317785439728621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366390934847001,0,0,0.00199649000310693,0,0,0,0,0,0,0,0.0836473721517373,0,0,0,0,0,0,0,0,0,0.0722656428126641,0,0,0,0,0,0,0,0,0,0,0,-0.00474093515270244,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705323425688372,0,0,0.130606647694836,0,0,0,0,0,0,0.028377411341117,0,0,0,0.140832536230242,0,0,0.00916194577081016,0,0,0,0,0,0.452633571152564,0,0,0,0,0,0,0,0,0.00982256193779446,0,0,0,0,0,0
X000661.SZ,0.0731496782788537,0,0.176848214539115,0,0,0,0,0.0397987496760569,0,0,0,0,0,0,0,0,0,0,0,0.218395832238949,1.0842021724855e-19,0,0,0,0.0858627793607531,0,0.125021324211362,0,0,0,0,0,0,0.164553263939485,0,0,0,0,0,0,0,0,0,0,0.104770932388935,0,0,0,0,0,0,0.0140474406669684,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.185489705266285,0.0871823055455058,0,0,0,0,0,0,0,0.047973304245963,0,0,0,0,0,0,0,0,0.0127367743595401,0,0,0,0,-0.0761870649642901,0,0,0,0.224846271744452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122317728322627,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.428394825039585,0,0,0,0,0,0,0,0,0,0,0,0,0.0475945352348105,0.101988373171383,0.0656716889217566,0,0,0,0,0,0,0,0,0,-0.0813636548077462,0.138080628861575,0,0.101016548165301,0.0183439345035714,0,0,0.0226216052067049,0,0,0,0.101304802795077,0,0,0,0,0,0,0.011879395889948,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0150405594795679,0,0.541418406365671,0,0.0317942425177892,0,0,0,0,0,0,0,0,0,0.105606275071461,0,0,0,0.0625584907757896,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0108024585640831,0.0621969960791944,0,0.00544685654070111,0,0,0.0109797462818805,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740188607944824,0,0,0,0,0,0,0,0,0.200888439438266,-0.0183862693690933,0,0,0,0,0,0.0300498966459943,0,0,0,0,0,0.433402342823782,0.0508114820054988,0,0,0,0,0,0,0.159710686212954,0,0,0.128291634781245,0,0,0,0,0.01044109859104,0.00245266283681079,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0920041700399035,0,0,0,0,0,0.0224978765062545,0,0,0,0,0,0.0876248806491392,0,0,0,0,0.159150565449925,0,0,0,0,0,0,0,0,0,0,0,0,0.0388728280996941,0,0,0,0,0,0,0.152730396516859,0,0.193716256393428,0,3.46944695195361e-18,0,0,0,-0.024940692774971,0.0169564392092009,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141242271824405,0,0,0,0,0.210327877909022,0,0,0,0.287153990166484,0,0.234095525689609,0,0,0,0,0.0613088003511634,0,0,0,0,-0.176443744814118,0.213917864405455,0,0,0,-0.058359594882953,0.0494717216644421,0,0,0,0.0579264011821383,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285722485464914,0,0,0,0,0.135625721574144,0,0,0.10328186347833,0,0,0.506414436701153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292509173182992,0,-0.127052491635804,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0.233590387945163,0,0,0,0,0,0,0,0,0,0,0.0614127979634878,0,0,0,0,0,0,0,0,0.183417169426778,0,0,0,0.069301038984432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114636451634792,-0.10663058188661,0,0,0,0,0.0275451163362861,0,0,0,0,0.010534399265999,0.0350259617835314,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.588080873263791,0,0,0,0,0,0.0317836325013122,0,0,0,0,-0.040066904020424,0,0,0,0,0,-0.111584831051008,0,0,0,0,0,0,0,0.0354059677220566,0,0,-0.012194132836539,0,0,0,0.0401899554795242,0,0.0620718915716311,0,0,0,0,-0.00748866820209407,-0.0373267316677458,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0.281989006683162,0,0,0,0,0,0.0718843224278074,0,0,0.288722711401533,0,0.0180848666691575,0,0.0441835858132112,0,0,0,0,0,0,0.0241923032885553,0,0,0,0,0,0,-0.0833194212258597,0,0,0,0,0,0,0,0.0427351489307923,0,0,0,0,0,0,-0.0121440269906612,0,0,0,0.0211111597317862,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.128656074776757,0,0.0358020131214319,0,0.115565170475004,0.0574015521416058,0,0,0,0,0,0,0,0,0,0,0,0,0.000966614241133239,0,0,0.0852226387984363,0,0,0,0,0.158508232992743,0,0,0,0,0.0483179505069963,0.0338888178958712,0,0,0,0,0,0,0,0.193001795000222,0,0,0,0,0,0,0,0.00445042078817401,0,0
