,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X002475.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000100.SZ,X000799.SZ,X600460.SH,X000157.SZ,X600741.SH,X002236.SZ,X002074.SZ,X600702.SH,X600884.SH,X002414.SZ,X600584.SH,X600779.SH,X601799.SH,X000800.SZ,X600183.SH,X002007.SZ,X002176.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.262412603614251,0,0.103984079528369,0.0528871810736908,0,0,0.0125139273833969,0,0,0,0,0,0,0,0.06911824916177,0,0,0.0135435018136151,0,0,0,0,0,0.0573102524795069,0,0,0,0.0810918142559828,0,0,0,0,0,0,0,0,0.0210847517033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00155499211017591,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0502186017032891,0,0.122535930175458,0.35452339375653,0,0,0,0,0,0,0,0,0.0185443050964499,0,0,0,0,0,0,0.000274813385042091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252763563933904,0,0.025376244949026,0,-0.0703295317784925,0,0.192429679527046,0,0,0,0,0,0,0,0,0,-0.0210522153167397,-0.000346874055713153,0,0,0,0,0,0
X002415.SZ,0,0.196959862842565,0,0,0,0,0,0.133925977938237,0,0.0399717126857574,0,0,0,0,0.0273959079554722,0.00309742041622943,0,0,0,0,0.216067772871169,0,0,0,0,0.0399961959674959,0.0681900090510037,0,0,0,0,0,0,0,0,0.00570772899949237,0,0,0.0916490112410657,0,0,0,0.0553341284266381,0,0,0.0313277256468865,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0768944801779316,0,-0.0336044527216996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448227021465398,0,0,0,0,0,0,0.539285325864805,0,-0.0131845329511091,0,0,0.0169560034187043,0.190002406495072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325047072180625,0,0,0,0,0,0,0
X600276.SH,0,0.333085141812643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412900555981372,0,0,0,0,0,0,0,-0.18660810712131,0,0,0,0,0.199075512222981,0,0,0.233390044206145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511681779970091,0,0,0,0,0,0,0
X000568.SZ,0,0.562993536556442,0,0.0578636562404107,0,0,0,0,0,0,0,0,0,-0.024067773205683,0,0.0449052301314277,0,0,0,0,0,0,0,0,-0.0446742034487225,0.0372078535453099,0,0,0,0,0,0.0639877639057298,0,0,0,0,0,0.00985081608823889,-0.0180872258306107,0,0,0.0601998356192064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.23076099493183,0,0,0,0,0,0,0,0,0,0,-0.00597656105412847,0,0,0,0,0,0,-0.105637251814792,0,0.0600926800478915,0.0419144083013572,-0.127803307929349,0,0,0,0.129060689852185,0,0,0.153164630618788,0,0,0,0,0,0,0.0956371422931031,0,0,0,0,0,0,0,0,0,-0.0192642736034754,0,0,0,0,0,0,0
X600690.SH,0.0180789918895068,0.147801180623919,0.0485274869542618,0,0,0,0,0,0,0,0,0.00205079279754151,0,0,0.0556641709285459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762352391537767,0,0,0,0,0.159410853406843,0,0,0,0.0291100789058695,0,0,0,0.0976083773418833,0,0,0,0,-0.0641105301447352,0,0,0,0,-0.0240680613495246,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147508865216781,0,0.0202491342759558,0,0.0803888946538536,0,0,0.0609119839540584,0,0.0536494092746017,0,0.0529214436491127,0.0810628837482084,0,0,0,0.0131004748691151,0,0,0,0,0,0,0,0,-0.0835889716010599,0,0,0,0,-0.0262580006333439,0,0,0,0,0,0
X002475.SZ,0,0,0.0687251511367655,0,0,0,0,0,0,0,0,0,0,0.192073276329067,0,0,0,0,0,0.218477438293404,0,0,0,0.0412879935283001,-0.174914086493515,0,0,-0.176905083399093,0,0,0,0,0.0564341477127188,0,0,0,0,0,0,0,0,0,0.0446804355410843,0,0,0,0,0,0,0,0,0,-0.0163035447659715,0,0,0,2.16840434497101e-19,0,0
X000651.SZ,0,0.157276874275011,0,0,0,0,0,0,0,0,0,0.0999538608439473,0,0,0,0,0,0,0,0,0,0,0,0,0.0229128913935095,-0.0830215181102396,0,-0.0428107638013067,0,0,0,0,0,0,0.0347771338659688,0,0,0,-0.00671770947425565,0,0,0,0,0,0,0.0962652500489878,0,0,0,0,0,0,0.0182361359551501,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.174551402101263,0,0,0,0,0,0.158767806405602,0,0,0,0,0,0,0,0,-0.0271445271010684,0,0,0,0,0,0,0,0,0.312896618579015,0,0,0.0598953082357143,0,0,0,0,0,0,0,0,0,0.0313738267696179,0.00525642417602465,0,0,0,0,0,0,0,0,0.159832143526904,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429224107008832,0.0343873115507183,0,0,0.0641304079878783,0.025136992185935,0,0,0,0.348576463930009,0,0,0,0.11032573274557,0,0,-0.05823181331857,0.0211688580132976,0,0,0,0,0,0,0,0.0347923942069421,0,0,0,0,0.00154382911720041,0,0,0,0,-0.00477353132615292,0,0
X002371.SZ,0,0,0,0,0,-0.0913807237626126,0,0,0,0,0,0,0,0,0.128735382818405,0,0,-0.126518597358062,0,0,0,0,0,0.273181935372279,-0.112059678794813,0,0,0,0,0,0,0,0.368295718948565,0,0,0,0,0.010983784801385,0.234734046661246,0,0,0,-0.0582307680506968,0,0,0,0,-0.359130736324578,0,0,0,0.0629939360696094,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.00919244861060571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11455699477286,0.349955013488023,0,0,0,0,0,0.221368960362215,0,0,0,0,0,0,0,0.328824304306634,0,0.163804313291543,0,0,0.0222583590895251,0,0,0,0,0.0391364541944221,0.0430641690982234,0,0,0,-1.73472347597681e-18,4.33680868994202e-19,0,0,0,0,0,0
X300124.SZ,0.5982223729375,0,0,-0.0494376829782846,0,0,0,0,0,0,0,0,0,0,0.0451496422856369,0,0,0.156413448619852,0,-0.16369949706315,0,0.260309387111176,0,0.0859042554458248,0.0246451795591178,0,0.0113409525951067,-0.0715131608469481,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.260720768226199,0.17886578061322,0.114095208248058,0,0,0,0,0,0.156817066102932,0,0,0,0,-0.0555774124854218,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386278747541643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389499302673302,0,0,0,0,0,0.109463285834402,0.0283119325498987,0.0477326287763803,-0.0455702574721853,0,-0.0175861285831815,0,0,0,0,0.0460513750856811,0,0,0,0.0242107915077405,0,0,0,0,0.0229373430251595,0,0,0,-0.123787465298213,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.130609287166015,0,-0.0269762890969249,0,0.0639681147599726,0,0,0,0,0,0,-0.0620404242623474,0,0.153484140066949,0.0259859132688106,0.146130311114484,0.00304668446500228,0,0,0,0,8.67361737988404e-19,0,0,0,0.0427719977524909,0.0705507477504893,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00561995387894064,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0717438430991907,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.156025651614218,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.100362411437928,0,0,0.0823358254749599,0,0,0,0,0,0,0,0,0,-0.0364027046626916,0.0199572340126998,-0.156043447772823,0,0,-0.0818968380070424,0,0,0.128298210991945,0.0600692333334586,0,4.33680868994202e-19,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0271747502838054,0,0,0.353578219258364,0,0,0,0,0,-0.115402114079061,0,0,0,0,0,0,-0.359658877324655,0,0.123781039800943,-0.012522226468341,0.0941658278750123,0,0,0,0,0,0.0321338373081726,0,0,0,0,0,-0.0808058607195771,0,0,0,0,0,-0.0549401532980867,0,-0.159980763434486,0.223118262733492,0,0,0,0,8.67361737988404e-19,0,0,0,-0.238120529778671,0,0
X600703.SH,0,0,0,0.0322438225420783,0,0,0,0,0,0,0,0,0,0.105192644374754,0.049506694382503,0.0113049205306834,0,0,0,0,0,0.306530276211466,0,0,0.0820481056796788,0,0,0,0.0127007243924275,0,0,0,0.123665052471572,0,0,0,0,0,0.00494448405938654,0,0,0,0,0,0,0,0,0,0,0,0,0.000579035890585414,0,0,0,0,0,0,0
