,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600271.SH,X002241.SZ,X000100.SZ,X600066.SH,X002506.SZ,X000559.SZ,X600118.SH,X600031.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X002049.SZ,X000338.SZ,X002465.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X601877.SH,X300003.SZ,X002294.SZ,X002129.SZ,X000869.SZ,X002074.SZ,X002456.SZ,X600498.SH,X600867.SH,X002426.SZ,X000977.SZ,X002085.SZ,X300001.SZ,X300146.SZ,X600582.SH,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794325599552392,0.0277185650320093,0,0.00629774894051242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146616155149827,0,0,0,0.011428609643413,0,0,0,0,0,0,0,0.0210048698660195,0.0300173517246068,0.0220564547475173,0,0,0,-5.42101086242752e-20,0.00957445241291045,0,0,0,0,0,0
X600104.SH,0,0,0,0.10355062959687,0,0,0,0,0.0240428774084493,0,0,0,0,0,0.150340720298544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479100552965763,0,0,0,0,0.0277372882177146,0.049684185412642,0,0,0.00831433036456292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763899522997912,0,0.0529889979609824,0,0,0.0541181470587939,0,0,0,0,0,0,0.343424629078625,0,0.154116269221322,0.0245672647717911,0,0,0,0,0,0,0.0483717446178659,0,0.0295160593767152,0,0,0,0.0083402800987183,0,0,0,0,0,-0.0324093225048541,0,0,0,0,0,0
X000651.SZ,0,0,0.112094263492333,0,0,0,0.114863394699321,0,0,0,0,0,0,0,0,0.305479302388586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174140949448265,0,0.141541030669995,0,0.0398745041651939,0,0,0,0,0,0,0,0,0,0.0258062426472475,0,0,0,0,0,0.0390892713866934,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0124597143203247,0,0,0,0,0.0961344739908654,0,0,0.00254971173580881,0,0,0.00826490827250736,0,0,0,0.0420596331402183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191679545901234,0,0,0,0.0800307535264909,0,0,0.0810741018194663,0,0,0,0,0,0.0282546095082383,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.124346639918775,0,0,0,0,0.289807791559363,0.035163703941034,0,0.070052218163909,0,0,0,0,0,0,-0.00780860001975128,0,0,0,0,0,0,0,0,0,0,0.137725776207643,0.031603968787283,0,0,0,0,0,0,0.0670852405509094,-0.0943474881899852,0,0,0,-0.0102295563045412,-0.00598417584744512,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.167114146907049,0,0,0,0,0,0,0,0,0,0.0696524962458344,0,0,0,0,0,0,-0.0197257596838415,0,0,0,0.193818369733499,0,0.0437364573393378,0,0,0.0378767009063788,0,0.0379833788652596,0,0,0.0536186346760965,0.0647495840620265,0,-0.0344034790845842,0,0,0,0,0,0,0.0226145022546349,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.162979599818434,0,0,0,0,0,0,0,0,-0.0528133603250529,0.0917071051588925,0.0373089210486088,0,0,0,0,0,0,-0.0752975433530861,0,0,0,0,0,0,0,0,0,0,0.0957946430148408,-0.105012388953265,0,0,0,0,0.0435860929399349,0,0,0,0.0473965162525934,0,0,-0.0274272340611742,0.0204963014702605,0,0,0,0,0,0
X000625.SZ,0,0,0,0.196465917589536,0,0,0,0,0,0,0,0.00560519940857601,0,0,0,0,0,0,0.120096028604727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256876645599961,0,0,0,0,0,0.0495800190114441,0,0,0,0,0.0257355983505353,0,0,0,0,0.102368200458546,0,0,-0.0126742932338381,0,0,0,0,0,0
X000063.SZ,0,0,0.00375709410815834,0,0,0,0,0,0.0898307373248173,0,0,0,0,0,0.0597760316590921,0,0,0,0,0.0352639446010552,0,0,0,0,0,0,0,0,0,0,0,0.140748655227751,0.193765975433089,0,0,0,0.0210943065297688,0,0,0,0,0,0.071190367203735,4.33680868994202e-19,0,0.0561863448226149,0,0.0429348005750793,0.0069249103297317,0,0,0,0,0,0,0,0,0
