,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000063.SZ,X000568.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002236.SZ,X002008.SZ,X601877.SH,X300124.SZ,X600487.SH,X002456.SZ,X600809.SH,X600867.SH,X000100.SZ,X000596.SZ,X000661.SZ,X600498.SH,X000625.SZ,X000977.SZ,X600066.SH,X600566.SH,X300136.SZ,X300142.SZ,X002294.SZ,X000157.SZ,X002179.SZ,X002007.SZ,X002180.SZ,X000981.SZ,X300146.SZ,X600522.SH,X002049.SZ,X000050.SZ,X002241.SZ,X000869.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.390983830272969,0,0,0,0,0,0,0,0,0,0,0,0.0545206836082684,0,0,0,0,0,0,0.00159254032110526,0,0,0,0,0.0360754795702225,0.00626425571488036,0,0,0,0,0.0329251140339814,0,0,0,0,0,0,0,0,0,0,0,0.0866414332650843,0,0,0,0,0.00460993429434396,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0525938261215095,0,0,0,0.0412451309713679,0.203301148936046,0,0.00344653462690581,0,0.2470878542658,0,0,0,0,0,0,0,0,0,0,0.0304649029998185,0,0,0,-0.0707240399211674,0,0,0,0,0,-0.0618361955373168,0,0,0,0.0158410364680637,0,0,0,-0.0791022139802078,0,0,0,0,0,0,0.020526845665012,0.0184694112213596,0.051781817781807,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.15957886714912,0,0,0,0,-0.123893905670047,0,0,0,0,0,0.191359029566727,0.0463433690841827,0,0,0,0,0,0,0,0.071773565859259,0,0.17382493226369,0,0.0129983861212884,0,0,0.0787550869149267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234909293996996,0.0436486943409551,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175346826213671,0,0,0,0,0.0202656711810601,0.0903819793930481,0,0,0,0,0,0,0,0,0.0846601246698703,0.362637827016113,0,0,0,0,0.0699367130607582,0,0,0.215569941727204,0,0,0.0357038628882308,0,0,0.0636681909762882,0,0,0,0,0,0,0,0.120321251372287,0.0238253086711584,0.0254319191812479,0,0,0,0,0,0
X000858.SZ,0.222310204917385,0.122964157630516,0,0,0,0,0.392807862075029,0,5.28255944452771e-05,0,-1.73472347597681e-18,0,-0.0591736493358025,3.46944695195361e-18,0,0,0,0,0.0884664799346769,0.0836421737180394,0.0529716159638595,0,0,0,0,0,0,0.124940980988955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122547338479306,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0931645468026242,0,0,0,0.0193567742824246,0,0,0.110897089070599,0,0,0,0.161422790178114,0,0.0424697394834726,0,0,0,0,0,0.0423697156034421,0,0,0,0,0,0,0,0,0,0,0,-0.0480102042271532,0,0,0,0,0,0,0,0,0,0,0,0.0172216584959337,0.028903445212784,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0556491793365011,0.45288304378034,0,0,0,0,0,0,0,-0.102928988183346,0.230221292380525,0,0,0,0.0948357378497788,0,0,0,0,0,0,0.160575077140355,-3.46944695195361e-18,0,0,-0.00621347459303084,0,0,0,0,0,0,-0.0810169860388307,0.165067883310588,0,0,0,0,0.0197469727679161,-0.11469255092155,0,0,0,0,0,0,0,0,0.00322994299465258,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132727856453757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205971202713968,-0.140313276108575,0.320956751859016,0.0915892562403685,0.0214672540934376,0,0,0,0,0,0,-0.00719051950565703,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.139347880530898,0.337214128783102,0,0.0680568635284782,0,0.0893307832350276,0,0,0,0,0,0,0,0,0.0379570355305721,0,0,0,0,0,0,0.0878757783856015,0,0,0,0,0,0,0,0,0,0,0,0,0.162043429402644,0,0,0,0,0,0,0,0,0.0463196200924311,0,0,0,0.0271382077554498,0.0706030319565911,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0068937271939118,0,0,0,0,0,0,0,0,0,0,0,0,0.0592453631224176,0,0,0,0,0.593132663241348,0,0.00620307420987467,0,0,0,0,0,0,0.0956689487124341,0,0.00614671564422234,0,0,0,0,0.16845098875924,0,0,0.0570411953093424,0,0,0,0,0,0,0,0,0.0101769125088734,2.16840434497101e-19,0,0,0,0,0,0
X600031.SH,0,0,0.106485934007473,0,0,0,0,0,0,0,0,0,0.0148696170910145,0,0,0.27488931221874,0,0,0.0979604505133437,0.0761881951309429,0,0,0.0689458888443158,0,0,0,0,0,0,0.0168839459933061,0,0,0,0,0,0,0,0,0,-0.262502014219625,0,0,0,0,0,0,0,0,0,0,0,0.00909517879409198,-0.00119301072328184,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.074989045829212,0.109680244941804,0,0,0.0670613109573496,0,0,0.0411487873454753,0,0,0,0,0.0298203478660174,0,0,0.0255469521293728,0,0.246102145431062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289676728652451,0,0,0,0,0,0
X000063.SZ,0,0.3539097581232,0,0,0,0,0,0,0,0,0,0.29598760516891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.133073952023977,0,0,0,0,0.230519952083832,0.209880459477785,0,0,0,0,0,0,0,0,0,-0.0314829332245056,0.0994048713929167,0,0.0260588388798873,0,0,0,0,0
X000568.SZ,0,0,0,0,0.451990786478926,0,0.255755564515503,0,0,0,0,0.0995405508288293,0,0,0,0,0,0,0,0,-0.0263799596694605,0,0,0,0,0,0,0.0726518329673731,0,0,0,0,0,0,0,0,0,0,0,0,0.11672899132883,0,0,0,0,0,0,0,0,0,0,0.0209089854772373,0.0242916948394141,0,0,0,0,0,0
X600741.SH,0,0.323776858194008,0,0,0,0,0,0,0.117631458404071,0,0.0806471031984233,0,-0.00352844114047894,0,0,0,0.14261290828282,0,0,0.0122215340227778,0.0559413155828416,0,0,0,0,0,0,0,0,-0.0826576335080504,0,0,0,0,0,0,0,0,0,0,-0.0225451959839949,0,-0.0624307483965366,0,0.150685103377145,0,0,0,0,0,0,0.0122033523463313,0.00557272801207665,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,-0.00252932508683213,0,0,0,0,0,0,0,0.122674986216369,0,0,0,0,-0.0789299380167641,0,0.298900226560804,0.0869971283629835,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22384818066509,0,0,0,0,0,0.237949893843389,0,0,0,0,0,0.0294996208540955,0.0302718325428756,0,0,0,0,0,0
X300003.SZ,0,0,0,0.0894663145145646,0,0,0.114177777333352,0.179952565173604,0,0,0,0,0,0,0,0,0,0,0,0,0.0459887214761877,0,0,0,0,0.245159650781625,0,0,0.156494171800676,0,0,0,0,-6.93889390390723e-18,0,0.0849830478995814,0,0,0,0,0,0,-0.100160255183695,0,0.0372538822498938,0,0,0,0,0,0,-0.029058640221939,-0.0430054291312985,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335336612066826,0,0.105107636453482,0,0,0,0,0,0,0.234560955239745,0,0.0351642917509829,0,0,-0.0227073606772035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854310534336936,0,0.00229888108709085,-0.00606637321903627,0,0,0,0,0,0
X002236.SZ,0,0,0.759987661242643,0,0,0,0,0,0,0,0.118079667500292,0,0,0,0,0,0,-0.0257075490795039,0,0,0,0,0.265330509308332,-0.0748106667146692,0,0.0190368934543683,0,0.0821349976929306,0,0,0.214117101220267,0,0,0,0,-0.0547568386943425,0,0,0,0,0.246073080854293,0,0,0,0,0,0,0,0,0,0,0,-0.0302693869791621,0.502978656718677,0,0,0,0,0
X002008.SZ,0,0,0.128074247254037,0,0,0,0,0,0,0.0887113164539458,0,0,0.0720014436006955,0,0,0,0.14063211378087,0,0.192387301097093,0,0,0,0,0,0.0280760021978945,0,0,0,0,0,0,0,0.0238530345993135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013947615314654,0,0,0,0,0,0
X601877.SH,-0.234500202182801,0,0,-0.0480295730270579,0,0,0.0992117049013743,0,0,0,0,0,0,0,0,-0.11472378074059,1.73472347597681e-18,0.432937118474464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161749996084238,0.309279080778893,0,0,0,0,0,0,-0.0504955016216472,0,0.102649379658412,0,0,0,0,0.563052352505458,-0.0815073082656408,0.00322125825274611,-0.00819514857092304,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0221133008033384,0,0,0,0,0,0,0,0,0,0,0.0163985699298321,0,0,0,-0.113181424144852,-8.67361737988404e-19,0,0,0,0,0.00601072051879462,0,0,0,0,0,0,0.0189260880628312,0,0,0,0,0,0,0,0,-0.14528289602569,0,0,0,0.032646909399537,0,0.326737030271769,0,0,0,0.0234237384333417,0.0108391741334168,0.037046882301747,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11930448207949,0.189220345817927,0,0,0,0,0.240991758588245,0,0,0,0,0,0.233872795780862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403068413969943,0,0.00544371303605053,0,-0.0504918709962172,0,0,0,0.00188165739938955,-0.0234942252131451,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.462079483119812,0,0.148228320515539,0,0,0,0,0,0,0,0,0.107908340308397,0,0.122937133375047,0,0,0,0,0,0,0,0,0.0924103427895999,0,0,0,0,0,0,0,0,0,0,0,0,0.0763032930174186,0.221565119619531,0.0282937359267051,0,0,0,0,0.0011527157349497,0.00763108754839254,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.20831929530647,0,0,0,-0.213575085342394,0,0,0.177908858277828,0,0.349885073385437,0,-0.0646732646997323,0,0,0,0,0,0,0,0,0,0.243480128100053,0,0,0,0,0,0,0,0,0.203109055186416,0,0,0,0,0,0,0.0517671201447567,0,0,0,0,0,0,0,0.00963122609790628,0.0289188042031894,0,0,0,0,0,0
X600867.SH,0,6.93889390390723e-18,0,0.20978942930577,0,0,0,0,0.262570065812227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387921453651909,0,0,0,0,0,0.0784360511624883,-0.443145111602187,0,0,0,0.406605162531326,0,0,0,0,0,0.364993243141061,0,0,0,0,0,-0.0136917126322328,-0.00649555138717221,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.407138289386792,0,0,0,0,0.0245798333685838,0,0,0,0,0,0,0,0,0,0.105050241154647,0.0484264515023743,0,0.00697553557732711,0,0.0336106005253343,0,0,0,0,0.0190101222775243,0,0,-0.0300972361973321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501405384485861,0.0178326926006845,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0053383327784423,0.359195793649514,0,0,0,0,0.00350271392794112,0,0,0,0,0,0.227123915817307,0,0,0,0,-0.0587866305061958,0,0,0.0422554257623568,0,0,0.00272325853067255,0,0,0,0,0.158775693809581,0.169539489538971,0,0,0,0,0,0,0,0,0,0.00874438756576234,0.0222014321451315,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0553866338162938,0,0,0,-0.607586733026147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498598342505493,0,0.286529035880958,0,0,0,0,0,0.195364783403009,0,0.529842072257716,0,0.15732360815625,0,0,0,0.0479777715655899,0,0,0,0,0,0,0,0,0,0,0,-0.0042534239788064,0.0255193384691956,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940794876322459,0,0.0920429575661879,0,0,0.342333994752226,0,0,0,0,0,0,0,0,0.171985766602095,0,0,0,0,0,0,0,0.0683287180648968,0,-0.0283726409480872,0,0,0.156693790196948,0,0,0.206485685770312,0,0,0,-0.0063332385108334,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282427059993987,0,0,0,0,0,0.129288045209881,0,0,0,0,0,0,0,0,0.0662927062456245,0,0,0,0.0325138216521069,0,0,0.0162044724554686,0.0812157126785305,0,0,0,-0.0759693297832579,0,0.146068491255487,0,0,0.0374088185270689,0,0,0,0,0.304538782935983,0,0,-0.0129654297847799,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.192565140662841,0,0,0,0,0.0850054879334313,0,0,0,0,0,0,0,0,0,0,0,0.568234049643521,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152768430800705,0,0,0,0,0,0,0,0,-0.0208385717729074,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0378601893105868,0,0,0,0,0,0.306530946501419,0,0,0.23654017085419,0.0206001857924986,0,0,0,0,0,0,0,0,0,0,0.137142800255524,0.0670983373863316,0,0,0,0,0,-0.197078644390235,0,0,0,0,0,0,0,0,0,0.105935925963558,0.0646479651595533,0.116840009972076,0,0,0,0,0,0
X600566.SH,0,0,0,0.147972534713979,-0.141527025920265,0,0,0,0,-0.0440950194398835,0,0,0,0,0,0,0.220992324284882,0,0,0,0,0,0,-0.0404765653486996,0,0.275609724309231,0,0.0415922839067332,0.0835646670910236,0,0,0,0.300939239535935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139209444425485,0,0,0,-0.0203729220900606,-0.0263220832612917,0,0,0,0,0,0
