,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002294.SZ,X000066.SZ,X002007.SZ,X002236.SZ,X000977.SZ,X601799.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.155186612572773,0.352575195548086,0,0.00713266524723024,0,0,0,-0.0256756643913869,0,0,0,0,0,0,0,0,-0.0196646145885308,0,0,0,0,0,0,0.000109459343526007,0,0,0,0,0,0.0308973562350203,0,0,0.030727414037256,0,0,0,0,0.0323018080061458,0,0,0,0,0.0318413205688773,0,0,0,0,0,0.00694574737834324,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.294472472536249,0,0,0.566678874126927,0,0,0.123919409900446,0,0,-0.0162897662009516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500828239632703,0,0.0525879716840726,0,0,0,0,0,0,0,0,0,-0.0350315570556282,0,0,0,0,0,-0.0145919517805603,0,0.0805841102556639,0,-0.0238561954721256,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.151248645852643,0,0,0,0,0,0,0,0.0595920281958868,0,0,0,0,0,0,0.0434897004871072,0.054817333175076,0,0,0,0,0,0,0,0.0251156479860691,0,0,0,0,0,0,0,-0.0351408686168134,0,0,0,0,0,0,0,0,0,0,0.199971917472289,0,0,0,0.009253321692774,-0.026723020791709,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.70531330271618,0,0,0,0,0,0,0,0,0,0,0.0387704113164967,0,0,0,0,0,0,0,0,0,0,-0.0297304429366265,0,0,0,0,0,0,0,0,-0.00590832396354751,0,0,0,0,0.0249789896076871,0,0,0,-0.0574073883512102,0,0,0,0,-0.0685669655781054,0,0,-0.00951410197916605,-0.00977566743198465,0,0,0,0,0
X000568.SZ,0.139945709019761,0.31467671850785,0,0.360631073424794,0,0,0.12145573961191,0.101022104769508,0,0,0,0,0,0,0,0,0,0,0,0.0433242639880956,0,0,0,0,0,0,0.11223334447837,0,-0.0661272494185359,0,0,0,0,0,0,0,0,0,0,0,0.090508887182767,0,-0.0674689322524338,0,0,-0.056500524071328,0,0,0,0,0,-0.00827063524009345,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19086794787494,0,0.000898795379623644,0,-0.192905994227448,0,0,0,0.336364508888824,0,-0.0153633628485189,0,0,0,0,0,0,0.0336120590520311,0.0493703163255118,0,0,0,0,0,0,-0.0339854538162239,0.0245019596473863,0,0,0,0,0,0
X002304.SZ,0,0.321409599104525,0.0300082296831259,0,0.390634766870355,0,0,0,0,0,0,0,0.0154961020979979,0,0.0293468629610179,0,0,0,0,0,0,0.0612115796003215,0,0,0,0,0,0,-0.0804197917834893,0,0,0,0,0,0,0,-0.037529311862103,0,0,0,0,0,0,-0.0705851459071837,-0.0687933247211459,0.00696060945796195,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0123354097819371,0.0642757252232696,0,0.0652587718611713,0,0.0211134495878178,0,0,0,0,0,0,0,0,0.272721334389806,0,0,0,0,0,0,0.146435061171801,0,0,0,0,0,0,0,0,0,-0.0113840499369507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404512369158362,0,0,0.0300300925795018,0,0.0160200413759472,-0.0189717291340737,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0389327655854304,0,0.270578753395636,0,0,0,0,0,0.00103183230088216,0.209146742363411,0,0,0,0,0,0,0,0,0.21647475889351,0,0,0,0,0,0,0,0.110597545016933,0,0,0,0,0,0,0,0,0.0963120966398213,0,0,0,-0.053738257901908,0.114384673531046,0,-0.043099911818343,0,0,0,0,0,0
X000651.SZ,0,0.265951968669272,0,0,0,0,0,0.287117060398663,0,0,0,0,0,0,0,0.0839520097522931,0,0,0,-0.0115395342703102,0,0,0,0,0,0,0,0,0,0,0,0.0206642162426202,0,0,0,0,0,0,0,0,0,-0.0158077973948079,0,0,0,0,0,0,-0.0387066183847487,0,0,-0.00338420155925123,-0.00186204594952436,0,0,0,0,0,0
