,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002007.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600776.SH,X600183.SH,X600066.SH,X600522.SH,X002371.SZ,X600867.SH,X000050.SZ,X000066.SZ,X600089.SH,X002129.SZ,X600118.SH,X300146.SZ,X002049.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.13454481197281,0,0,0,0,0,0,0,0,0.0146892448637904,0,0,0.169551246282767,0,0.153557256516158,0,0,0,0,0,0,0,0,0,0,0.0574804028626043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0321752371487167,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.171698329341072,0,0.287213358868497,0,0,0,0.197047291080585,0,0,0,0,0,0,0,0,0,0,0.0713986197828346,0,0,0,0,0,0,0.0556649026809771,0,0,0,0,0,0.10204324965801,0,0,0,0,0,0,0,0,0.120808334568179,0,-0.0388456764351611,0,0,0,0,0.00963240018734027,0,0
X000651.SZ,0,0,0,0,0,0,0.0641150306945016,0,0,0.284714043619039,0,0,0,0.228903387924169,0.159813678977287,0,0,0.135970752052581,0,0,0,0,-0.0632271844540147,0,0,0,0,0,0,0,0,0.0515436551203963,0,0,0,0,-0.0376117528495575,0,0,0,0,0,-0.0555282663368281,-0.0314447746933108,0,0,0,0,0,0,0,-0.039291004115345,0,0,0,0,-0.0272754674279686,0,0
X600104.SH,0.0670178241492662,0,0.169812241581381,0,0,0,0,0,0,0,0,0.0232732794814083,0,0.0309028263313071,0.0324822459308651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171021728961036,0,0,0.0479999038723884,0,0,0,0,0.0861460030479265,0,0,0,0,0,0,0,-0.00501392418236465,0,0,0,0,0.00117132902584572,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133568999184647,0.0397688271289947,0,0,0.0852583756727009,0,0,0,0,0,0.248865587465427,0,0,0.22961769276368,0,0,0,0,0,0,0,0,0,0,0.0655962299413791,0,0,-0.0397265822867934,0.0165158474056531,-0.0458445513304468,0,0,0,0,0.0159389033257877,0,0,0.0398051113472544,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.163931387538066,0.0270858477191463,0,0.101634325820408,0.0408736306534895,0,0,0,0,0,0,0,0,-0.0556705367217483,0,0.470310661437983,0,0,0,0,0,0,0,0.225725640123382,-0.0358562757416514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375395851259768,0,0,0,0,-0.0467186228720007,0,0
X002304.SZ,0,0.221860204207712,0.158502608898519,0,0,0,0,0,0,0.0527346460010708,0,0,0,0.0453882206226887,0,0.199010704698264,0,0,0,0,0,0,0,0,0.132359940360787,0,0,0,0,0,0,0,0,0.0460781909236864,0,0,-0.0621381426547816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214131381255658,-0.019468816014087,0,0,0,0.0105288810841519,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11170436156487,0,0,0,0,0,0,0.0581100141939049,0,0,-0.06309155029223,0,0,0,0.2049136479022,0,0,0,0.148294859814935,0,0,0,0,0.235489622979273,0.258935709418707,0,0,0,0,-0.00855931005016238,0,0,0,0,0,0.125744747695603,-0.113607724786976,0,0.0138655952617405,2.16840434497101e-19,0,0,0,-0.0030536940120648,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323004953993842,0.211305562681682,0,0,-0.0265249947385455,0,0,0,0,0,0,0,0,0.0589141185990449,0.10774478662948,0.0462751123574728,0,0,0.0450316746416745,0,0,0,0.276156737804259,0,0,0.0442032610478929,0.000308084858510929,0,0.0962588494837069,0,0,0,-0.0201324220642084,0,0,0,0.011958101512505,0,0
X600031.SH,0,0,0.197832452499896,0.164205551308055,0.177311388431321,0,0,0,0,0,0,0,0.283061076353011,0,0,0,0,0,0,0,0,0,0,0.00678862545932259,0,0,0,0,0.0182298367222057,0,0,-0.0426061862242467,0,0,0,0,0,0,0,0,0,0,0,0.138208412618007,0,0,0,0,0,0,0,-0.066242008192374,0,0,0,0,0.00930386204121568,0,0
X600690.SH,0,0,0,0,0,0.249346278617068,0,-0.0355772951515071,0,0.0941295848191095,0,0,0.0177673004201452,0,-2.16840434497101e-19,0.0996631840804848,0,0,0,0.0305247096810618,0,0,0,0,0,0,0,0.0531277261265139,0.117054625516089,0,0,0,0.051438574129751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260958573398608,0,0,0.0528650985675547,0,-0.00830422291611452,0,0,0,0,0.00802700166236551,0,0
X000568.SZ,0,0.230611355066011,0,0,0,0.00942650415552174,0,0.0208762973721809,0,0,0,0,0,0.0253830890737252,0,0,0.183937157189979,0,0,0,0.0718227773602169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206056750268298,0,-0.0472495118612325,0,0,0,0,-0.0186613448017195,0,0
