,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X002241.SZ,X000733.SZ,X601877.SH,X600522.SH,X000100.SZ,X600741.SH,X002074.SZ,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X600487.SH,X002414.SZ,X002294.SZ,X000066.SZ,X000799.SZ,X002007.SZ,X600563.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.214355663320998,0.117242903166098,0,0.197806983750512,0,0.0724203727821708,0,0,0,0,0,0.0119847528132701,0,0,0,0,0,0,0,-0.000203198780681395,0,0,0.292441859452002,0,0,0,0,0,0,-0.147715200328075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338013279837098,0,0,0,0,0,0.0258819353167341,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.471980687550594,0.0236598942355477,0,0,0.231154514373498,0,0.124201153480989,0,-0.00689334902648282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401094618233687,0,0,0,0,0,0,0,0,0,0,0,0.00436123376410467,0,0,0,0,-0.0215038208689329,0,-0.0167115889198027,0,0,0,0,0,-0.0224845477870692,0,0,0,0,0,0,0
X600809.SH,0.259442015830377,0,0,0,0.510146261773475,-0.0141464546573986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169809039680293,0,-0.216078006535349,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0308098576457914,0,0.174548996410503,0,0,0,0,0,0,0.0127932468097336,0,0,0,0,0,-0.00154075060424622,0.00985247781447218,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230224612946265,0,0.19708731068044,-0.0132657000068295,0,0,0,0,0,0,0,-0.0361559058396983,0.174017099706361,0,0.143643548843503,0.176496912826373,0.0872562223718286,0,0,0,0,0,-0.0144548592683357,-0.0514474386260257,0,0,0,0,0,0
X000568.SZ,0.378273998604739,0.193656924047237,0.666991242248823,0,0,-0.0393956957066234,0,0,0,0,0,0,0,0,0,0,0,0.00579263535865588,0,0,0,0,0,0,0,0,0,0,0.0694883284243518,0,0,0,0.0682142449992069,0,0,0,0,0,0,-0.087346608662632,0,0,0,0,0,0,0,0,0,0,0,-0.0244118537087559,0.0391076948246794,0,0,0,0,0,0
X600276.SH,0,0,0,0.00656204159492763,0,0,0,0,0,0,0,0,-0.0555264593285309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149112078680224,0,0,0,0,0,0,0,0,0,0,0,0,0.135391440630244,0,-0.184082007328675,0,0.062888764299365,0,0,0.0660808570182313,0,0.0403003491008597,0,-0.0057125246975656,0,0,0,0,0,0,0
X600690.SH,0.243121811161874,0,0,0,0.275888332950367,0,0,0,0,0,0.028228268758312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022232730657488,0,0,0,0,0,0.00541461620777829,0,0,0,0,0,0,0,0,0,0,0,0.0212194080465972,0,0,0,0,0,0,-0.0262480237267024,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.120309550254536,0,0,0.0931912701957489,0,0,0,0,0,0.0730545640534164,0,0,0,0,0,0,0,0,0,0.158765004684748,0.293192944829244,-0.100610114511748,0,0,0,0,0,0,0,0.0521049328059731,0,0,0,-0.0284049306125919,0,0,0,0,0,0,0,0,-0.0155536105615367,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0740615768901542,0.104292200192341,0,0.0875883839799855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206400026125706,0,0,0,0,0,0,0,0.0145323525575065,0.0659174700069869,0,0,0.317422728349361,0,0,0,0,-0.259462216676864,0,0,0,0,0,0,0,-0.025522258402563,-0.0485736751301171,0,0,0,0,0,0
X300124.SZ,0,0,-0.24994088989386,0,0,0,0,0.318872314919093,0,0,0,0,0,0,0,0,0,0,-0.0923245172199256,0,0.0405654986859428,0,0,0,0,-0.00547975425808772,0,0,0.0342171962935463,0.0500486747185221,0,0,0,0.145655810245234,0,0.19153470521739,0,0,0,0,0,0,-0.102882200906884,0.0168545163429284,0,0,0,-0.100654486628562,0,0,-0.0897113324700708,0.0162795156962427,0,0,0,0,0,0,0
X000651.SZ,0,0.0433527865698531,0,0,0,0,0.356179868116309,0,0,0,0,0,-0.0575653800256065,0,0,0,0.186594130414032,0,0,0,0,0,0,0,0,0,0,0,0.0326862338038594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194918227594798,-0.155282857161738,0,0.106054771930312,0,0,0,-0.00657892155091126,-0.0107055396709815,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0339529362913524,0,0.063676354178203,0,0,0,0,0,0,0,0,0,0,0,0.0115507198557045,0,0,0,-3.46944695195361e-18,0,0,0,0.14887344561002,0,0,0,0,0.203003371071758,0.0162497851237902,0.0430165268061795,0,0,0,0,-0.0779937266810064,0,0,0,0,0,0,-0.0162636393016402,0,0,0,-0.0135484515529091,0.0270499585881603,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.173798864102403,0,0,0,0.123825025386352,0,0,0,0,0,0,0,0,0,0,-0.101770732080587,0,0,0,0,0,0,0,0,-0.0103276207971495,0,0,0.0749209435514287,0,0,0.475622186858113,-0.000573172097420429,0,0.068950597885196,0,0,0,0,0.222730624406999,0,0,0,0,0.152566697228662,0,0,0.0155135158733532,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.125588870009573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163082559758385,0,0,0.0855140117174788,0,0.0591695047181301,0,0.173897556218902,0.16839001515244,0,-0.0172926365968796,0,0.144498887465325,0,0,0,-0.00232185711669051,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0780038893231328,0.0189096821778387,0,0,0,0,0,0,0,0,0,0,0,0,-0.079475087017175,-0.198900381549821,0,0.0604651064920464,0,0,0,0.116865514381401,0.039665185180395,0,0,0,-0.00317608235354566,0,0,0,0.0805431908058061,0,0,0,0,0,0,0,0.055415445416437,0,0,0,0,0.0446213660442266,0.0643513630165406,0,0,0,-0.00279492231188366,-0.0202105809202296,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173078526816123,0,0,0,0,0,0,0,0.0405390995083631,0,-0.0953247898510196,0,0,0.00901823248660659,0,0.0160735045028612,0,0.366925010113435,0,0,0,0,0.0722379283358247,0,0,0,-0.0185939976986325,0,0,-0.00871556842865721,0,0,-0.0491901959159242,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0193704680504815,0,-0.0619605785147537,0,-0.04680222294971,0.116690501659342,0,0,0,0,0.255584280920691,0,0,0,0,0.0699876683367701,0,0,0,0,0.16557120320945,0,0,0,-0.0585062821393798,0,0,0,0.377697248937024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717407616605152,0,0,0,-0.0227284652076915,0.0696862769777334,0,0,0,0,0,0
X000596.SZ,0,0,0.244704090049349,0,0.219107410210963,0,0,0,0,-0.0779299302138868,0,0,0,0,0,0,0,0,-0.124695464160242,0.136936053659857,0,0,0,0,0,-0.0193523414370176,-0.0744659126617821,0,0,0,0,0,0,-0.337116889580712,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0817590724907038,0,0,0,0,0,0,-0.00704066929603528,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-0.341141635927623,0,0,0.386924995345697,0,0,0,0,-0.217827317322533,0,0,0,0,0,0,0,0,0,-0.0262632329187646,0,0,0,0,0,0,0,0.183104907274848,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0778818471743345,-0.130032420523879,0,-0.0182341817616255,0,0.735103831130381,0,-0.0422136868665744,-0.0161214488179076,-0.763642215577671,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.105262528622424,0,0,0,0.450490331389523,0,0,0,0,0,0,0,0,0.094481794731981,0,0,0,0,0,0,0.0542519775165174,0,0,0.124729400040528,0,0,0,0,0,0,0.137682277697843,0.0162999026289975,0,0,0,0,0.0248627592649702,0,0,-0.0351847225255854,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,-0.0879088188767617,0,0,0,0,0,0.235788219524477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109383406909775,0,0,0,0.0932427065075942,0,0,0,0,0,0,0,0,0,0,0,-0.0163201561887763,0.121652823037833,0.104806205457764,0.235028025575493,0,0,0.229567295566607,0,0,0.00772293306253879,0.0857977187163751,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.18068231794606,0,0,0,0.160045169268634,0,0,0,0,0,0,0,0,0,0.0514385698234106,0,0,0.0559622559840233,0,0,-0.0146688621797425,0,0,0,0,0,0,0,0,0,0,0.0856737309792567,0.0811036404076712,0.118963812663748,0,0,0,0.282779054254271,0,-0.0208461515308656,0,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.0984178801401962,0,0,0,0,0,0.000499790401558906,0,0,0,0,0,0,0,0,0.0788268253784508,0,0,0,0,0,0,0,0,0,0,0.0294948745173305,0.237956212454916,0,0.0258293680703187,0,0,0,0.0619615406542056,0,0,0,0,0,0,0,0,0,0,0.140065772680732,0,0,0,-0.013887712549123,0.00232072378252049,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0166948937553997,0,0,0,0,0,0,0,0,0.0787657983753833,0,0,0,0.036779285483584,0,0,0,0,0,0,0,0.0307303674831154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197021193994661,0,0,0,0,0.104167330698101,0.0731379650059743,0,0,0,-0.0296094823085797,0.0240501373172911,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.064686918067906,0.143327074767004,0,0.0313944162226188,0,0,0,0,0,0,0,0.0715321428018846,0,0,0,0,0,0.0176378411853063,0,0.255365597366361,0.137776948862234,0.176931000021761,0,0,0,0,0,0,-0.0203087122191193,0,-0.102540591047253,0.0261872237158829,0,0,0,0,0,0,0,-0.0255654673418503,0,0,0,0,0,0,0
