,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X300142.SZ,X000733.SZ,X000066.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002463.SZ,X002294.SZ,X300146.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193472488066647,0,0,0,0.0131130749941738,0,0,0,0,-0.0569705395043487,0.0397754814471332,0,0,0,0,0.0232668105555814,0.0383371088351649,0,0.0179103573521872,0,0,0,0,0,0,0,-0.0236901648871769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510070936745289,0.010671641584518,0,-0.0130582106420213,-0.0770422986811487,0,0,0,0,0,0
X000858.SZ,0,0,0,0.183159470233458,0,0.073917175053183,0,0,0,0,0,0,0,0,0,0,0.102143018931937,0,0.0658903370746446,0,0,0.0173461120393313,0,0,0,0.0244153028358686,0,0,-0.0112933249191222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530223775191439,0,0,-0.0194677755162765,-0.0250702415265003,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0769366801598659,0,0,0,0,-0.09174071464258,0,0,0,0,0,0.184438852890877,0,0,0,0,0.0439029504082889,0,0,0,0,0.205697084452092,0,0,0,0,0,0,0.0056905068104541,0,0,0.145100676000848,0,0,0.200514971087978,0,0.0880976246959399,0.017028708225381,0,0.134149959317071,-0.0954148351482489,0.0791243444320015,0,0,0,-0.00707869784452573,0,0,0,0,0,0,0
X000568.SZ,0,0.429879292869989,0,0,0,0,0,0.176912318333979,0,0,0,0,0.0781788001457321,0,0,0,0,0,0,0,0,0,-0.00859425018774016,0,0,0.038364650752537,0,0.0764745437196556,-0.0356514072100581,0,0,0,0,0,0,-0.0307548125323505,0,-0.0107964077433757,0,0.0725106269266449,0,0,0,0,0,0,0,0,0,0,0,-0.0265859504218011,3.46944695195361e-18,0,0,0,0,0,0
X600276.SH,0,0,0.0715597881419836,0,0,0,0.0876393848209197,0,0,0,0.0248378562591678,0.16903728151788,0,0,0,0,0,0,0,0.0702161016866869,0,0,-0.0757370220150262,0,0,0.136683895038028,0,0.141458946500473,0,0,0,0,0,0,0,0.0143238131665828,0,0,0,0,0,0,-0.107398593144584,0,0.131154576338743,0,-0.192526797137535,0.237134995199455,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.029658088214277,0.221477876529772,0.0832035019427148,0,0.031098993466001,0,0,0,0,0,0,0,0,0,-0.22758564560075,-0.0047048246430147,0.089100668262751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047763241334982,-0.0870541006951846,0,0,0,0,0,0,0,0,0,-0.103851705457657,0,0,0.371016914687568,-0.0918409186397551,0.09029584812686,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0675787457082257,0,0,0.130355805503028,0.0450275817964894,0,-0.110266878883183,0,0,0,0,0.36552897137202,-0.446936545037888,0,0.149277761072992,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0647314838134884,0,0,0,0,0,0,0,0,0.0730207972526716,0,0,0,0,0,-0.15502238622761,0,0,0,0,0,0,-0.0367902634936208,0,0.0268414160985313,0,0,0,0,0,0,0
X002304.SZ,0,0.172174917353864,0,0.0804305058126679,0,0.0971802679651299,0.058962803120126,0,0.0815894427397139,0,-0.046252961946514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866813851069097,0,0,0,0,0,0,0,0.0404100200920124,0,0,0,0.11524535665657,0,0,0,0,0,0,0.0122836322707962,0,0,0,0.0339296203068341,0,-0.0107008786732899,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.216928083598552,0,0.0825624925376649,0,0,0,0,0,0,0.161321090442552,0,-0.369580642834464,0,0,0,0,0,0,0.0328463026280861,0.0557904253987298,0,0,0,0,0,0,0,0,0,0.0414851715633777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0495696011120447,0,0,0,0,0,0,0,0,0,0.0192867222885161,0,0,0,0.0904947773165734,0,0,0,0,0,0,0.57914324815808,0,0,0,0.0925887017699813,0,0,0,0,0,0,0,0,0,0.359631392645939,0,0,-0.201725180534346,0,0,0.000411261268332585,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0820083230553726,0,0,0,0,0,0.0313020027575488,0,0,0.213672001889687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317124478572785,0,0.520202511616228,0.0745662421967015,0,0,0,-0.291630310259781,0,0,0,0,0,0,0.0256744430677784,0,0,0,0,0,0,0,0,0.011501375089294,0,0.291919488389234,0.025005628094426,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154420103991468,0,-0.043738483002486,0,0,-0.0390984032785385,0,0,0,0,0,0,-0.601423588464093,0.0635637191613989,0,0.0681237401228972,0,0.0792323435855605,0,0,0,0,0,0,0,0,0,0.226868774707715,0,0.0335991250245769,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.148490239664527,0,0,0,0,0,0,0,0,-0.0672620246089255,0,0.271600820048814,-0.0833990322852292,0,0,0,0.0384356723174866,0.0871035225244134,0,-0.0113860494627066,0,0,0,0,0,0,0.28360954032072,-0.0256254046934817,0,0,0,0,0,0,0,0,0,0,-0.0362911337138038,0,0,0,0,-0.038632316246617,0.0314273864283704,0,0,0,0,0,0
