,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X002049.SZ,X000977.SZ,X600741.SH,X002129.SZ,X002463.SZ,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X002007.SZ,X002223.SZ,X600418.SH,X002074.SZ,X000066.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.149845409265927,0,0.325014469207835,0.0687287843898744,0.0166056838441442,0,0,0.115474045993993,0,0.0299457492200646,0,0,0,0,0,0,0,0,0,0,0.0609943727041931,0.00997373270712026,0,0,0,0,0,0,0,-0.0461701527356215,0,0,0,0,0,0,0,0,0,0,0,0,0.132631662222803,0,0,0,0,0,0,0,0.0139049266382011,-0.0126573830309708,0,0,0,0,0,0
X000858.SZ,0,0,0,0.115957766666316,0,0.399989222154075,0,0,0,0,0,0,-0.0509198024160517,0,0,0,0,0.0962800913373491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111526646228887,0,0,0,0,0,0,0,-0.0199483396713335,0,-0.0270883963333393,0,0,0,0,0,0,0,0,-0.0158050557875985,0.0110198850420821,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0154159480255472,0,0,0,0,0,0,0,0.137523125277033,0,0,0,0,0,0,0,0.109122894635972,0,0.089418376810619,0,0.133768648566837,0,0,0,0.0764827470226371,0,0,0.0890359511359356,0,0,0,0,0,0,0,0,0,0,0,0,0.10785816250867,0,0,0,0,0.0690207548472731,0,0,-0.00688375028762871,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.416138675172578,0,0,0.124502056749095,0.0772838086365511,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.356681348967786,0,0.133088074303639,0,0,0,0,0,0,0.018357554701279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219250838647226,0.0377639682269632,0,0,-0.0426861602555555,0,0,0,0,-0.019013877210939,0.0104292038846158,0.0593070714225896,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.190690538958963,0,0,0,0,0,0,0,0,0,0,0.0182832826677015,0,0,0,0,0.0681202964913924,0,0,0,0,0.0682894873879747,0.231129118596201,0,0.00373717198578261,0,0,0,0.039955358419831,0,0.0174487279822252,0.0441812731465175,0.0140142891493822,0,0,0,0,0,0,0,0.00650248801815864,0,0,0,0,0,0
X000568.SZ,0,0.668506699094226,0,0.303922411878841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111228472850241,0,0,-0.0662248695289625,0,0,0,0,0,0,2.71050543121376e-20,0,0.0317157345676936,0,0,0.0564704126963313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293716568247975,0.00608536892632977,0,0,0,0,0,0
X600690.SH,0,0,0,0.0941577746073143,0,0,0,0,0.0420367147643489,0,0,0,0,0,0,0.0875552916750498,0,0,0,0,0,0.0945757142065884,0,0,0,0,0,0,0,0,0,0,0.049773017488451,-0.0296564060386,0,0,0,0,0,0.0719791170418684,0,0,-0.109070316836459,0,0,0,0,0,0,0,0.0650231893345105,-0.00835133149233023,0.031043765803668,0,0,0,0,0,0
X000651.SZ,0,0,0,0.044289776355583,0,0,0,0,0,0,0,0,0,0,0,0.0780733702318873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412721858214001,0.0281464572390956,0,0,-0.112332548752228,0,0,0,0,0,0.211233496676205,0,0,0.0556807491214012,0.123244053396234,0,0,0,0,0,0,0,0.0162668286501151,-0.0222344948951384,0,0,0,0,0,0
X002475.SZ,0.0431589550558228,0,0,0,0.140866961189469,0.151871480292201,0.00370728422812284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508857587151142,0,0,-0.179552651727686,0,0,-0.0328993115884654,0,0.127728251816115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348184799856598,0,-0.175557916703823,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366794227440816,0.015406949513059,0.186535876128487,0,-0.131346073950092,0,0.107455470482057,0,0,0,-0.238627503787783,0,0,0,0.0868291632770439,0,0,0,0,0,0,0,0.0159710357963238,0.0687769652677518,0,0,0,0,0.0360621592394875,-0.042619669879237,2.16840434497101e-19,0,0,0,0,0,0
